[688, 400]
[folio, [156.0, 23.0, 87.0, 18.0], Vvb3a56b87, 5748541]
[ordered-list, [11.0, 60.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 78.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 96.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 114.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 132.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 150.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 168.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 186.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 204.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 222.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 240.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 258.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 276.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 294.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 312.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 330.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 348.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 366.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 384.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 402.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 420.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 438.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 456.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 474.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 492.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 510.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 528.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 546.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 564.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 582.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 600.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 618.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[ordered-list, [11.0, 636.0, 388.0, 18.0], shoonya_1s7RZNQITMSZQR, 5748541]
[paragraph, [12.0, 474.0, 383.0, 18.0], K5Xf3tjL2T, 5748541]
[paragraph, [12.0, 492.0, 383.0, 18.0], K5Xf3tjL2T, 5748541]
[paragraph, [12.0, 510.0, 383.0, 18.0], K5Xf3tjL2T, 5748541]
[paragraph, [12.0, 528.0, 383.0, 18.0], K5Xf3tjL2T, 5748541]
[paragraph, [12.0, 546.0, 383.0, 18.0], K5Xf3tjL2T, 5748541]
[paragraph, [12.0, 564.0, 383.0, 18.0], K5Xf3tjL2T, 5748541]
[paragraph, [12.0, 582.0, 383.0, 18.0], K5Xf3tjL2T, 5748541]
[paragraph, [12.0, 600.0, 383.0, 18.0], K5Xf3tjL2T, 5748541]
[paragraph, [12.0, 618.0, 383.0, 18.0], K5Xf3tjL2T, 5748541]
[paragraph, [12.0, 636.0, 383.0, 18.0], K5Xf3tjL2T, 5748541]
