[1613, 1275]
[unordered-list, [114.0, 101.0, 505.0, 36.0], _x6Fia056y, 5758741]
[unordered-list, [114.0, 137.0, 505.0, 36.0], _x6Fia056y, 5758741]
[unordered-list, [114.0, 173.0, 505.0, 36.0], _x6Fia056y, 5758741]
[unordered-list, [114.0, 209.0, 505.0, 36.0], _x6Fia056y, 5758741]
[unordered-list, [114.0, 245.0, 505.0, 36.0], _x6Fia056y, 5758741]
[section-title, [742.0, 110.0, 289.0, 49.5], u5P3g7U4_2, 5758741]
[paragraph, [635.0, 182.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 218.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 254.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 290.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 326.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 362.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 398.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 434.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 470.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 506.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 542.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 578.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 614.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 650.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 686.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 722.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 758.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 794.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 830.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 866.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 902.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [635.0, 938.0, 545.0, 36.0], shoonya_0sZFGLNMKKCVZQ, 5758741]
[paragraph, [109.0, 306.0, 507.0, 36.0], Y5A5kPe6Ck, 5758741]
[paragraph, [109.0, 342.0, 507.0, 36.0], Y5A5kPe6Ck, 5758741]
[paragraph, [109.0, 378.0, 507.0, 36.0], Y5A5kPe6Ck, 5758741]
[paragraph, [109.0, 414.0, 507.0, 36.0], Y5A5kPe6Ck, 5758741]
[paragraph, [109.0, 450.0, 507.0, 36.0], Y5A5kPe6Ck, 5758741]
[paragraph, [109.0, 486.0, 507.0, 36.0], Y5A5kPe6Ck, 5758741]
[section-title, [122.0, 552.0, 483.0, 49.5], rAPnsj5tG5, 5758741]
[paragraph, [108.0, 625.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 661.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 697.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 733.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 769.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 805.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 841.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 877.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 913.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 949.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 985.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 1021.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 1057.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 1093.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 1129.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 1165.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 1201.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 1237.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 1273.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 1309.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 1345.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 1381.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 1417.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [108.0, 1453.0, 512.0, 36.0], shoonya_1sBEUOUDZWH48G, 5758741]
[paragraph, [637.0, 1011.0, 539.0, 36.0], JkNwxQN0IT, 5758741]
[paragraph, [637.0, 1047.0, 539.0, 36.0], JkNwxQN0IT, 5758741]
[paragraph, [637.0, 1083.0, 539.0, 36.0], JkNwxQN0IT, 5758741]
[paragraph, [637.0, 1119.0, 539.0, 36.0], JkNwxQN0IT, 5758741]
[paragraph, [637.0, 1155.0, 539.0, 36.0], JkNwxQN0IT, 5758741]
[paragraph, [637.0, 1191.0, 539.0, 36.0], JkNwxQN0IT, 5758741]
