[1736, 1323]
[paragraph, [117.0, 130.0, 520.0, 36.0], shoonya_1s2IVGPA34EOWG, 5771464]
[paragraph, [667.0, 140.0, 536.0, 36.0], kJQoTtKYM-, 5771464]
[paragraph, [667.0, 176.0, 536.0, 36.0], kJQoTtKYM-, 5771464]
[paragraph, [667.0, 212.0, 536.0, 36.0], kJQoTtKYM-, 5771464]
[paragraph, [667.0, 248.0, 536.0, 36.0], kJQoTtKYM-, 5771464]
[paragraph, [667.0, 284.0, 536.0, 36.0], kJQoTtKYM-, 5771464]
[paragraph, [115.0, 175.0, 545.0, 36.0], shoonya_2sXQFPLWBLYA0O, 5771464]
[paragraph, [119.0, 238.0, 538.0, 36.0], shoonya_3s22WE8J33OOQC, 5771464]
[paragraph, [126.0, 302.0, 532.0, 36.0], shoonya_4sB9M34J3JMV2A, 5771464]
[paragraph, [122.0, 397.0, 537.0, 36.0], shoonya_6sEET9HYUXOEHO, 5771464]
[paragraph, [122.0, 433.0, 537.0, 36.0], shoonya_6sEET9HYUXOEHO, 5771464]
[paragraph, [663.0, 425.0, 536.0, 36.0], fDaVZWfHsn, 5771464]
[paragraph, [663.0, 461.0, 536.0, 36.0], fDaVZWfHsn, 5771464]
[paragraph, [663.0, 497.0, 536.0, 36.0], fDaVZWfHsn, 5771464]
[paragraph, [663.0, 533.0, 536.0, 36.0], fDaVZWfHsn, 5771464]
[paragraph, [663.0, 569.0, 536.0, 36.0], fDaVZWfHsn, 5771464]
[paragraph, [121.0, 516.0, 536.0, 36.0], shoonya_8sT7RINNLOG463, 5771464]
[paragraph, [121.0, 552.0, 536.0, 36.0], shoonya_8sT7RINNLOG463, 5771464]
[paragraph, [121.0, 588.0, 536.0, 36.0], shoonya_8sT7RINNLOG463, 5771464]
[paragraph, [121.0, 624.0, 536.0, 36.0], shoonya_8sT7RINNLOG463, 5771464]
[paragraph, [121.0, 660.0, 536.0, 36.0], shoonya_8sT7RINNLOG463, 5771464]
[paragraph, [121.0, 696.0, 536.0, 36.0], shoonya_8sT7RINNLOG463, 5771464]
[paragraph, [121.0, 732.0, 536.0, 36.0], shoonya_8sT7RINNLOG463, 5771464]
[paragraph, [121.0, 768.0, 536.0, 36.0], shoonya_8sT7RINNLOG463, 5771464]
[paragraph, [121.0, 804.0, 536.0, 36.0], shoonya_8sT7RINNLOG463, 5771464]
[paragraph, [121.0, 840.0, 536.0, 36.0], shoonya_8sT7RINNLOG463, 5771464]
[paragraph, [121.0, 876.0, 536.0, 36.0], shoonya_8sT7RINNLOG463, 5771464]
[paragraph, [662.0, 616.0, 536.0, 36.0], rDT8nfXfYj, 5771464]
[paragraph, [663.0, 674.0, 536.0, 36.0], HlEEhtbbuc, 5771464]
[paragraph, [660.0, 737.0, 562.0, 36.0], jiVK1-PA03, 5771464]
[paragraph, [667.0, 834.0, 536.0, 36.0], 3NpfAgcwbl, 5771464]
[paragraph, [667.0, 870.0, 536.0, 36.0], 3NpfAgcwbl, 5771464]
[paragraph, [662.0, 924.0, 559.0, 36.0], gUSnqQffw-, 5771464]
[paragraph, [662.0, 960.0, 559.0, 36.0], gUSnqQffw-, 5771464]
[paragraph, [662.0, 996.0, 559.0, 36.0], gUSnqQffw-, 5771464]
[paragraph, [662.0, 1032.0, 559.0, 36.0], gUSnqQffw-, 5771464]
[paragraph, [662.0, 1068.0, 559.0, 36.0], gUSnqQffw-, 5771464]
[paragraph, [662.0, 1104.0, 559.0, 36.0], gUSnqQffw-, 5771464]
[paragraph, [662.0, 1140.0, 559.0, 36.0], gUSnqQffw-, 5771464]
[paragraph, [119.0, 930.0, 536.0, 36.0], WyAQrtIVI5, 5771464]
[paragraph, [124.0, 1020.0, 529.0, 36.0], pE8LNQ41wB, 5771464]
[paragraph, [124.0, 1056.0, 529.0, 36.0], pE8LNQ41wB, 5771464]
[paragraph, [124.0, 1092.0, 529.0, 36.0], pE8LNQ41wB, 5771464]
[paragraph, [122.0, 1169.0, 539.0, 36.0], MkpItK1FMt, 5771464]
[paragraph, [122.0, 1205.0, 539.0, 36.0], MkpItK1FMt, 5771464]
[paragraph, [122.0, 1241.0, 539.0, 36.0], MkpItK1FMt, 5771464]
[paragraph, [122.0, 1277.0, 539.0, 36.0], MkpItK1FMt, 5771464]
[paragraph, [122.0, 1313.0, 539.0, 36.0], MkpItK1FMt, 5771464]
[paragraph, [122.0, 1349.0, 539.0, 36.0], MkpItK1FMt, 5771464]
[paragraph, [122.0, 1385.0, 539.0, 36.0], MkpItK1FMt, 5771464]
[paragraph, [660.0, 1176.0, 561.0, 36.0], ofs2er8AmL, 5771464]
[paragraph, [660.0, 1212.0, 561.0, 36.0], ofs2er8AmL, 5771464]
[paragraph, [660.0, 1265.0, 544.0, 36.0], sLEQOo-RdS, 5771464]
[paragraph, [657.0, 1333.0, 548.0, 36.0], 91bfLKVwKW, 5771464]
[paragraph, [652.0, 1396.0, 549.0, 36.0], 2BtbovvYRA, 5771464]
[paragraph, [652.0, 1432.0, 549.0, 36.0], 2BtbovvYRA, 5771464]
[paragraph, [122.0, 1462.0, 534.0, 36.0], F3133hG0YO, 5771464]
[paragraph, [122.0, 1498.0, 534.0, 36.0], F3133hG0YO, 5771464]
[folio, [589.0, 1562.0, 145.0, 36.0], 41RjbTsUqd, 5771464]
[folio, [67.0, 1691.0, 179.0, 36.0], shoonya_0s6QKLYZM8MNWF, 5771464]
