[792, 612]
[folio, [214.0, 50.0, 122.0, 18.0], GcjYnuveaO, 6495832]
[section-title, [103.0, 94.0, 314.0, 30.0], jhveB4cKJj, 6495832]
[author, [143.0, 131.0, 87.0, 18.0], MyIVeBsokj, 6495832]
[paragraph, [127.0, 167.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 185.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 203.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 221.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 239.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 257.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 275.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 293.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 311.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 329.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 347.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 365.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 383.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 401.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 419.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 437.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 455.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 473.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 491.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 509.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 527.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 545.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 563.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 581.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 599.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 617.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 635.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 653.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 671.0, 251.0, 18.0], o9E3wTVcys, 6495832]
[paragraph, [127.0, 689.0, 251.0, 18.0], o9E3wTVcys, 6495832]
