[1625, 1211]
[headline, [76.0, 125.0, 707.0, 37.5], shoonya_0s16R07ZYUKY1G, 5742561]
[author, [233.0, 195.0, 230.0, 36.0], shoonya_2s5ZXEPQIMUI53, 5742561]
[paragraph, [796.0, 272.0, 344.0, 36.0], WfHED4f1Hg, 5742561]
[paragraph, [796.0, 308.0, 344.0, 36.0], WfHED4f1Hg, 5742561]
[paragraph, [796.0, 344.0, 344.0, 36.0], WfHED4f1Hg, 5742561]
[paragraph, [796.0, 380.0, 344.0, 36.0], WfHED4f1Hg, 5742561]
[paragraph, [796.0, 416.0, 344.0, 36.0], WfHED4f1Hg, 5742561]
[paragraph, [796.0, 452.0, 344.0, 36.0], WfHED4f1Hg, 5742561]
[paragraph, [796.0, 488.0, 344.0, 36.0], WfHED4f1Hg, 5742561]
[paragraph, [796.0, 524.0, 344.0, 36.0], WfHED4f1Hg, 5742561]
[paragraph, [796.0, 560.0, 344.0, 36.0], WfHED4f1Hg, 5742561]
[paragraph, [796.0, 596.0, 344.0, 36.0], WfHED4f1Hg, 5742561]
[paragraph, [796.0, 632.0, 344.0, 36.0], WfHED4f1Hg, 5742561]
[paragraph, [796.0, 668.0, 344.0, 36.0], WfHED4f1Hg, 5742561]
[paragraph, [63.0, 273.0, 352.0, 36.0], lluk_tZvRa, 5742561]
[paragraph, [63.0, 309.0, 352.0, 36.0], lluk_tZvRa, 5742561]
[paragraph, [63.0, 345.0, 352.0, 36.0], lluk_tZvRa, 5742561]
[paragraph, [63.0, 381.0, 352.0, 36.0], lluk_tZvRa, 5742561]
[paragraph, [63.0, 417.0, 352.0, 36.0], lluk_tZvRa, 5742561]
[paragraph, [63.0, 453.0, 352.0, 36.0], lluk_tZvRa, 5742561]
[paragraph, [63.0, 489.0, 352.0, 36.0], lluk_tZvRa, 5742561]
[paragraph, [63.0, 525.0, 352.0, 36.0], lluk_tZvRa, 5742561]
[paragraph, [63.0, 561.0, 352.0, 36.0], lluk_tZvRa, 5742561]
[paragraph, [427.0, 273.0, 349.0, 36.0], X6lf2AQOQF, 5742561]
[paragraph, [427.0, 309.0, 349.0, 36.0], X6lf2AQOQF, 5742561]
[paragraph, [427.0, 345.0, 349.0, 36.0], X6lf2AQOQF, 5742561]
[paragraph, [427.0, 381.0, 349.0, 36.0], X6lf2AQOQF, 5742561]
[paragraph, [427.0, 417.0, 349.0, 36.0], X6lf2AQOQF, 5742561]
[paragraph, [427.0, 453.0, 349.0, 36.0], X6lf2AQOQF, 5742561]
[paragraph, [427.0, 527.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 563.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 599.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 635.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 671.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 707.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 743.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 779.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 815.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 851.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 887.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 923.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 959.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 995.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 1031.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 1067.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 1103.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 1139.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [427.0, 1175.0, 352.0, 36.0], 4QSlV6mIXg, 5742561]
[paragraph, [61.0, 624.0, 355.0, 36.0], ACp9cCJBXU, 5742561]
[paragraph, [61.0, 660.0, 355.0, 36.0], ACp9cCJBXU, 5742561]
[paragraph, [61.0, 696.0, 355.0, 36.0], ACp9cCJBXU, 5742561]
[paragraph, [61.0, 732.0, 355.0, 36.0], ACp9cCJBXU, 5742561]
[paragraph, [61.0, 768.0, 355.0, 36.0], ACp9cCJBXU, 5742561]
[paragraph, [61.0, 804.0, 355.0, 36.0], ACp9cCJBXU, 5742561]
[paragraph, [61.0, 840.0, 355.0, 36.0], ACp9cCJBXU, 5742561]
[paragraph, [61.0, 876.0, 355.0, 36.0], ACp9cCJBXU, 5742561]
[paragraph, [61.0, 912.0, 355.0, 36.0], ACp9cCJBXU, 5742561]
[paragraph, [61.0, 948.0, 355.0, 36.0], ACp9cCJBXU, 5742561]
[paragraph, [61.0, 984.0, 355.0, 36.0], ACp9cCJBXU, 5742561]
[paragraph, [792.0, 722.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 758.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 794.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 830.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 866.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 902.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 938.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 974.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 1010.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 1046.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 1082.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 1118.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 1154.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 1190.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 1226.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 1262.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 1298.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 1334.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 1370.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [792.0, 1406.0, 344.0, 36.0], ODHq-fUuJM, 5742561]
[paragraph, [66.0, 1043.0, 341.0, 36.0], ISEhqCSiB6, 5742561]
[paragraph, [66.0, 1079.0, 341.0, 36.0], ISEhqCSiB6, 5742561]
[paragraph, [66.0, 1115.0, 341.0, 36.0], ISEhqCSiB6, 5742561]
[paragraph, [66.0, 1151.0, 341.0, 36.0], ISEhqCSiB6, 5742561]
[paragraph, [66.0, 1187.0, 341.0, 36.0], ISEhqCSiB6, 5742561]
[paragraph, [66.0, 1223.0, 341.0, 36.0], ISEhqCSiB6, 5742561]
[paragraph, [66.0, 1259.0, 341.0, 36.0], ISEhqCSiB6, 5742561]
[paragraph, [66.0, 1295.0, 341.0, 36.0], ISEhqCSiB6, 5742561]
[paragraph, [66.0, 1331.0, 341.0, 36.0], ISEhqCSiB6, 5742561]
[paragraph, [66.0, 1367.0, 341.0, 36.0], ISEhqCSiB6, 5742561]
[paragraph, [66.0, 1403.0, 341.0, 36.0], ISEhqCSiB6, 5742561]
[paragraph, [429.0, 1234.0, 342.0, 36.0], 1YolqGSAnV, 5742561]
[paragraph, [429.0, 1270.0, 342.0, 36.0], 1YolqGSAnV, 5742561]
[paragraph, [429.0, 1306.0, 342.0, 36.0], 1YolqGSAnV, 5742561]
[paragraph, [429.0, 1342.0, 342.0, 36.0], 1YolqGSAnV, 5742561]
[paragraph, [429.0, 1378.0, 342.0, 36.0], 1YolqGSAnV, 5742561]
