[1818, 1374]
[folio, [482.0, 102.0, 408.0, 36.0], shoonya_1sQSH6EHUH15HS, 5683212]
[paragraph, [115.0, 178.0, 558.0, 36.0], 0VTEKuxPM7, 5683212]
[paragraph, [115.0, 214.0, 558.0, 36.0], 0VTEKuxPM7, 5683212]
[paragraph, [697.0, 181.0, 570.0, 36.0], mYUzUQlgaJ, 5683212]
[paragraph, [697.0, 217.0, 570.0, 36.0], mYUzUQlgaJ, 5683212]
[paragraph, [156.0, 266.0, 216.0, 36.0], tgu9JfnWbK, 5683212]
[paragraph, [695.0, 271.0, 573.0, 36.0], ZFowuIoGeS, 5683212]
[paragraph, [695.0, 307.0, 573.0, 36.0], ZFowuIoGeS, 5683212]
[paragraph, [695.0, 343.0, 573.0, 36.0], ZFowuIoGeS, 5683212]
[paragraph, [695.0, 379.0, 573.0, 36.0], ZFowuIoGeS, 5683212]
[paragraph, [695.0, 415.0, 573.0, 36.0], ZFowuIoGeS, 5683212]
[paragraph, [695.0, 451.0, 573.0, 36.0], ZFowuIoGeS, 5683212]
[paragraph, [695.0, 487.0, 573.0, 36.0], ZFowuIoGeS, 5683212]
[paragraph, [695.0, 523.0, 573.0, 36.0], ZFowuIoGeS, 5683212]
[paragraph, [695.0, 559.0, 573.0, 36.0], ZFowuIoGeS, 5683212]
[paragraph, [99.0, 307.0, 580.0, 36.0], VCnMpC1f8L, 5683212]
[paragraph, [99.0, 343.0, 580.0, 36.0], VCnMpC1f8L, 5683212]
[paragraph, [99.0, 379.0, 580.0, 36.0], VCnMpC1f8L, 5683212]
[paragraph, [99.0, 415.0, 580.0, 36.0], VCnMpC1f8L, 5683212]
[paragraph, [99.0, 451.0, 580.0, 36.0], VCnMpC1f8L, 5683212]
[paragraph, [99.0, 487.0, 580.0, 36.0], VCnMpC1f8L, 5683212]
[paragraph, [99.0, 523.0, 580.0, 36.0], VCnMpC1f8L, 5683212]
[paragraph, [99.0, 559.0, 580.0, 36.0], VCnMpC1f8L, 5683212]
[paragraph, [99.0, 595.0, 580.0, 36.0], VCnMpC1f8L, 5683212]
[paragraph, [99.0, 631.0, 580.0, 36.0], VCnMpC1f8L, 5683212]
[paragraph, [99.0, 667.0, 580.0, 36.0], VCnMpC1f8L, 5683212]
[paragraph, [99.0, 703.0, 580.0, 36.0], VCnMpC1f8L, 5683212]
[paragraph, [99.0, 739.0, 580.0, 36.0], VCnMpC1f8L, 5683212]
[paragraph, [99.0, 775.0, 580.0, 36.0], VCnMpC1f8L, 5683212]
[paragraph, [695.0, 612.0, 566.0, 36.0], PK8HhMdUcd, 5683212]
[paragraph, [695.0, 648.0, 566.0, 36.0], PK8HhMdUcd, 5683212]
[paragraph, [695.0, 684.0, 566.0, 36.0], PK8HhMdUcd, 5683212]
[paragraph, [695.0, 745.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 781.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 817.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 853.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 889.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 925.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 961.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 997.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 1033.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 1069.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 1105.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 1141.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 1177.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 1213.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 1249.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 1285.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 1321.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 1357.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 1393.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 1429.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [695.0, 1465.0, 570.0, 36.0], iBQhDPB-2X, 5683212]
[paragraph, [109.0, 868.0, 571.0, 36.0], oWPfnhCb4A, 5683212]
[paragraph, [109.0, 904.0, 571.0, 36.0], oWPfnhCb4A, 5683212]
[paragraph, [109.0, 940.0, 571.0, 36.0], oWPfnhCb4A, 5683212]
[paragraph, [109.0, 976.0, 571.0, 36.0], oWPfnhCb4A, 5683212]
[paragraph, [109.0, 1012.0, 571.0, 36.0], oWPfnhCb4A, 5683212]
[paragraph, [109.0, 1048.0, 571.0, 36.0], oWPfnhCb4A, 5683212]
[paragraph, [109.0, 1084.0, 571.0, 36.0], oWPfnhCb4A, 5683212]
[paragraph, [109.0, 1120.0, 571.0, 36.0], oWPfnhCb4A, 5683212]
[paragraph, [99.0, 1205.0, 577.0, 36.0], alCnBK0XTl, 5683212]
[paragraph, [99.0, 1241.0, 577.0, 36.0], alCnBK0XTl, 5683212]
[paragraph, [99.0, 1277.0, 577.0, 36.0], alCnBK0XTl, 5683212]
[paragraph, [99.0, 1313.0, 577.0, 36.0], alCnBK0XTl, 5683212]
[paragraph, [99.0, 1349.0, 577.0, 36.0], alCnBK0XTl, 5683212]
[paragraph, [99.0, 1385.0, 577.0, 36.0], alCnBK0XTl, 5683212]
[paragraph, [99.0, 1421.0, 577.0, 36.0], alCnBK0XTl, 5683212]
[paragraph, [99.0, 1457.0, 577.0, 36.0], alCnBK0XTl, 5683212]
[paragraph, [99.0, 1493.0, 577.0, 36.0], alCnBK0XTl, 5683212]
[paragraph, [99.0, 1529.0, 577.0, 36.0], alCnBK0XTl, 5683212]
[paragraph, [99.0, 1565.0, 577.0, 36.0], alCnBK0XTl, 5683212]
