[1818, 1374]
[folio, [640.0, 115.0, 90.0, 36.0], shoonya_0sTTKZ3MK836VT, 5683196]
[paragraph, [111.0, 176.0, 197.0, 36.0], 8Lm9EKqbfM, 5683196]
[paragraph, [693.0, 180.0, 475.0, 36.0], dEn9MQ5eEa, 5683196]
[paragraph, [115.0, 224.0, 559.0, 36.0], yAZGfkKKaN, 5683196]
[paragraph, [115.0, 260.0, 559.0, 36.0], yAZGfkKKaN, 5683196]
[paragraph, [693.0, 231.0, 563.0, 36.0], fmPNAYFbzJ, 5683196]
[paragraph, [693.0, 267.0, 563.0, 36.0], fmPNAYFbzJ, 5683196]
[paragraph, [695.0, 314.0, 563.0, 36.0], Y8lldSSfCX, 5683196]
[paragraph, [695.0, 350.0, 563.0, 36.0], Y8lldSSfCX, 5683196]
[paragraph, [692.0, 398.0, 561.0, 36.0], Z-9Xw6jOLd, 5683196]
[paragraph, [692.0, 434.0, 561.0, 36.0], Z-9Xw6jOLd, 5683196]
[paragraph, [692.0, 470.0, 561.0, 36.0], Z-9Xw6jOLd, 5683196]
[paragraph, [151.0, 434.0, 118.0, 36.0], 6eZFeytCyO, 5683196]
[paragraph, [113.0, 521.0, 559.0, 36.0], TK3qYfy74F, 5683196]
[paragraph, [113.0, 557.0, 559.0, 36.0], TK3qYfy74F, 5683196]
[paragraph, [113.0, 593.0, 559.0, 36.0], TK3qYfy74F, 5683196]
[paragraph, [690.0, 527.0, 565.0, 36.0], zI_uc1oFCS, 5683196]
[paragraph, [690.0, 563.0, 565.0, 36.0], zI_uc1oFCS, 5683196]
[paragraph, [693.0, 650.0, 565.0, 36.0], 0CX-oWsysh, 5683196]
[paragraph, [693.0, 686.0, 565.0, 36.0], 0CX-oWsysh, 5683196]
[paragraph, [115.0, 652.0, 559.0, 36.0], 6acuUj4vK5, 5683196]
[paragraph, [115.0, 688.0, 559.0, 36.0], 6acuUj4vK5, 5683196]
[paragraph, [115.0, 724.0, 559.0, 36.0], 6acuUj4vK5, 5683196]
[paragraph, [115.0, 760.0, 559.0, 36.0], 6acuUj4vK5, 5683196]
[paragraph, [115.0, 796.0, 559.0, 36.0], 6acuUj4vK5, 5683196]
[paragraph, [115.0, 832.0, 559.0, 36.0], 6acuUj4vK5, 5683196]
[paragraph, [115.0, 868.0, 559.0, 36.0], 6acuUj4vK5, 5683196]
[paragraph, [115.0, 904.0, 559.0, 36.0], 6acuUj4vK5, 5683196]
[paragraph, [115.0, 940.0, 559.0, 36.0], 6acuUj4vK5, 5683196]
[paragraph, [693.0, 781.0, 565.0, 36.0], jmYZzLAwMS, 5683196]
[paragraph, [693.0, 817.0, 565.0, 36.0], jmYZzLAwMS, 5683196]
[paragraph, [693.0, 853.0, 565.0, 36.0], jmYZzLAwMS, 5683196]
[paragraph, [693.0, 889.0, 565.0, 36.0], jmYZzLAwMS, 5683196]
[paragraph, [115.0, 993.0, 561.0, 36.0], _8BZH-moLY, 5683196]
[paragraph, [115.0, 1029.0, 561.0, 36.0], _8BZH-moLY, 5683196]
[paragraph, [118.0, 1076.0, 558.0, 36.0], 10u4P3mWsY, 5683196]
[paragraph, [118.0, 1112.0, 558.0, 36.0], 10u4P3mWsY, 5683196]
[paragraph, [118.0, 1148.0, 558.0, 36.0], 10u4P3mWsY, 5683196]
[paragraph, [118.0, 1184.0, 558.0, 36.0], 10u4P3mWsY, 5683196]
[paragraph, [118.0, 1220.0, 558.0, 36.0], 10u4P3mWsY, 5683196]
[paragraph, [118.0, 1256.0, 558.0, 36.0], 10u4P3mWsY, 5683196]
[paragraph, [693.0, 1205.0, 565.0, 36.0], S5WoUiTWej, 5683196]
[paragraph, [693.0, 1241.0, 565.0, 36.0], S5WoUiTWej, 5683196]
[paragraph, [693.0, 1277.0, 565.0, 36.0], S5WoUiTWej, 5683196]
[paragraph, [115.0, 1330.0, 559.0, 36.0], AykCCggHn1, 5683196]
[paragraph, [115.0, 1366.0, 559.0, 36.0], AykCCggHn1, 5683196]
[paragraph, [115.0, 1402.0, 559.0, 36.0], AykCCggHn1, 5683196]
[paragraph, [115.0, 1438.0, 559.0, 36.0], AykCCggHn1, 5683196]
[paragraph, [697.0, 1332.0, 561.0, 36.0], OJ3FpxcV89, 5683196]
[paragraph, [697.0, 1368.0, 561.0, 36.0], OJ3FpxcV89, 5683196]
[paragraph, [697.0, 1404.0, 561.0, 36.0], OJ3FpxcV89, 5683196]
[paragraph, [697.0, 1440.0, 561.0, 36.0], OJ3FpxcV89, 5683196]
[paragraph, [697.0, 1476.0, 561.0, 36.0], OJ3FpxcV89, 5683196]
[paragraph, [697.0, 1512.0, 561.0, 36.0], OJ3FpxcV89, 5683196]
[paragraph, [697.0, 1548.0, 561.0, 36.0], OJ3FpxcV89, 5683196]
[paragraph, [697.0, 1584.0, 561.0, 36.0], OJ3FpxcV89, 5683196]
[paragraph, [697.0, 1620.0, 561.0, 36.0], OJ3FpxcV89, 5683196]
[paragraph, [697.0, 1656.0, 561.0, 36.0], OJ3FpxcV89, 5683196]
[paragraph, [115.0, 1498.0, 559.0, 36.0], l7CblGPSw8, 5683196]
[paragraph, [115.0, 1534.0, 559.0, 36.0], l7CblGPSw8, 5683196]
[paragraph, [115.0, 1570.0, 559.0, 36.0], l7CblGPSw8, 5683196]
[paragraph, [115.0, 1606.0, 559.0, 36.0], l7CblGPSw8, 5683196]
[paragraph, [115.0, 1642.0, 559.0, 36.0], l7CblGPSw8, 5683196]
[paragraph, [115.0, 1678.0, 559.0, 36.0], l7CblGPSw8, 5683196]
