[2339, 1653]
[folio, [1188.0, 334.0, 225.0, 36.0], iBm3o7RdHm, 5736048]
[paragraph, [827.0, 385.0, 583.0, 36.0], shoonya_8sC6ICSGM5YZ4H, 5736048]
[paragraph, [827.0, 421.0, 583.0, 36.0], shoonya_8sC6ICSGM5YZ4H, 5736048]
[paragraph, [827.0, 457.0, 583.0, 36.0], shoonya_8sC6ICSGM5YZ4H, 5736048]
[paragraph, [827.0, 493.0, 583.0, 36.0], shoonya_8sC6ICSGM5YZ4H, 5736048]
[paragraph, [827.0, 529.0, 583.0, 36.0], shoonya_8sC6ICSGM5YZ4H, 5736048]
[paragraph, [827.0, 565.0, 583.0, 36.0], shoonya_8sC6ICSGM5YZ4H, 5736048]
[paragraph, [827.0, 601.0, 583.0, 36.0], shoonya_8sC6ICSGM5YZ4H, 5736048]
[paragraph, [827.0, 637.0, 583.0, 36.0], shoonya_8sC6ICSGM5YZ4H, 5736048]
[paragraph, [234.0, 386.0, 590.0, 36.0], shoonya_0sK5RYELLZ60UG, 5736048]
[paragraph, [234.0, 422.0, 590.0, 36.0], shoonya_0sK5RYELLZ60UG, 5736048]
[paragraph, [234.0, 458.0, 590.0, 36.0], shoonya_0sK5RYELLZ60UG, 5736048]
[paragraph, [234.0, 494.0, 590.0, 36.0], shoonya_0sK5RYELLZ60UG, 5736048]
[paragraph, [234.0, 530.0, 590.0, 36.0], shoonya_0sK5RYELLZ60UG, 5736048]
[paragraph, [234.0, 566.0, 590.0, 36.0], shoonya_0sK5RYELLZ60UG, 5736048]
[paragraph, [234.0, 602.0, 590.0, 36.0], shoonya_0sK5RYELLZ60UG, 5736048]
[paragraph, [234.0, 638.0, 590.0, 36.0], shoonya_0sK5RYELLZ60UG, 5736048]
[paragraph, [234.0, 674.0, 590.0, 36.0], shoonya_0sK5RYELLZ60UG, 5736048]
[paragraph, [234.0, 710.0, 590.0, 36.0], shoonya_0sK5RYELLZ60UG, 5736048]
[paragraph, [234.0, 746.0, 590.0, 36.0], shoonya_0sK5RYELLZ60UG, 5736048]
[sidebar, [1456.0, 544.0, 142.0, 36.0], WIE3taEXQ2, 5736048]
[sidebar, [1456.0, 580.0, 142.0, 36.0], WIE3taEXQ2, 5736048]
[paragraph, [823.0, 705.0, 583.0, 36.0], _L4lIOe23K, 5736048]
[paragraph, [823.0, 741.0, 583.0, 36.0], _L4lIOe23K, 5736048]
[paragraph, [823.0, 777.0, 583.0, 36.0], _L4lIOe23K, 5736048]
[paragraph, [823.0, 813.0, 583.0, 36.0], _L4lIOe23K, 5736048]
[paragraph, [823.0, 849.0, 583.0, 36.0], _L4lIOe23K, 5736048]
[paragraph, [823.0, 885.0, 583.0, 36.0], _L4lIOe23K, 5736048]
[paragraph, [823.0, 921.0, 583.0, 36.0], _L4lIOe23K, 5736048]
[paragraph, [823.0, 957.0, 583.0, 36.0], _L4lIOe23K, 5736048]
[paragraph, [823.0, 993.0, 583.0, 36.0], _L4lIOe23K, 5736048]
[paragraph, [235.0, 789.0, 584.0, 36.0], shoonya_4sQ9RHJCF7SKNS, 5736048]
[paragraph, [235.0, 825.0, 584.0, 36.0], shoonya_4sQ9RHJCF7SKNS, 5736048]
[paragraph, [235.0, 861.0, 584.0, 36.0], shoonya_4sQ9RHJCF7SKNS, 5736048]
[paragraph, [235.0, 897.0, 584.0, 36.0], shoonya_4sQ9RHJCF7SKNS, 5736048]
[paragraph, [235.0, 933.0, 584.0, 36.0], shoonya_4sQ9RHJCF7SKNS, 5736048]
[paragraph, [235.0, 969.0, 584.0, 36.0], shoonya_4sQ9RHJCF7SKNS, 5736048]
[paragraph, [235.0, 1005.0, 584.0, 36.0], shoonya_4sQ9RHJCF7SKNS, 5736048]
[paragraph, [235.0, 1041.0, 584.0, 36.0], shoonya_4sQ9RHJCF7SKNS, 5736048]
[paragraph, [235.0, 1077.0, 584.0, 36.0], shoonya_4sQ9RHJCF7SKNS, 5736048]
[paragraph, [235.0, 1113.0, 584.0, 36.0], shoonya_4sQ9RHJCF7SKNS, 5736048]
[paragraph, [235.0, 1149.0, 584.0, 36.0], shoonya_4sQ9RHJCF7SKNS, 5736048]
[paragraph, [235.0, 1185.0, 584.0, 36.0], shoonya_4sQ9RHJCF7SKNS, 5736048]
[author, [1204.0, 1054.0, 210.0, 36.0], shoonya_11sXOBU8YAEH9G, 5736048]
[reference, [866.0, 1103.0, 309.0, 36.0], shoonya_13sMOEICGUP09O, 5736048]
[section-title, [837.0, 1188.0, 302.0, 52.5], shoonya_12sBXWJJIBW5MH, 5736048]
[section-title, [837.0, 1240.5, 302.0, 52.5], shoonya_12sBXWJJIBW5MH, 5736048]
[paragraph, [237.0, 1238.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1274.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1310.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1346.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1382.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1418.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1454.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1490.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1526.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1562.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1598.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1634.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1670.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1706.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1742.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1778.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1814.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1850.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [237.0, 1886.0, 579.0, 36.0], shoonya_7s3MJA78MZ20XS, 5736048]
[paragraph, [1081.0, 1322.0, 335.0, 36.0], EJHy0bR9Cw, 5736048]
[paragraph, [1081.0, 1358.0, 335.0, 36.0], EJHy0bR9Cw, 5736048]
[paragraph, [1081.0, 1394.0, 335.0, 36.0], EJHy0bR9Cw, 5736048]
[paragraph, [1081.0, 1430.0, 335.0, 36.0], EJHy0bR9Cw, 5736048]
[paragraph, [1081.0, 1466.0, 335.0, 36.0], EJHy0bR9Cw, 5736048]
[paragraph, [1081.0, 1502.0, 335.0, 36.0], EJHy0bR9Cw, 5736048]
[paragraph, [1081.0, 1538.0, 335.0, 36.0], EJHy0bR9Cw, 5736048]
[paragraph, [1081.0, 1574.0, 335.0, 36.0], EJHy0bR9Cw, 5736048]
[paragraph, [1081.0, 1610.0, 335.0, 36.0], EJHy0bR9Cw, 5736048]
[paragraph, [1081.0, 1646.0, 335.0, 36.0], EJHy0bR9Cw, 5736048]
[paragraph, [835.0, 1682.0, 579.0, 36.0], KzVrfCajpg, 5736048]
[paragraph, [835.0, 1718.0, 579.0, 36.0], KzVrfCajpg, 5736048]
[paragraph, [835.0, 1754.0, 579.0, 36.0], KzVrfCajpg, 5736048]
[paragraph, [835.0, 1790.0, 579.0, 36.0], KzVrfCajpg, 5736048]
[paragraph, [835.0, 1856.0, 585.0, 36.0], xyqt_lRNkZ, 5736048]
[paragraph, [835.0, 1892.0, 585.0, 36.0], xyqt_lRNkZ, 5736048]
[folio, [233.0, 1963.0, 236.0, 36.0], IwwtX2bXRZ, 5736048]
