[1162, 749]
[folio, [304.0, 73.0, 130.0, 18.0], shoonya_4sQNPRMQ2STYZU, 5699686]
[paragraph, [77.0, 121.0, 596.0, 18.0], shoonya_1sNYYTQSU1MIMJ, 5699686]
[paragraph, [77.0, 139.0, 596.0, 18.0], shoonya_1sNYYTQSU1MIMJ, 5699686]
[paragraph, [77.0, 157.0, 596.0, 18.0], shoonya_1sNYYTQSU1MIMJ, 5699686]
[paragraph, [77.0, 175.0, 596.0, 18.0], shoonya_1sNYYTQSU1MIMJ, 5699686]
[paragraph, [77.0, 193.0, 596.0, 18.0], shoonya_1sNYYTQSU1MIMJ, 5699686]
[paragraph, [77.0, 211.0, 596.0, 18.0], shoonya_1sNYYTQSU1MIMJ, 5699686]
[paragraph, [77.0, 229.0, 596.0, 18.0], shoonya_1sNYYTQSU1MIMJ, 5699686]
[paragraph, [77.0, 247.0, 596.0, 18.0], shoonya_1sNYYTQSU1MIMJ, 5699686]
[paragraph, [77.0, 265.0, 596.0, 18.0], shoonya_1sNYYTQSU1MIMJ, 5699686]
[paragraph, [77.0, 283.0, 596.0, 18.0], shoonya_1sNYYTQSU1MIMJ, 5699686]
[paragraph, [77.0, 301.0, 596.0, 18.0], shoonya_1sNYYTQSU1MIMJ, 5699686]
[paragraph, [77.0, 319.0, 596.0, 18.0], shoonya_1sNYYTQSU1MIMJ, 5699686]
[paragraph, [77.0, 337.0, 596.0, 18.0], shoonya_1sNYYTQSU1MIMJ, 5699686]
[paragraph, [78.0, 365.0, 595.0, 18.0], shoonya_2sMDM44D5TBJ3W, 5699686]
[paragraph, [78.0, 383.0, 595.0, 18.0], shoonya_2sMDM44D5TBJ3W, 5699686]
[paragraph, [78.0, 401.0, 595.0, 18.0], shoonya_2sMDM44D5TBJ3W, 5699686]
[paragraph, [78.0, 419.0, 595.0, 18.0], shoonya_2sMDM44D5TBJ3W, 5699686]
[paragraph, [78.0, 437.0, 595.0, 18.0], shoonya_2sMDM44D5TBJ3W, 5699686]
[paragraph, [78.0, 455.0, 595.0, 18.0], shoonya_2sMDM44D5TBJ3W, 5699686]
[paragraph, [78.0, 473.0, 595.0, 18.0], shoonya_2sMDM44D5TBJ3W, 5699686]
[paragraph, [78.0, 491.0, 595.0, 18.0], shoonya_2sMDM44D5TBJ3W, 5699686]
[paragraph, [78.0, 509.0, 595.0, 18.0], shoonya_2sMDM44D5TBJ3W, 5699686]
[paragraph, [78.0, 527.0, 595.0, 18.0], shoonya_2sMDM44D5TBJ3W, 5699686]
[paragraph, [78.0, 545.0, 595.0, 18.0], shoonya_2sMDM44D5TBJ3W, 5699686]
[paragraph, [78.0, 563.0, 595.0, 18.0], shoonya_2sMDM44D5TBJ3W, 5699686]
[paragraph, [78.0, 581.0, 595.0, 18.0], shoonya_2sMDM44D5TBJ3W, 5699686]
[paragraph, [78.0, 599.0, 595.0, 18.0], shoonya_2sMDM44D5TBJ3W, 5699686]
[paragraph, [78.0, 617.0, 595.0, 18.0], shoonya_2sMDM44D5TBJ3W, 5699686]
[paragraph, [78.0, 635.0, 595.0, 18.0], shoonya_2sMDM44D5TBJ3W, 5699686]
[paragraph, [78.0, 653.0, 595.0, 18.0], shoonya_2sMDM44D5TBJ3W, 5699686]
[paragraph, [78.0, 679.0, 595.0, 18.0], shoonya_0sXXHJKYA6CYKU, 5699686]
[paragraph, [78.0, 697.0, 595.0, 18.0], shoonya_0sXXHJKYA6CYKU, 5699686]
[paragraph, [78.0, 715.0, 595.0, 18.0], shoonya_0sXXHJKYA6CYKU, 5699686]
[paragraph, [78.0, 733.0, 595.0, 18.0], shoonya_0sXXHJKYA6CYKU, 5699686]
[paragraph, [78.0, 751.0, 595.0, 18.0], shoonya_0sXXHJKYA6CYKU, 5699686]
[paragraph, [78.0, 769.0, 595.0, 18.0], shoonya_0sXXHJKYA6CYKU, 5699686]
[paragraph, [78.0, 787.0, 595.0, 18.0], shoonya_0sXXHJKYA6CYKU, 5699686]
[paragraph, [78.0, 805.0, 595.0, 18.0], shoonya_0sXXHJKYA6CYKU, 5699686]
[paragraph, [78.0, 823.0, 595.0, 18.0], shoonya_0sXXHJKYA6CYKU, 5699686]
[paragraph, [78.0, 841.0, 595.0, 18.0], shoonya_0sXXHJKYA6CYKU, 5699686]
[paragraph, [78.0, 859.0, 595.0, 18.0], shoonya_0sXXHJKYA6CYKU, 5699686]
[paragraph, [78.0, 877.0, 595.0, 18.0], shoonya_0sXXHJKYA6CYKU, 5699686]
[paragraph, [78.0, 918.0, 599.0, 18.0], shoonya_3sF7XHCKKM27CG, 5699686]
[paragraph, [78.0, 936.0, 599.0, 18.0], shoonya_3sF7XHCKKM27CG, 5699686]
[paragraph, [78.0, 954.0, 599.0, 18.0], shoonya_3sF7XHCKKM27CG, 5699686]
[paragraph, [78.0, 972.0, 599.0, 18.0], shoonya_3sF7XHCKKM27CG, 5699686]
[paragraph, [78.0, 990.0, 599.0, 18.0], shoonya_3sF7XHCKKM27CG, 5699686]
[paragraph, [78.0, 1008.0, 599.0, 18.0], shoonya_3sF7XHCKKM27CG, 5699686]
[paragraph, [78.0, 1026.0, 599.0, 18.0], shoonya_3sF7XHCKKM27CG, 5699686]
[paragraph, [78.0, 1044.0, 599.0, 18.0], shoonya_3sF7XHCKKM27CG, 5699686]
[paragraph, [78.0, 1062.0, 599.0, 18.0], shoonya_3sF7XHCKKM27CG, 5699686]
