[1275, 750]
[folio, [234.0, 87.0, 279.0, 18.0], shoonya_1s2HGVUWFPP5NK, 5767495]
[folio, [234.0, 105.0, 279.0, 18.0], shoonya_1s2HGVUWFPP5NK, 5767495]
[paragraph, [74.0, 152.0, 598.0, 18.0], shoonya_3sQZL5F7L0G1K7, 5767495]
[paragraph, [74.0, 170.0, 598.0, 18.0], shoonya_3sQZL5F7L0G1K7, 5767495]
[paragraph, [74.0, 188.0, 598.0, 18.0], shoonya_3sQZL5F7L0G1K7, 5767495]
[paragraph, [74.0, 206.0, 598.0, 18.0], shoonya_3sQZL5F7L0G1K7, 5767495]
[paragraph, [74.0, 224.0, 598.0, 18.0], shoonya_3sQZL5F7L0G1K7, 5767495]
[paragraph, [74.0, 242.0, 598.0, 18.0], shoonya_3sQZL5F7L0G1K7, 5767495]
[paragraph, [66.0, 268.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 286.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 304.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 322.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 340.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 358.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 376.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 394.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 412.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 430.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 448.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 466.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 484.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 502.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 520.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 538.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 556.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 574.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 592.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 610.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 628.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 646.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 664.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 682.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 700.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 718.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 736.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 754.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 772.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 790.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 808.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 826.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 844.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 862.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 880.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 898.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 916.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 934.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [66.0, 952.0, 619.0, 18.0], shoonya_4sTW9CMSAU1724, 5767495]
[paragraph, [78.0, 999.0, 596.0, 18.0], shoonya_2sGA7SAHQBZOSY, 5767495]
[paragraph, [78.0, 1017.0, 596.0, 18.0], shoonya_2sGA7SAHQBZOSY, 5767495]
[paragraph, [78.0, 1035.0, 596.0, 18.0], shoonya_2sGA7SAHQBZOSY, 5767495]
[paragraph, [78.0, 1053.0, 596.0, 18.0], shoonya_2sGA7SAHQBZOSY, 5767495]
[paragraph, [78.0, 1071.0, 596.0, 18.0], shoonya_2sGA7SAHQBZOSY, 5767495]
[paragraph, [78.0, 1089.0, 596.0, 18.0], shoonya_2sGA7SAHQBZOSY, 5767495]
[paragraph, [78.0, 1107.0, 596.0, 18.0], shoonya_2sGA7SAHQBZOSY, 5767495]
[paragraph, [78.0, 1125.0, 596.0, 18.0], shoonya_2sGA7SAHQBZOSY, 5767495]
[paragraph, [78.0, 1143.0, 596.0, 18.0], shoonya_2sGA7SAHQBZOSY, 5767495]
[paragraph, [78.0, 1161.0, 596.0, 18.0], shoonya_2sGA7SAHQBZOSY, 5767495]
