[1754, 1241]
[section-title, [355.0, 72.0, 585.0, 49.5], shoonya_0s158HFH4E94K7, 5780718]
[section-title, [355.0, 121.5, 585.0, 49.5], shoonya_0s158HFH4E94K7, 5780718]
[section-title, [355.0, 171.0, 585.0, 49.5], shoonya_0s158HFH4E94K7, 5780718]
[sidebar, [961.0, 218.0, 131.0, 36.0], e2zi6LzI_T, 5780718]
[ordered-list, [198.0, 222.0, 948.0, 36.0], GMqZEsu9sj, 5780718]
[ordered-list, [198.0, 258.0, 948.0, 36.0], GMqZEsu9sj, 5780718]
[ordered-list, [198.0, 294.0, 948.0, 36.0], GMqZEsu9sj, 5780718]
[ordered-list, [198.0, 330.0, 948.0, 36.0], GMqZEsu9sj, 5780718]
[ordered-list, [198.0, 366.0, 948.0, 36.0], GMqZEsu9sj, 5780718]
[ordered-list, [198.0, 402.0, 948.0, 36.0], GMqZEsu9sj, 5780718]
[ordered-list, [198.0, 438.0, 948.0, 36.0], GMqZEsu9sj, 5780718]
[ordered-list, [198.0, 474.0, 948.0, 36.0], GMqZEsu9sj, 5780718]
[ordered-list, [198.0, 510.0, 948.0, 36.0], GMqZEsu9sj, 5780718]
[ordered-list, [198.0, 546.0, 948.0, 36.0], GMqZEsu9sj, 5780718]
[ordered-list, [198.0, 582.0, 948.0, 36.0], GMqZEsu9sj, 5780718]
[ordered-list, [198.0, 618.0, 948.0, 36.0], GMqZEsu9sj, 5780718]
[ordered-list, [198.0, 654.0, 948.0, 36.0], GMqZEsu9sj, 5780718]
[ordered-list, [198.0, 690.0, 948.0, 36.0], GMqZEsu9sj, 5780718]
[ordered-list, [198.0, 726.0, 948.0, 36.0], GMqZEsu9sj, 5780718]
[ordered-list, [198.0, 762.0, 948.0, 36.0], GMqZEsu9sj, 5780718]
[ordered-list, [198.0, 798.0, 948.0, 36.0], GMqZEsu9sj, 5780718]
[sub-ordered-list, [241.0, 255.0, 707.0, 36.0], dCzI1zsIq6, 5780718]
[sub-ordered-list, [241.0, 291.0, 707.0, 36.0], dCzI1zsIq6, 5780718]
[sub-ordered-list, [241.0, 327.0, 707.0, 36.0], dCzI1zsIq6, 5780718]
[sidebar, [961.0, 387.0, 134.0, 36.0], KRMP6Vv5Lg, 5780718]
[sub-ordered-list, [242.0, 422.0, 480.0, 36.0], d2b39vgiQB, 5780718]
[sub-ordered-list, [242.0, 458.0, 480.0, 36.0], d2b39vgiQB, 5780718]
[sub-ordered-list, [242.0, 494.0, 480.0, 36.0], d2b39vgiQB, 5780718]
[sidebar, [971.0, 550.0, 133.0, 36.0], OnSWmsflbZ, 5780718]
[sub-ordered-list, [242.0, 587.0, 378.0, 36.0], 4t-TGOMXGh, 5780718]
[sub-ordered-list, [242.0, 623.0, 378.0, 36.0], 4t-TGOMXGh, 5780718]
[sub-ordered-list, [242.0, 659.0, 378.0, 36.0], 4t-TGOMXGh, 5780718]
[sidebar, [964.0, 721.0, 143.0, 36.0], aZGECQhFAC, 5780718]
[sub-ordered-list, [242.0, 749.0, 345.0, 36.0], GzvMiFL-5n, 5780718]
[sub-ordered-list, [242.0, 785.0, 345.0, 36.0], GzvMiFL-5n, 5780718]
[reference, [156.0, 914.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 950.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 986.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 1022.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 1058.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 1094.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 1130.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 1166.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 1202.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 1238.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 1274.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 1310.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 1346.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 1382.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 1418.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 1454.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 1490.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 1526.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 1562.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
[reference, [156.0, 1598.0, 1008.0, 36.0], 9tR-XuI6RW, 5780718]
