[1565, 1152]
[paragraph, [427.0, 116.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 152.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 188.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 224.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 260.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 296.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 332.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 368.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 404.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 440.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 476.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 512.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 548.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 584.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 620.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 656.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 692.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 728.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 764.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 800.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 836.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 872.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 908.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 944.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 980.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 1016.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 1052.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 1088.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 1124.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 1160.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 1196.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 1232.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 1268.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 1304.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 1340.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [427.0, 1376.0, 296.0, 36.0], WPryRI0y5d, 5712542]
[paragraph, [111.0, 124.0, 301.0, 36.0], shoonya_1sY8WZYSJGJOVG, 5712542]
[paragraph, [111.0, 160.0, 301.0, 36.0], shoonya_1sY8WZYSJGJOVG, 5712542]
[paragraph, [111.0, 196.0, 301.0, 36.0], shoonya_1sY8WZYSJGJOVG, 5712542]
[paragraph, [111.0, 232.0, 301.0, 36.0], shoonya_1sY8WZYSJGJOVG, 5712542]
[paragraph, [111.0, 268.0, 301.0, 36.0], shoonya_1sY8WZYSJGJOVG, 5712542]
[paragraph, [111.0, 304.0, 301.0, 36.0], shoonya_1sY8WZYSJGJOVG, 5712542]
[paragraph, [111.0, 340.0, 301.0, 36.0], shoonya_1sY8WZYSJGJOVG, 5712542]
[paragraph, [111.0, 376.0, 301.0, 36.0], shoonya_1sY8WZYSJGJOVG, 5712542]
[paragraph, [111.0, 412.0, 301.0, 36.0], shoonya_1sY8WZYSJGJOVG, 5712542]
[paragraph, [111.0, 448.0, 301.0, 36.0], shoonya_1sY8WZYSJGJOVG, 5712542]
[paragraph, [111.0, 484.0, 301.0, 36.0], shoonya_1sY8WZYSJGJOVG, 5712542]
[paragraph, [111.0, 520.0, 301.0, 36.0], shoonya_1sY8WZYSJGJOVG, 5712542]
[paragraph, [111.0, 556.0, 301.0, 36.0], shoonya_1sY8WZYSJGJOVG, 5712542]
[paragraph, [111.0, 592.0, 301.0, 36.0], shoonya_1sY8WZYSJGJOVG, 5712542]
[paragraph, [111.0, 628.0, 301.0, 36.0], shoonya_1sY8WZYSJGJOVG, 5712542]
[paragraph, [111.0, 664.0, 301.0, 36.0], shoonya_1sY8WZYSJGJOVG, 5712542]
[paragraph, [730.0, 126.0, 268.0, 36.0], shoonya_2sUCIXYMD89VT0, 5712542]
[paragraph, [730.0, 162.0, 268.0, 36.0], shoonya_2sUCIXYMD89VT0, 5712542]
[paragraph, [730.0, 198.0, 268.0, 36.0], shoonya_2sUCIXYMD89VT0, 5712542]
[paragraph, [736.0, 235.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 271.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 307.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 343.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 379.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 415.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 451.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 487.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 523.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 559.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 595.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 631.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 667.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 703.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 739.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 775.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 811.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 847.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 883.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 919.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 955.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 991.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 1027.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [736.0, 1063.0, 314.0, 36.0], shoonya_5sWBV5HBBJJHP5, 5712542]
[paragraph, [105.0, 708.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 744.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 780.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 816.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 852.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 888.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 924.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 960.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 996.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 1032.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 1068.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 1104.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 1140.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 1176.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 1212.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 1248.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 1284.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 1320.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 1356.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [105.0, 1392.0, 310.0, 36.0], shoonya_0sQGODJ7R2BDLO, 5712542]
[paragraph, [733.0, 1106.0, 302.0, 36.0], shoonya_4sH57JCS62JBIC, 5712542]
[paragraph, [733.0, 1142.0, 302.0, 36.0], shoonya_4sH57JCS62JBIC, 5712542]
[paragraph, [733.0, 1178.0, 302.0, 36.0], shoonya_4sH57JCS62JBIC, 5712542]
[paragraph, [733.0, 1214.0, 302.0, 36.0], shoonya_4sH57JCS62JBIC, 5712542]
[paragraph, [733.0, 1250.0, 302.0, 36.0], shoonya_4sH57JCS62JBIC, 5712542]
[paragraph, [733.0, 1286.0, 302.0, 36.0], shoonya_4sH57JCS62JBIC, 5712542]
[paragraph, [733.0, 1322.0, 302.0, 36.0], shoonya_4sH57JCS62JBIC, 5712542]
[paragraph, [733.0, 1358.0, 302.0, 36.0], shoonya_4sH57JCS62JBIC, 5712542]
[paragraph, [733.0, 1394.0, 302.0, 36.0], shoonya_4sH57JCS62JBIC, 5712542]
[folio, [894.0, 1451.0, 152.0, 36.0], y7-a13wRLC, 5712542]
