[842, 473]
[ordered-list, [52.0, 60.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 78.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 96.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 114.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 132.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 150.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 168.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 186.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 204.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 222.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 240.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 258.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 276.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 294.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 312.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 330.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 348.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 366.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 384.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 402.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 420.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 438.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 456.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 474.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 492.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 510.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 528.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 546.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 564.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 582.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 600.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[ordered-list, [52.0, 618.0, 384.0, 18.0], shoonya_1sFROD18K6EH8D, 5756477]
[sub-ordered-list, [71.0, 126.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 144.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 162.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 180.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 198.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 216.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 234.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 252.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 270.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 288.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 306.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 324.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 342.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 360.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 378.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 396.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 414.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 432.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 450.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 468.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 486.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 504.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 522.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 540.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 558.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 576.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 594.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[sub-ordered-list, [71.0, 612.0, 367.0, 18.0], shoonya_0s885TPGLKF8CP, 5756477]
[ordered-list, [85.0, 674.0, 332.0, 18.0], shoonya_4s2SFCQI67O1NG, 5756477]
[ordered-list, [85.0, 692.0, 332.0, 18.0], shoonya_4s2SFCQI67O1NG, 5756477]
[ordered-list, [85.0, 710.0, 332.0, 18.0], shoonya_4s2SFCQI67O1NG, 5756477]
[ordered-list, [85.0, 728.0, 332.0, 18.0], shoonya_4s2SFCQI67O1NG, 5756477]
[ordered-list, [85.0, 746.0, 332.0, 18.0], shoonya_4s2SFCQI67O1NG, 5756477]
[ordered-list, [85.0, 764.0, 332.0, 18.0], shoonya_4s2SFCQI67O1NG, 5756477]
