[872, 605]
[folio, [38.0, 25.0, 90.0, 18.0], nG5c_0eAjX, 6457222]
[folio, [38.0, 43.0, 90.0, 18.0], nG5c_0eAjX, 6457222]
[section-title, [268.0, 29.0, 72.0, 30.0], MO2SPmNc67, 6457222]
[paragraph, [36.0, 67.0, 265.0, 18.0], shoonya_0s2H1G82VCVLGC, 6457222]
[paragraph, [36.0, 85.0, 265.0, 18.0], shoonya_0s2H1G82VCVLGC, 6457222]
[paragraph, [36.0, 103.0, 265.0, 18.0], shoonya_0s2H1G82VCVLGC, 6457222]
[paragraph, [36.0, 121.0, 265.0, 18.0], shoonya_0s2H1G82VCVLGC, 6457222]
[paragraph, [36.0, 139.0, 265.0, 18.0], shoonya_0s2H1G82VCVLGC, 6457222]
[paragraph, [301.0, 69.0, 259.0, 18.0], PqCmTMa9VC, 6457222]
[paragraph, [301.0, 87.0, 259.0, 18.0], PqCmTMa9VC, 6457222]
[paragraph, [301.0, 105.0, 259.0, 18.0], PqCmTMa9VC, 6457222]
[paragraph, [301.0, 123.0, 259.0, 18.0], PqCmTMa9VC, 6457222]
[paragraph, [301.0, 141.0, 259.0, 18.0], PqCmTMa9VC, 6457222]
[paragraph, [301.0, 159.0, 259.0, 18.0], PqCmTMa9VC, 6457222]
[paragraph, [301.0, 177.0, 259.0, 18.0], PqCmTMa9VC, 6457222]
[paragraph, [35.0, 167.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 185.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 203.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 221.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 239.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 257.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 275.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 293.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 311.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 329.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 347.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 365.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 383.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 401.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 419.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 437.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 455.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 473.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 491.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 509.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 527.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [35.0, 545.0, 266.0, 18.0], 4fWND8FfdB, 6457222]
[paragraph, [304.0, 194.0, 259.0, 18.0], TWlRKxjDtB, 6457222]
[paragraph, [304.0, 212.0, 259.0, 18.0], TWlRKxjDtB, 6457222]
[paragraph, [301.0, 235.0, 260.0, 18.0], aEN9-NYz4W, 6457222]
[paragraph, [301.0, 253.0, 260.0, 18.0], aEN9-NYz4W, 6457222]
[paragraph, [301.0, 271.0, 260.0, 18.0], aEN9-NYz4W, 6457222]
[paragraph, [301.0, 289.0, 260.0, 18.0], aEN9-NYz4W, 6457222]
[paragraph, [301.0, 307.0, 260.0, 18.0], aEN9-NYz4W, 6457222]
[paragraph, [304.0, 324.0, 239.0, 18.0], LU3ThsOfL4, 6457222]
[paragraph, [304.0, 342.0, 239.0, 18.0], LU3ThsOfL4, 6457222]
[paragraph, [303.0, 361.0, 259.0, 18.0], irNKCe_42P, 6457222]
[paragraph, [303.0, 379.0, 259.0, 18.0], irNKCe_42P, 6457222]
[paragraph, [304.0, 394.0, 221.0, 18.0], 7jxqrkJBPv, 6457222]
[paragraph, [304.0, 412.0, 221.0, 18.0], 7jxqrkJBPv, 6457222]
[paragraph, [302.0, 431.0, 260.0, 18.0], wvH-_NxHbE, 6457222]
[paragraph, [302.0, 449.0, 260.0, 18.0], wvH-_NxHbE, 6457222]
[paragraph, [302.0, 467.0, 260.0, 18.0], wvH-_NxHbE, 6457222]
[paragraph, [302.0, 485.0, 260.0, 18.0], wvH-_NxHbE, 6457222]
[paragraph, [304.0, 506.0, 259.0, 18.0], D6fV9WYfsz, 6457222]
[paragraph, [304.0, 524.0, 259.0, 18.0], D6fV9WYfsz, 6457222]
[paragraph, [304.0, 542.0, 259.0, 18.0], D6fV9WYfsz, 6457222]
[paragraph, [304.0, 560.0, 259.0, 18.0], D6fV9WYfsz, 6457222]
[paragraph, [304.0, 578.0, 259.0, 18.0], D6fV9WYfsz, 6457222]
[paragraph, [304.0, 596.0, 259.0, 18.0], D6fV9WYfsz, 6457222]
[paragraph, [304.0, 614.0, 259.0, 18.0], D6fV9WYfsz, 6457222]
[paragraph, [34.0, 576.0, 270.0, 18.0], 8Nj_o1_ZFs, 6457222]
[paragraph, [34.0, 594.0, 270.0, 18.0], 8Nj_o1_ZFs, 6457222]
[paragraph, [48.0, 624.0, 254.0, 18.0], 6umuBWeAz2, 6457222]
[paragraph, [391.0, 627.0, 158.0, 18.0], 4ld1PTbYkz, 6457222]
[paragraph, [302.0, 648.0, 262.0, 18.0], QujccfDR9Q, 6457222]
[paragraph, [302.0, 666.0, 262.0, 18.0], QujccfDR9Q, 6457222]
[reference, [37.0, 656.0, 263.0, 18.0], eA4Iu5fuoX, 6457222]
[reference, [37.0, 674.0, 263.0, 18.0], eA4Iu5fuoX, 6457222]
[reference, [37.0, 692.0, 263.0, 18.0], eA4Iu5fuoX, 6457222]
[reference, [37.0, 710.0, 263.0, 18.0], eA4Iu5fuoX, 6457222]
[reference, [37.0, 728.0, 263.0, 18.0], eA4Iu5fuoX, 6457222]
[reference, [37.0, 746.0, 263.0, 18.0], eA4Iu5fuoX, 6457222]
[reference, [37.0, 764.0, 263.0, 18.0], eA4Iu5fuoX, 6457222]
[reference, [37.0, 782.0, 263.0, 18.0], eA4Iu5fuoX, 6457222]
[reference, [37.0, 800.0, 263.0, 18.0], eA4Iu5fuoX, 6457222]
[reference, [37.0, 818.0, 263.0, 18.0], eA4Iu5fuoX, 6457222]
[paragraph, [316.0, 686.0, 249.0, 18.0], rLraHh2kC6, 6457222]
[reference, [300.0, 707.0, 266.0, 18.0], YbVBV5zeNJ, 6457222]
[reference, [300.0, 725.0, 266.0, 18.0], YbVBV5zeNJ, 6457222]
[reference, [300.0, 743.0, 266.0, 18.0], YbVBV5zeNJ, 6457222]
[reference, [300.0, 761.0, 266.0, 18.0], YbVBV5zeNJ, 6457222]
[reference, [300.0, 779.0, 266.0, 18.0], YbVBV5zeNJ, 6457222]
[reference, [300.0, 797.0, 266.0, 18.0], YbVBV5zeNJ, 6457222]
[reference, [300.0, 815.0, 266.0, 18.0], YbVBV5zeNJ, 6457222]
