[842, 595]
[chapter-title, [215.0, 87.0, 201.0, 30.0], ucTy3sLBD1, 6459625]
[paragraph, [113.0, 118.0, 394.0, 18.0], 6vs5viGIax, 6459625]
[paragraph, [113.0, 136.0, 394.0, 18.0], 6vs5viGIax, 6459625]
[paragraph, [113.0, 154.0, 394.0, 18.0], 6vs5viGIax, 6459625]
[paragraph, [116.0, 172.0, 285.0, 18.0], NN_wzUCMCm, 6459625]
[paragraph, [116.0, 190.0, 285.0, 18.0], NN_wzUCMCm, 6459625]
[paragraph, [116.0, 208.0, 285.0, 18.0], NN_wzUCMCm, 6459625]
[paragraph, [116.0, 226.0, 285.0, 18.0], NN_wzUCMCm, 6459625]
[paragraph, [116.0, 244.0, 285.0, 18.0], NN_wzUCMCm, 6459625]
[paragraph, [116.0, 262.0, 285.0, 18.0], NN_wzUCMCm, 6459625]
[paragraph, [109.0, 272.0, 276.0, 18.0], GT55ScjhrO, 6459625]
[paragraph, [109.0, 290.0, 276.0, 18.0], GT55ScjhrO, 6459625]
[paragraph, [109.0, 308.0, 276.0, 18.0], GT55ScjhrO, 6459625]
[paragraph, [109.0, 326.0, 276.0, 18.0], GT55ScjhrO, 6459625]
[paragraph, [109.0, 344.0, 276.0, 18.0], GT55ScjhrO, 6459625]
[paragraph, [105.0, 377.0, 309.0, 18.0], 7G4o3Jp-9d, 6459625]
[paragraph, [105.0, 395.0, 309.0, 18.0], 7G4o3Jp-9d, 6459625]
[paragraph, [105.0, 413.0, 309.0, 18.0], 7G4o3Jp-9d, 6459625]
[paragraph, [105.0, 431.0, 309.0, 18.0], 7G4o3Jp-9d, 6459625]
[paragraph, [105.0, 449.0, 309.0, 18.0], 7G4o3Jp-9d, 6459625]
[paragraph, [99.0, 476.0, 232.0, 18.0], pflS7eXJNY, 6459625]
[paragraph, [99.0, 494.0, 232.0, 18.0], pflS7eXJNY, 6459625]
[paragraph, [99.0, 512.0, 232.0, 18.0], pflS7eXJNY, 6459625]
[paragraph, [99.0, 530.0, 232.0, 18.0], pflS7eXJNY, 6459625]
[paragraph, [99.0, 548.0, 232.0, 18.0], pflS7eXJNY, 6459625]
[paragraph, [93.0, 580.0, 408.0, 18.0], X0etbOmc0Q, 6459625]
[paragraph, [93.0, 598.0, 408.0, 18.0], X0etbOmc0Q, 6459625]
[paragraph, [93.0, 616.0, 408.0, 18.0], X0etbOmc0Q, 6459625]
[paragraph, [84.0, 633.0, 270.0, 18.0], CnUzlW_7II, 6459625]
[paragraph, [84.0, 651.0, 270.0, 18.0], CnUzlW_7II, 6459625]
[paragraph, [84.0, 669.0, 270.0, 18.0], CnUzlW_7II, 6459625]
[folio, [480.0, 804.0, 97.0, 18.0], JI6tQLe0aD, 6459625]
