[1388, 886]
[folio, [648.0, 63.0, 197.0, 18.0], 3EiMoj3Gd2, 5742794]
[folio, [648.0, 81.0, 197.0, 18.0], 3EiMoj3Gd2, 5742794]
[folio, [369.0, 75.0, 124.0, 18.0], shoonya_0sE1FSF0KCJNFB, 5742794]
[paragraph, [449.0, 124.0, 399.0, 18.0], shoonya_1sQ3RPGIDO822Q, 5742794]
[paragraph, [449.0, 142.0, 399.0, 18.0], shoonya_1sQ3RPGIDO822Q, 5742794]
[paragraph, [449.0, 160.0, 399.0, 18.0], shoonya_1sQ3RPGIDO822Q, 5742794]
[paragraph, [449.0, 178.0, 399.0, 18.0], shoonya_1sQ3RPGIDO822Q, 5742794]
[paragraph, [449.0, 196.0, 399.0, 18.0], shoonya_1sQ3RPGIDO822Q, 5742794]
[paragraph, [449.0, 214.0, 399.0, 18.0], shoonya_1sQ3RPGIDO822Q, 5742794]
[paragraph, [449.0, 232.0, 399.0, 18.0], shoonya_1sQ3RPGIDO822Q, 5742794]
[paragraph, [449.0, 250.0, 399.0, 18.0], shoonya_1sQ3RPGIDO822Q, 5742794]
[paragraph, [449.0, 268.0, 399.0, 18.0], shoonya_1sQ3RPGIDO822Q, 5742794]
[paragraph, [449.0, 286.0, 399.0, 18.0], shoonya_1sQ3RPGIDO822Q, 5742794]
[paragraph, [38.0, 132.0, 390.0, 18.0], _sYWxO8EDu, 5742794]
[paragraph, [38.0, 150.0, 390.0, 18.0], _sYWxO8EDu, 5742794]
[paragraph, [38.0, 168.0, 390.0, 18.0], _sYWxO8EDu, 5742794]
[paragraph, [38.0, 186.0, 390.0, 18.0], _sYWxO8EDu, 5742794]
[paragraph, [38.0, 204.0, 390.0, 18.0], _sYWxO8EDu, 5742794]
[paragraph, [38.0, 222.0, 390.0, 18.0], _sYWxO8EDu, 5742794]
[paragraph, [38.0, 240.0, 390.0, 18.0], _sYWxO8EDu, 5742794]
[paragraph, [38.0, 258.0, 390.0, 18.0], _sYWxO8EDu, 5742794]
[ordered-list, [36.0, 285.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 303.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 321.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 339.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 357.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 375.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 393.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 411.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 429.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 447.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 465.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 483.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 501.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 519.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 537.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 555.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
[ordered-list, [36.0, 573.0, 398.0, 18.0], PVv1TaRC1F, 5742794]
