[842, 595]
[sub-section-title, [26.0, 71.0, 194.0, 25.5], 0gfqWa8de0, 5705188]
[paragraph, [26.0, 110.0, 527.0, 18.0], 9c_PMJ-Ayj, 5705188]
[paragraph, [26.0, 128.0, 527.0, 18.0], 9c_PMJ-Ayj, 5705188]
[paragraph, [26.0, 146.0, 527.0, 18.0], 9c_PMJ-Ayj, 5705188]
[paragraph, [26.0, 164.0, 527.0, 18.0], 9c_PMJ-Ayj, 5705188]
[paragraph, [26.0, 182.0, 527.0, 18.0], 9c_PMJ-Ayj, 5705188]
[unordered-list, [27.0, 255.0, 522.0, 18.0], shoonya_0s48RG7FRVLYK8, 5705188]
[unordered-list, [27.0, 273.0, 522.0, 18.0], shoonya_0s48RG7FRVLYK8, 5705188]
[unordered-list, [27.0, 291.0, 522.0, 18.0], shoonya_0s48RG7FRVLYK8, 5705188]
[unordered-list, [27.0, 309.0, 522.0, 18.0], shoonya_0s48RG7FRVLYK8, 5705188]
[unordered-list, [27.0, 327.0, 522.0, 18.0], shoonya_0s48RG7FRVLYK8, 5705188]
[unordered-list, [27.0, 345.0, 522.0, 18.0], shoonya_0s48RG7FRVLYK8, 5705188]
[unordered-list, [27.0, 363.0, 522.0, 18.0], shoonya_0s48RG7FRVLYK8, 5705188]
[paragraph, [35.0, 393.0, 516.0, 18.0], gtuif40mfE, 5705188]
[paragraph, [35.0, 411.0, 516.0, 18.0], gtuif40mfE, 5705188]
[paragraph, [35.0, 429.0, 516.0, 18.0], gtuif40mfE, 5705188]
[unordered-list, [36.0, 486.0, 525.0, 18.0], shoonya_2s4MJTSKX4Z16U, 5705188]
[unordered-list, [36.0, 504.0, 525.0, 18.0], shoonya_2s4MJTSKX4Z16U, 5705188]
[unordered-list, [36.0, 522.0, 525.0, 18.0], shoonya_2s4MJTSKX4Z16U, 5705188]
[unordered-list, [36.0, 540.0, 525.0, 18.0], shoonya_2s4MJTSKX4Z16U, 5705188]
[unordered-list, [36.0, 558.0, 525.0, 18.0], shoonya_2s4MJTSKX4Z16U, 5705188]
[unordered-list, [36.0, 576.0, 525.0, 18.0], shoonya_2s4MJTSKX4Z16U, 5705188]
[unordered-list, [36.0, 594.0, 525.0, 18.0], shoonya_2s4MJTSKX4Z16U, 5705188]
[unordered-list, [36.0, 612.0, 525.0, 18.0], shoonya_2s4MJTSKX4Z16U, 5705188]
[unordered-list, [36.0, 630.0, 525.0, 18.0], shoonya_2s4MJTSKX4Z16U, 5705188]
[unordered-list, [36.0, 648.0, 525.0, 18.0], shoonya_2s4MJTSKX4Z16U, 5705188]
[unordered-list, [36.0, 666.0, 525.0, 18.0], shoonya_2s4MJTSKX4Z16U, 5705188]
[unordered-list, [36.0, 684.0, 525.0, 18.0], shoonya_2s4MJTSKX4Z16U, 5705188]
[unordered-list, [36.0, 702.0, 525.0, 18.0], shoonya_2s4MJTSKX4Z16U, 5705188]
[unordered-list, [36.0, 720.0, 525.0, 18.0], shoonya_2s4MJTSKX4Z16U, 5705188]
[unordered-list, [36.0, 738.0, 525.0, 18.0], shoonya_2s4MJTSKX4Z16U, 5705188]
[unordered-list, [36.0, 756.0, 525.0, 18.0], shoonya_2s4MJTSKX4Z16U, 5705188]
