[1250, 921]
[chapter-title, [308.0, 15.0, 178.0, 30.0], shoonya_0sTEIQD7K2YLKX, 5776698]
[paragraph, [79.0, 70.0, 644.0, 18.0], seBORgbRre, 5776698]
[paragraph, [79.0, 88.0, 644.0, 18.0], seBORgbRre, 5776698]
[paragraph, [79.0, 106.0, 644.0, 18.0], seBORgbRre, 5776698]
[paragraph, [79.0, 124.0, 644.0, 18.0], seBORgbRre, 5776698]
[paragraph, [79.0, 142.0, 644.0, 18.0], seBORgbRre, 5776698]
[paragraph, [78.0, 177.0, 646.0, 18.0], 95MYyfP-SN, 5776698]
[paragraph, [78.0, 195.0, 646.0, 18.0], 95MYyfP-SN, 5776698]
[paragraph, [78.0, 213.0, 646.0, 18.0], 95MYyfP-SN, 5776698]
[paragraph, [78.0, 231.0, 646.0, 18.0], 95MYyfP-SN, 5776698]
[paragraph, [78.0, 249.0, 646.0, 18.0], 95MYyfP-SN, 5776698]
[paragraph, [78.0, 267.0, 646.0, 18.0], 95MYyfP-SN, 5776698]
[paragraph, [78.0, 285.0, 646.0, 18.0], 95MYyfP-SN, 5776698]
[paragraph, [78.0, 303.0, 646.0, 18.0], 95MYyfP-SN, 5776698]
[paragraph, [78.0, 321.0, 646.0, 18.0], 95MYyfP-SN, 5776698]
[paragraph, [76.0, 349.0, 650.0, 18.0], Y_AZBGcXXY, 5776698]
[paragraph, [76.0, 367.0, 650.0, 18.0], Y_AZBGcXXY, 5776698]
[paragraph, [76.0, 385.0, 650.0, 18.0], Y_AZBGcXXY, 5776698]
[paragraph, [76.0, 403.0, 650.0, 18.0], Y_AZBGcXXY, 5776698]
[paragraph, [76.0, 421.0, 650.0, 18.0], Y_AZBGcXXY, 5776698]
[paragraph, [76.0, 439.0, 650.0, 18.0], Y_AZBGcXXY, 5776698]
[paragraph, [76.0, 457.0, 650.0, 18.0], Y_AZBGcXXY, 5776698]
[paragraph, [76.0, 476.0, 648.0, 18.0], ZlwF-uxfv4, 5776698]
[paragraph, [76.0, 494.0, 648.0, 18.0], ZlwF-uxfv4, 5776698]
[paragraph, [76.0, 512.0, 648.0, 18.0], ZlwF-uxfv4, 5776698]
[paragraph, [76.0, 530.0, 648.0, 18.0], ZlwF-uxfv4, 5776698]
[paragraph, [76.0, 548.0, 648.0, 18.0], ZlwF-uxfv4, 5776698]
[paragraph, [76.0, 566.0, 648.0, 18.0], ZlwF-uxfv4, 5776698]
[paragraph, [76.0, 584.0, 648.0, 18.0], ZlwF-uxfv4, 5776698]
[paragraph, [76.0, 602.0, 648.0, 18.0], ZlwF-uxfv4, 5776698]
[paragraph, [76.0, 620.0, 648.0, 18.0], ZlwF-uxfv4, 5776698]
[paragraph, [76.0, 638.0, 648.0, 18.0], ZlwF-uxfv4, 5776698]
[paragraph, [78.0, 668.0, 647.0, 18.0], POvfmb6sdr, 5776698]
[paragraph, [78.0, 686.0, 647.0, 18.0], POvfmb6sdr, 5776698]
[paragraph, [78.0, 704.0, 647.0, 18.0], POvfmb6sdr, 5776698]
[paragraph, [78.0, 722.0, 647.0, 18.0], POvfmb6sdr, 5776698]
[paragraph, [78.0, 740.0, 647.0, 18.0], POvfmb6sdr, 5776698]
[paragraph, [78.0, 758.0, 647.0, 18.0], POvfmb6sdr, 5776698]
[paragraph, [78.0, 776.0, 647.0, 18.0], POvfmb6sdr, 5776698]
[paragraph, [78.0, 794.0, 647.0, 18.0], POvfmb6sdr, 5776698]
[paragraph, [78.0, 812.0, 647.0, 18.0], POvfmb6sdr, 5776698]
[paragraph, [79.0, 848.0, 653.0, 18.0], WaNBy-qLX1, 5776698]
[paragraph, [79.0, 866.0, 653.0, 18.0], WaNBy-qLX1, 5776698]
[paragraph, [79.0, 884.0, 653.0, 18.0], WaNBy-qLX1, 5776698]
[paragraph, [79.0, 902.0, 653.0, 18.0], WaNBy-qLX1, 5776698]
[paragraph, [79.0, 920.0, 653.0, 18.0], WaNBy-qLX1, 5776698]
[paragraph, [79.0, 938.0, 653.0, 18.0], WaNBy-qLX1, 5776698]
[paragraph, [79.0, 956.0, 653.0, 18.0], WaNBy-qLX1, 5776698]
[paragraph, [79.0, 974.0, 653.0, 18.0], WaNBy-qLX1, 5776698]
[paragraph, [79.0, 992.0, 653.0, 18.0], WaNBy-qLX1, 5776698]
[paragraph, [79.0, 1021.0, 653.0, 18.0], AGjAE6pp0k, 5776698]
[paragraph, [79.0, 1039.0, 653.0, 18.0], AGjAE6pp0k, 5776698]
[paragraph, [79.0, 1057.0, 653.0, 18.0], AGjAE6pp0k, 5776698]
[paragraph, [79.0, 1075.0, 653.0, 18.0], AGjAE6pp0k, 5776698]
