[3509, 2480]
[paragraph, [357.0, 360.0, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 412.5, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 465.0, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 517.5, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 570.0, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 622.5, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 675.0, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 727.5, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 780.0, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 832.5, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 885.0, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 937.5, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 990.0, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 1042.5, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 1095.0, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 1147.5, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 1200.0, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 1252.5, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 1305.0, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 1357.5, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 1410.0, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 1462.5, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 1515.0, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 1567.5, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 1620.0, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 1672.5, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 1725.0, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 1777.5, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [357.0, 1830.0, 1788.0, 52.5], shoonya_1sZ18KMFY2N7YY, 5724607]
[paragraph, [366.0, 1954.0, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2006.5, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2059.0, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2111.5, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2164.0, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2216.5, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2269.0, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2321.5, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2374.0, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2426.5, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2479.0, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2531.5, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2584.0, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2636.5, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2689.0, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2741.5, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2794.0, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2846.5, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2899.0, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 2951.5, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 3004.0, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 3056.5, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
[paragraph, [366.0, 3109.0, 1770.0, 52.5], shoonya_2sSLOA41QAEPSD, 5724607]
