[3778, 2310]
[section-title, [868.0, 561.0, 493.0, 93.0], v2knDxpidg, 5720604]
[paragraph, [737.0, 723.0, 808.0, 52.5], 9lxw_cdxXB, 5720604]
[paragraph, [737.0, 775.5, 808.0, 52.5], 9lxw_cdxXB, 5720604]
[paragraph, [77.0, 863.0, 2072.0, 52.5], shoonya_1s4KJR4JYUNTJI, 5720604]
[paragraph, [77.0, 915.5, 2072.0, 52.5], shoonya_1s4KJR4JYUNTJI, 5720604]
[paragraph, [77.0, 968.0, 2072.0, 52.5], shoonya_1s4KJR4JYUNTJI, 5720604]
[paragraph, [77.0, 1020.5, 2072.0, 52.5], shoonya_1s4KJR4JYUNTJI, 5720604]
[paragraph, [77.0, 1073.0, 2072.0, 52.5], shoonya_1s4KJR4JYUNTJI, 5720604]
[paragraph, [77.0, 1125.5, 2072.0, 52.5], shoonya_1s4KJR4JYUNTJI, 5720604]
[paragraph, [77.0, 1178.0, 2072.0, 52.5], shoonya_1s4KJR4JYUNTJI, 5720604]
[paragraph, [77.0, 1230.5, 2072.0, 52.5], shoonya_1s4KJR4JYUNTJI, 5720604]
[paragraph, [77.0, 1283.0, 2072.0, 52.5], shoonya_1s4KJR4JYUNTJI, 5720604]
[paragraph, [60.0, 1390.0, 2078.0, 52.5], _CqzeMRjuL, 5720604]
[paragraph, [60.0, 1442.5, 2078.0, 52.5], _CqzeMRjuL, 5720604]
[paragraph, [60.0, 1495.0, 2078.0, 52.5], _CqzeMRjuL, 5720604]
[paragraph, [60.0, 1547.5, 2078.0, 52.5], _CqzeMRjuL, 5720604]
[paragraph, [60.0, 1600.0, 2078.0, 52.5], _CqzeMRjuL, 5720604]
[paragraph, [60.0, 1652.5, 2078.0, 52.5], _CqzeMRjuL, 5720604]
[paragraph, [60.0, 1705.0, 2078.0, 52.5], _CqzeMRjuL, 5720604]
[paragraph, [60.0, 1757.5, 2078.0, 52.5], _CqzeMRjuL, 5720604]
[paragraph, [60.0, 1810.0, 2078.0, 52.5], _CqzeMRjuL, 5720604]
[paragraph, [60.0, 1862.5, 2078.0, 52.5], _CqzeMRjuL, 5720604]
[figure-caption, [453.0, 2864.0, 1321.0, 52.5], k2SOrRh6XQ, 5720604]
[paragraph, [80.0, 2985.0, 2124.0, 52.5], jZwMxqR0FM, 5720604]
[paragraph, [80.0, 3037.5, 2124.0, 52.5], jZwMxqR0FM, 5720604]
[paragraph, [80.0, 3090.0, 2124.0, 52.5], jZwMxqR0FM, 5720604]
[paragraph, [80.0, 3142.5, 2124.0, 52.5], jZwMxqR0FM, 5720604]
[paragraph, [80.0, 3195.0, 2124.0, 52.5], jZwMxqR0FM, 5720604]
[paragraph, [80.0, 3247.5, 2124.0, 52.5], jZwMxqR0FM, 5720604]
[paragraph, [80.0, 3300.0, 2124.0, 52.5], jZwMxqR0FM, 5720604]
[paragraph, [80.0, 3352.5, 2124.0, 52.5], jZwMxqR0FM, 5720604]
[paragraph, [80.0, 3405.0, 2124.0, 52.5], jZwMxqR0FM, 5720604]
[paragraph, [80.0, 3457.5, 2124.0, 52.5], jZwMxqR0FM, 5720604]
