[2084, 1289]
[paragraph, [119.0, 268.0, 1041.0, 36.0], shoonya_1sDVD2MNLP6QCJ, 5660356]
[paragraph, [119.0, 304.0, 1041.0, 36.0], shoonya_1sDVD2MNLP6QCJ, 5660356]
[paragraph, [119.0, 340.0, 1041.0, 36.0], shoonya_1sDVD2MNLP6QCJ, 5660356]
[paragraph, [119.0, 376.0, 1041.0, 36.0], shoonya_1sDVD2MNLP6QCJ, 5660356]
[paragraph, [119.0, 412.0, 1041.0, 36.0], shoonya_1sDVD2MNLP6QCJ, 5660356]
[paragraph, [119.0, 448.0, 1041.0, 36.0], shoonya_1sDVD2MNLP6QCJ, 5660356]
[paragraph, [119.0, 484.0, 1041.0, 36.0], shoonya_1sDVD2MNLP6QCJ, 5660356]
[paragraph, [119.0, 520.0, 1041.0, 36.0], shoonya_1sDVD2MNLP6QCJ, 5660356]
[paragraph, [119.0, 556.0, 1041.0, 36.0], shoonya_1sDVD2MNLP6QCJ, 5660356]
[paragraph, [119.0, 592.0, 1041.0, 36.0], shoonya_1sDVD2MNLP6QCJ, 5660356]
[paragraph, [119.0, 628.0, 1041.0, 36.0], shoonya_1sDVD2MNLP6QCJ, 5660356]
[paragraph, [119.0, 664.0, 1041.0, 36.0], shoonya_1sDVD2MNLP6QCJ, 5660356]
[ordered-list, [131.0, 750.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 786.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 822.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 858.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 894.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 930.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 966.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1002.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1038.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1074.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1110.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1146.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1182.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1218.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1254.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1290.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1326.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1362.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1398.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1434.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1470.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1506.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1542.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1578.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1614.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1650.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1686.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1722.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1758.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1794.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[ordered-list, [131.0, 1830.0, 1036.0, 36.0], shoonya_0s9BDSBJSU6AM9, 5660356]
[folio, [632.0, 1938.0, 656.0, 36.0], shoonya_3s561A60FALZ3O, 5660356]
[folio, [632.0, 1974.0, 656.0, 36.0], shoonya_3s561A60FALZ3O, 5660356]
