[1241, 827]
[folio, [378.0, 53.0, 305.0, 18.0], 6aOcRhjyt4, 6477944]
[folio, [378.0, 71.0, 305.0, 18.0], 6aOcRhjyt4, 6477944]
[paragraph, [108.0, 142.0, 635.0, 18.0], xUjSerC3ri, 6477944]
[paragraph, [108.0, 160.0, 635.0, 18.0], xUjSerC3ri, 6477944]
[paragraph, [108.0, 178.0, 635.0, 18.0], xUjSerC3ri, 6477944]
[paragraph, [109.0, 236.0, 638.0, 18.0], shoonya_3sEZMF8Z0GMSST, 6477944]
[paragraph, [109.0, 254.0, 638.0, 18.0], shoonya_3sEZMF8Z0GMSST, 6477944]
[paragraph, [109.0, 272.0, 638.0, 18.0], shoonya_3sEZMF8Z0GMSST, 6477944]
[paragraph, [109.0, 290.0, 638.0, 18.0], shoonya_3sEZMF8Z0GMSST, 6477944]
[paragraph, [109.0, 308.0, 638.0, 18.0], shoonya_3sEZMF8Z0GMSST, 6477944]
[paragraph, [109.0, 326.0, 638.0, 18.0], shoonya_3sEZMF8Z0GMSST, 6477944]
[paragraph, [109.0, 344.0, 638.0, 18.0], shoonya_3sEZMF8Z0GMSST, 6477944]
[paragraph, [109.0, 362.0, 638.0, 18.0], shoonya_3sEZMF8Z0GMSST, 6477944]
[paragraph, [109.0, 380.0, 638.0, 18.0], shoonya_3sEZMF8Z0GMSST, 6477944]
[paragraph, [109.0, 398.0, 638.0, 18.0], shoonya_3sEZMF8Z0GMSST, 6477944]
[paragraph, [109.0, 416.0, 638.0, 18.0], shoonya_3sEZMF8Z0GMSST, 6477944]
[paragraph, [109.0, 434.0, 638.0, 18.0], shoonya_3sEZMF8Z0GMSST, 6477944]
[paragraph, [109.0, 452.0, 638.0, 18.0], shoonya_3sEZMF8Z0GMSST, 6477944]
[paragraph, [109.0, 470.0, 638.0, 18.0], shoonya_3sEZMF8Z0GMSST, 6477944]
[paragraph, [107.0, 512.0, 639.0, 18.0], KlXIIqx8IB, 6477944]
[paragraph, [107.0, 530.0, 639.0, 18.0], KlXIIqx8IB, 6477944]
[paragraph, [107.0, 548.0, 639.0, 18.0], KlXIIqx8IB, 6477944]
[paragraph, [107.0, 566.0, 639.0, 18.0], KlXIIqx8IB, 6477944]
[paragraph, [107.0, 584.0, 639.0, 18.0], KlXIIqx8IB, 6477944]
[paragraph, [107.0, 602.0, 639.0, 18.0], KlXIIqx8IB, 6477944]
[paragraph, [107.0, 620.0, 639.0, 18.0], KlXIIqx8IB, 6477944]
[paragraph, [107.0, 638.0, 639.0, 18.0], KlXIIqx8IB, 6477944]
[paragraph, [107.0, 656.0, 639.0, 18.0], KlXIIqx8IB, 6477944]
[paragraph, [107.0, 674.0, 639.0, 18.0], KlXIIqx8IB, 6477944]
[paragraph, [107.0, 692.0, 639.0, 18.0], KlXIIqx8IB, 6477944]
[paragraph, [107.0, 710.0, 639.0, 18.0], KlXIIqx8IB, 6477944]
[paragraph, [107.0, 728.0, 639.0, 18.0], KlXIIqx8IB, 6477944]
[paragraph, [107.0, 746.0, 639.0, 18.0], KlXIIqx8IB, 6477944]
[paragraph, [111.0, 794.0, 631.0, 18.0], shoonya_0s01WV9JQCINW4, 6477944]
[paragraph, [111.0, 812.0, 631.0, 18.0], shoonya_0s01WV9JQCINW4, 6477944]
[paragraph, [111.0, 830.0, 631.0, 18.0], shoonya_0s01WV9JQCINW4, 6477944]
[paragraph, [111.0, 848.0, 631.0, 18.0], shoonya_0s01WV9JQCINW4, 6477944]
[paragraph, [111.0, 866.0, 631.0, 18.0], shoonya_0s01WV9JQCINW4, 6477944]
[paragraph, [111.0, 884.0, 631.0, 18.0], shoonya_0s01WV9JQCINW4, 6477944]
[paragraph, [111.0, 902.0, 631.0, 18.0], shoonya_0s01WV9JQCINW4, 6477944]
[paragraph, [111.0, 920.0, 631.0, 18.0], shoonya_0s01WV9JQCINW4, 6477944]
[paragraph, [111.0, 938.0, 631.0, 18.0], shoonya_0s01WV9JQCINW4, 6477944]
[paragraph, [111.0, 956.0, 631.0, 18.0], shoonya_0s01WV9JQCINW4, 6477944]
[paragraph, [111.0, 974.0, 631.0, 18.0], shoonya_0s01WV9JQCINW4, 6477944]
[paragraph, [111.0, 992.0, 631.0, 18.0], shoonya_0s01WV9JQCINW4, 6477944]
[paragraph, [111.0, 1010.0, 631.0, 18.0], shoonya_0s01WV9JQCINW4, 6477944]
[paragraph, [111.0, 1028.0, 631.0, 18.0], shoonya_0s01WV9JQCINW4, 6477944]
[paragraph, [111.0, 1046.0, 631.0, 18.0], shoonya_0s01WV9JQCINW4, 6477944]
[paragraph, [111.0, 1064.0, 631.0, 18.0], shoonya_0s01WV9JQCINW4, 6477944]
[paragraph, [111.0, 1082.0, 631.0, 18.0], shoonya_0s01WV9JQCINW4, 6477944]
