[872, 605]
[folio, [438.0, 32.0, 115.0, 18.0], rpFVmLZXmr, 6456949]
[folio, [438.0, 50.0, 115.0, 18.0], rpFVmLZXmr, 6456949]
[paragraph, [52.0, 74.0, 249.0, 18.0], bgYdat3wUN, 6456949]
[paragraph, [52.0, 92.0, 249.0, 18.0], bgYdat3wUN, 6456949]
[paragraph, [302.0, 75.0, 248.0, 18.0], e0hLNDxfHr, 6456949]
[paragraph, [302.0, 93.0, 248.0, 18.0], e0hLNDxfHr, 6456949]
[paragraph, [302.0, 111.0, 248.0, 18.0], e0hLNDxfHr, 6456949]
[paragraph, [302.0, 129.0, 248.0, 18.0], e0hLNDxfHr, 6456949]
[paragraph, [302.0, 147.0, 248.0, 18.0], e0hLNDxfHr, 6456949]
[paragraph, [302.0, 165.0, 248.0, 18.0], e0hLNDxfHr, 6456949]
[paragraph, [302.0, 183.0, 248.0, 18.0], e0hLNDxfHr, 6456949]
[paragraph, [302.0, 201.0, 248.0, 18.0], e0hLNDxfHr, 6456949]
[paragraph, [54.0, 114.0, 245.0, 18.0], J4fEEWecSB, 6456949]
[paragraph, [54.0, 132.0, 245.0, 18.0], J4fEEWecSB, 6456949]
[paragraph, [50.0, 154.0, 225.0, 18.0], O4cOHd1Vmh, 6456949]
[paragraph, [50.0, 172.0, 225.0, 18.0], O4cOHd1Vmh, 6456949]
[paragraph, [49.0, 193.0, 248.0, 18.0], SLWhJU5Wfy, 6456949]
[paragraph, [49.0, 211.0, 248.0, 18.0], SLWhJU5Wfy, 6456949]
[paragraph, [51.0, 229.0, 225.0, 18.0], RCMmzhWixG, 6456949]
[paragraph, [299.0, 229.0, 249.0, 18.0], 92xRuedfWm, 6456949]
[paragraph, [299.0, 247.0, 249.0, 18.0], 92xRuedfWm, 6456949]
[paragraph, [299.0, 265.0, 249.0, 18.0], 92xRuedfWm, 6456949]
[paragraph, [299.0, 283.0, 249.0, 18.0], 92xRuedfWm, 6456949]
[paragraph, [299.0, 301.0, 249.0, 18.0], 92xRuedfWm, 6456949]
[paragraph, [48.0, 251.0, 249.0, 18.0], PrN9bhpCh4, 6456949]
[paragraph, [48.0, 269.0, 249.0, 18.0], PrN9bhpCh4, 6456949]
[paragraph, [48.0, 287.0, 249.0, 18.0], PrN9bhpCh4, 6456949]
[paragraph, [48.0, 305.0, 249.0, 18.0], PrN9bhpCh4, 6456949]
[paragraph, [48.0, 323.0, 249.0, 18.0], PrN9bhpCh4, 6456949]
[paragraph, [48.0, 341.0, 249.0, 18.0], PrN9bhpCh4, 6456949]
[paragraph, [48.0, 359.0, 249.0, 18.0], PrN9bhpCh4, 6456949]
[paragraph, [48.0, 377.0, 249.0, 18.0], PrN9bhpCh4, 6456949]
[paragraph, [48.0, 395.0, 249.0, 18.0], PrN9bhpCh4, 6456949]
[paragraph, [48.0, 413.0, 249.0, 18.0], PrN9bhpCh4, 6456949]
[paragraph, [297.0, 318.0, 249.0, 18.0], AQ67SrsIdp, 6456949]
[paragraph, [299.0, 337.0, 203.0, 18.0], fizwDZ4xkq, 6456949]
[paragraph, [301.0, 358.0, 248.0, 18.0], TJ_JLnaolg, 6456949]
[paragraph, [301.0, 376.0, 248.0, 18.0], TJ_JLnaolg, 6456949]
[paragraph, [301.0, 394.0, 248.0, 18.0], TJ_JLnaolg, 6456949]
[paragraph, [301.0, 412.0, 248.0, 18.0], TJ_JLnaolg, 6456949]
[paragraph, [301.0, 429.0, 247.0, 18.0], -MBLo2ZY8x, 6456949]
[paragraph, [301.0, 447.0, 247.0, 18.0], -MBLo2ZY8x, 6456949]
[paragraph, [46.0, 445.0, 256.0, 18.0], shoonya_0sBMXT1YPJZK5L, 6456949]
[paragraph, [46.0, 463.0, 256.0, 18.0], shoonya_0sBMXT1YPJZK5L, 6456949]
[paragraph, [46.0, 481.0, 256.0, 18.0], shoonya_0sBMXT1YPJZK5L, 6456949]
[paragraph, [46.0, 499.0, 256.0, 18.0], shoonya_0sBMXT1YPJZK5L, 6456949]
[paragraph, [46.0, 517.0, 256.0, 18.0], shoonya_0sBMXT1YPJZK5L, 6456949]
[paragraph, [46.0, 535.0, 256.0, 18.0], shoonya_0sBMXT1YPJZK5L, 6456949]
[paragraph, [300.0, 480.0, 239.0, 18.0], Sq9rJVJPvI, 6456949]
[paragraph, [301.0, 500.0, 116.0, 18.0], W2DWDXoYLR, 6456949]
[paragraph, [300.0, 522.0, 250.0, 18.0], OBraCHBqUX, 6456949]
[paragraph, [300.0, 540.0, 250.0, 18.0], OBraCHBqUX, 6456949]
[paragraph, [301.0, 558.0, 252.0, 18.0], O-hiR7NN-O, 6456949]
[paragraph, [301.0, 576.0, 252.0, 18.0], O-hiR7NN-O, 6456949]
[paragraph, [70.0, 561.0, 183.0, 18.0], b4ppfhtnjS, 6456949]
[paragraph, [54.0, 580.0, 236.0, 18.0], Q6bWHZIOSx, 6456949]
[paragraph, [303.0, 590.0, 246.0, 18.0], q0F-K_Rx8j, 6456949]
[paragraph, [303.0, 608.0, 246.0, 18.0], q0F-K_Rx8j, 6456949]
[paragraph, [56.0, 597.0, 244.0, 18.0], JTIlEAP3HI, 6456949]
[paragraph, [56.0, 615.0, 244.0, 18.0], JTIlEAP3HI, 6456949]
[paragraph, [303.0, 630.0, 248.0, 18.0], _hcyAbLgah, 6456949]
[paragraph, [303.0, 648.0, 248.0, 18.0], _hcyAbLgah, 6456949]
[paragraph, [54.0, 637.0, 216.0, 18.0], izY_3kcaBF, 6456949]
[paragraph, [52.0, 660.0, 254.0, 18.0], 2RKcgWZCDE, 6456949]
[paragraph, [52.0, 678.0, 254.0, 18.0], 2RKcgWZCDE, 6456949]
[paragraph, [52.0, 696.0, 254.0, 18.0], 2RKcgWZCDE, 6456949]
[paragraph, [52.0, 714.0, 254.0, 18.0], 2RKcgWZCDE, 6456949]
[paragraph, [52.0, 732.0, 254.0, 18.0], 2RKcgWZCDE, 6456949]
[paragraph, [313.0, 665.0, 184.0, 18.0], vAqqTASMT9, 6456949]
[reference, [304.0, 688.0, 248.0, 18.0], P7hX9SHbAk, 6456949]
[reference, [304.0, 706.0, 248.0, 18.0], P7hX9SHbAk, 6456949]
[reference, [304.0, 724.0, 248.0, 18.0], P7hX9SHbAk, 6456949]
[reference, [304.0, 742.0, 248.0, 18.0], P7hX9SHbAk, 6456949]
[reference, [304.0, 760.0, 248.0, 18.0], P7hX9SHbAk, 6456949]
[reference, [304.0, 778.0, 248.0, 18.0], P7hX9SHbAk, 6456949]
[reference, [304.0, 796.0, 248.0, 18.0], P7hX9SHbAk, 6456949]
[reference, [50.0, 754.0, 254.0, 18.0], 6qkrumZ2zP, 6456949]
[reference, [50.0, 772.0, 254.0, 18.0], 6qkrumZ2zP, 6456949]
[reference, [50.0, 790.0, 254.0, 18.0], 6qkrumZ2zP, 6456949]
[reference, [50.0, 808.0, 254.0, 18.0], 6qkrumZ2zP, 6456949]
