[1037, 698]
[section-title, [273.0, 113.0, 130.0, 30.0], Qs74qtg6gT, 5772593]
[paragraph, [54.0, 156.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [54.0, 174.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [54.0, 192.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [54.0, 210.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [54.0, 228.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [54.0, 246.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [54.0, 264.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [54.0, 282.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [54.0, 300.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [54.0, 318.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [54.0, 336.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [54.0, 354.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [54.0, 372.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [54.0, 390.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [54.0, 408.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [54.0, 426.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [54.0, 444.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [54.0, 462.0, 593.0, 18.0], shoonya_0sPUR0DUC1033F, 5772593]
[paragraph, [55.0, 499.0, 597.0, 18.0], U3XIooXBk6, 5772593]
[paragraph, [55.0, 517.0, 597.0, 18.0], U3XIooXBk6, 5772593]
[paragraph, [55.0, 535.0, 597.0, 18.0], U3XIooXBk6, 5772593]
[paragraph, [55.0, 553.0, 597.0, 18.0], U3XIooXBk6, 5772593]
[paragraph, [55.0, 571.0, 597.0, 18.0], U3XIooXBk6, 5772593]
[paragraph, [55.0, 589.0, 597.0, 18.0], U3XIooXBk6, 5772593]
[paragraph, [55.0, 607.0, 597.0, 18.0], U3XIooXBk6, 5772593]
[paragraph, [55.0, 625.0, 597.0, 18.0], U3XIooXBk6, 5772593]
[paragraph, [55.0, 643.0, 597.0, 18.0], U3XIooXBk6, 5772593]
[paragraph, [55.0, 661.0, 597.0, 18.0], U3XIooXBk6, 5772593]
[paragraph, [55.0, 679.0, 597.0, 18.0], U3XIooXBk6, 5772593]
[paragraph, [55.0, 697.0, 597.0, 18.0], U3XIooXBk6, 5772593]
[paragraph, [72.0, 719.0, 571.0, 18.0], rToDHb8M5f, 5772593]
[paragraph, [72.0, 737.0, 571.0, 18.0], rToDHb8M5f, 5772593]
[paragraph, [72.0, 755.0, 571.0, 18.0], rToDHb8M5f, 5772593]
[paragraph, [72.0, 773.0, 571.0, 18.0], rToDHb8M5f, 5772593]
[paragraph, [72.0, 791.0, 571.0, 18.0], rToDHb8M5f, 5772593]
[paragraph, [64.0, 805.0, 591.0, 18.0], 3SC6ZEir0e, 5772593]
[paragraph, [64.0, 823.0, 591.0, 18.0], 3SC6ZEir0e, 5772593]
[paragraph, [64.0, 841.0, 591.0, 18.0], 3SC6ZEir0e, 5772593]
[paragraph, [64.0, 859.0, 591.0, 18.0], 3SC6ZEir0e, 5772593]
[paragraph, [64.0, 877.0, 591.0, 18.0], 3SC6ZEir0e, 5772593]
[paragraph, [64.0, 895.0, 591.0, 18.0], 3SC6ZEir0e, 5772593]
[paragraph, [64.0, 913.0, 591.0, 18.0], 3SC6ZEir0e, 5772593]
[paragraph, [64.0, 931.0, 591.0, 18.0], 3SC6ZEir0e, 5772593]
[paragraph, [64.0, 949.0, 591.0, 18.0], 3SC6ZEir0e, 5772593]
