[2806, 1984]
[section-title, [759.0, 179.0, 460.0, 79.5], shoonya_12sJXNCSHTDJGH, 5698668]
[dateline, [911.0, 282.0, 147.0, 64.5], shoonya_1sUIECR2CIBD1J, 5698668]
[sidebar, [710.0, 367.0, 553.0, 46.5], shoonya_11s7DE8Z6220JV, 5698668]
[second-level-question, [202.0, 565.0, 1575.0, 46.5], shoonya_8sASRNRL6MZ4V8, 5698668]
[second-level-question, [202.0, 611.5, 1575.0, 46.5], shoonya_8sASRNRL6MZ4V8, 5698668]
[second-level-question, [202.0, 658.0, 1575.0, 46.5], shoonya_8sASRNRL6MZ4V8, 5698668]
[second-level-question, [202.0, 704.5, 1575.0, 46.5], shoonya_8sASRNRL6MZ4V8, 5698668]
[second-level-question, [202.0, 751.0, 1575.0, 46.5], shoonya_8sASRNRL6MZ4V8, 5698668]
[second-level-question, [202.0, 797.5, 1575.0, 46.5], shoonya_8sASRNRL6MZ4V8, 5698668]
[second-level-question, [202.0, 844.0, 1575.0, 46.5], shoonya_8sASRNRL6MZ4V8, 5698668]
[second-level-question, [202.0, 890.5, 1575.0, 46.5], shoonya_8sASRNRL6MZ4V8, 5698668]
[second-level-question, [202.0, 937.0, 1575.0, 46.5], shoonya_8sASRNRL6MZ4V8, 5698668]
[answer, [194.0, 733.0, 839.0, 46.5], shoonya_3sU9YL9DEEM3RO, 5698668]
[answer, [211.0, 1034.0, 1550.0, 46.5], shoonya_10sOKG47SLER0T, 5698668]
[answer, [211.0, 1080.5, 1550.0, 46.5], shoonya_10sOKG47SLER0T, 5698668]
[answer, [211.0, 1127.0, 1550.0, 46.5], shoonya_10sOKG47SLER0T, 5698668]
[answer, [211.0, 1173.5, 1550.0, 46.5], shoonya_10sOKG47SLER0T, 5698668]
[answer, [211.0, 1220.0, 1550.0, 46.5], shoonya_10sOKG47SLER0T, 5698668]
[second-level-question, [220.0, 1283.0, 1059.0, 46.5], shoonya_6sQH3X19X9OLTT, 5698668]
[answer, [213.0, 1379.0, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 1425.5, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 1472.0, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 1518.5, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 1565.0, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 1611.5, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 1658.0, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 1704.5, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 1751.0, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 1797.5, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 1844.0, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 1890.5, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 1937.0, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 1983.5, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 2030.0, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
[answer, [213.0, 2076.5, 1577.0, 46.5], shoonya_9sYVGC6ZLA51QZ, 5698668]
