[1806, 1262]
[folio, [317.0, 108.0, 759.0, 36.0], -D7Zwb4-aq, 5681762]
[paragraph, [646.0, 188.0, 504.0, 36.0], shoonya_1s2HBLJG4W5YYG, 5681762]
[paragraph, [646.0, 224.0, 504.0, 36.0], shoonya_1s2HBLJG4W5YYG, 5681762]
[paragraph, [646.0, 260.0, 504.0, 36.0], shoonya_1s2HBLJG4W5YYG, 5681762]
[paragraph, [646.0, 296.0, 504.0, 36.0], shoonya_1s2HBLJG4W5YYG, 5681762]
[paragraph, [646.0, 332.0, 504.0, 36.0], shoonya_1s2HBLJG4W5YYG, 5681762]
[paragraph, [646.0, 368.0, 504.0, 36.0], shoonya_1s2HBLJG4W5YYG, 5681762]
[paragraph, [646.0, 404.0, 504.0, 36.0], shoonya_1s2HBLJG4W5YYG, 5681762]
[paragraph, [646.0, 440.0, 504.0, 36.0], shoonya_1s2HBLJG4W5YYG, 5681762]
[paragraph, [646.0, 476.0, 504.0, 36.0], shoonya_1s2HBLJG4W5YYG, 5681762]
[paragraph, [98.0, 193.0, 506.0, 36.0], shoonya_4sBIBVBXXTUUMN, 5681762]
[paragraph, [98.0, 229.0, 506.0, 36.0], shoonya_4sBIBVBXXTUUMN, 5681762]
[paragraph, [98.0, 265.0, 506.0, 36.0], shoonya_4sBIBVBXXTUUMN, 5681762]
[paragraph, [98.0, 301.0, 506.0, 36.0], shoonya_4sBIBVBXXTUUMN, 5681762]
[paragraph, [98.0, 337.0, 506.0, 36.0], shoonya_4sBIBVBXXTUUMN, 5681762]
[paragraph, [98.0, 373.0, 506.0, 36.0], shoonya_4sBIBVBXXTUUMN, 5681762]
[paragraph, [98.0, 409.0, 506.0, 36.0], shoonya_4sBIBVBXXTUUMN, 5681762]
[paragraph, [100.0, 460.0, 509.0, 36.0], shoonya_5sPY50OL21MVZ5, 5681762]
[paragraph, [100.0, 496.0, 509.0, 36.0], shoonya_5sPY50OL21MVZ5, 5681762]
[paragraph, [100.0, 532.0, 509.0, 36.0], shoonya_5sPY50OL21MVZ5, 5681762]
[paragraph, [100.0, 568.0, 509.0, 36.0], shoonya_5sPY50OL21MVZ5, 5681762]
[paragraph, [100.0, 604.0, 509.0, 36.0], shoonya_5sPY50OL21MVZ5, 5681762]
[paragraph, [100.0, 640.0, 509.0, 36.0], shoonya_5sPY50OL21MVZ5, 5681762]
[paragraph, [100.0, 676.0, 509.0, 36.0], shoonya_5sPY50OL21MVZ5, 5681762]
[paragraph, [100.0, 712.0, 509.0, 36.0], shoonya_5sPY50OL21MVZ5, 5681762]
[paragraph, [100.0, 748.0, 509.0, 36.0], shoonya_5sPY50OL21MVZ5, 5681762]
[paragraph, [100.0, 784.0, 509.0, 36.0], shoonya_5sPY50OL21MVZ5, 5681762]
[paragraph, [100.0, 820.0, 509.0, 36.0], shoonya_5sPY50OL21MVZ5, 5681762]
[paragraph, [100.0, 856.0, 509.0, 36.0], shoonya_5sPY50OL21MVZ5, 5681762]
[paragraph, [100.0, 892.0, 509.0, 36.0], shoonya_5sPY50OL21MVZ5, 5681762]
[paragraph, [100.0, 928.0, 509.0, 36.0], shoonya_5sPY50OL21MVZ5, 5681762]
[paragraph, [100.0, 964.0, 509.0, 36.0], shoonya_5sPY50OL21MVZ5, 5681762]
[paragraph, [100.0, 1000.0, 509.0, 36.0], shoonya_5sPY50OL21MVZ5, 5681762]
[paragraph, [100.0, 1036.0, 509.0, 36.0], shoonya_5sPY50OL21MVZ5, 5681762]
[paragraph, [646.0, 528.0, 509.0, 36.0], shoonya_0s4L7KKXPI6YXW, 5681762]
[paragraph, [646.0, 564.0, 509.0, 36.0], shoonya_0s4L7KKXPI6YXW, 5681762]
[paragraph, [646.0, 600.0, 509.0, 36.0], shoonya_0s4L7KKXPI6YXW, 5681762]
[paragraph, [646.0, 636.0, 509.0, 36.0], shoonya_0s4L7KKXPI6YXW, 5681762]
[paragraph, [646.0, 672.0, 509.0, 36.0], shoonya_0s4L7KKXPI6YXW, 5681762]
[paragraph, [646.0, 708.0, 509.0, 36.0], shoonya_0s4L7KKXPI6YXW, 5681762]
[paragraph, [646.0, 744.0, 509.0, 36.0], shoonya_0s4L7KKXPI6YXW, 5681762]
[paragraph, [646.0, 780.0, 509.0, 36.0], shoonya_0s4L7KKXPI6YXW, 5681762]
[paragraph, [646.0, 816.0, 509.0, 36.0], shoonya_0s4L7KKXPI6YXW, 5681762]
[paragraph, [646.0, 852.0, 509.0, 36.0], shoonya_0s4L7KKXPI6YXW, 5681762]
[paragraph, [646.0, 888.0, 509.0, 36.0], shoonya_0s4L7KKXPI6YXW, 5681762]
[paragraph, [646.0, 924.0, 509.0, 36.0], shoonya_0s4L7KKXPI6YXW, 5681762]
[paragraph, [646.0, 960.0, 509.0, 36.0], shoonya_0s4L7KKXPI6YXW, 5681762]
[paragraph, [646.0, 996.0, 509.0, 36.0], shoonya_0s4L7KKXPI6YXW, 5681762]
[paragraph, [655.0, 1050.0, 502.0, 36.0], shoonya_2sEZRIEKFWCGAI, 5681762]
[paragraph, [655.0, 1086.0, 502.0, 36.0], shoonya_2sEZRIEKFWCGAI, 5681762]
[paragraph, [655.0, 1122.0, 502.0, 36.0], shoonya_2sEZRIEKFWCGAI, 5681762]
[paragraph, [655.0, 1158.0, 502.0, 36.0], shoonya_2sEZRIEKFWCGAI, 5681762]
[paragraph, [655.0, 1194.0, 502.0, 36.0], shoonya_2sEZRIEKFWCGAI, 5681762]
[paragraph, [655.0, 1230.0, 502.0, 36.0], shoonya_2sEZRIEKFWCGAI, 5681762]
[paragraph, [655.0, 1266.0, 502.0, 36.0], shoonya_2sEZRIEKFWCGAI, 5681762]
[paragraph, [97.0, 1105.0, 516.0, 36.0], qwAalcCnMm, 5681762]
[paragraph, [97.0, 1141.0, 516.0, 36.0], qwAalcCnMm, 5681762]
[paragraph, [97.0, 1177.0, 516.0, 36.0], qwAalcCnMm, 5681762]
[paragraph, [97.0, 1213.0, 516.0, 36.0], qwAalcCnMm, 5681762]
[paragraph, [97.0, 1249.0, 516.0, 36.0], qwAalcCnMm, 5681762]
[paragraph, [97.0, 1285.0, 516.0, 36.0], qwAalcCnMm, 5681762]
[paragraph, [97.0, 1321.0, 516.0, 36.0], qwAalcCnMm, 5681762]
[paragraph, [97.0, 1357.0, 516.0, 36.0], qwAalcCnMm, 5681762]
[paragraph, [97.0, 1393.0, 516.0, 36.0], qwAalcCnMm, 5681762]
[paragraph, [97.0, 1429.0, 516.0, 36.0], qwAalcCnMm, 5681762]
[paragraph, [97.0, 1465.0, 516.0, 36.0], qwAalcCnMm, 5681762]
[paragraph, [97.0, 1501.0, 516.0, 36.0], qwAalcCnMm, 5681762]
[paragraph, [97.0, 1537.0, 516.0, 36.0], qwAalcCnMm, 5681762]
[paragraph, [97.0, 1573.0, 516.0, 36.0], qwAalcCnMm, 5681762]
[paragraph, [97.0, 1609.0, 516.0, 36.0], qwAalcCnMm, 5681762]
[paragraph, [97.0, 1645.0, 516.0, 36.0], qwAalcCnMm, 5681762]
[paragraph, [657.0, 1320.0, 504.0, 36.0], shoonya_3s5IEV7YDQDFJL, 5681762]
[paragraph, [657.0, 1356.0, 504.0, 36.0], shoonya_3s5IEV7YDQDFJL, 5681762]
[paragraph, [657.0, 1392.0, 504.0, 36.0], shoonya_3s5IEV7YDQDFJL, 5681762]
[paragraph, [657.0, 1428.0, 504.0, 36.0], shoonya_3s5IEV7YDQDFJL, 5681762]
[paragraph, [657.0, 1464.0, 504.0, 36.0], shoonya_3s5IEV7YDQDFJL, 5681762]
[paragraph, [657.0, 1500.0, 504.0, 36.0], shoonya_3s5IEV7YDQDFJL, 5681762]
[paragraph, [657.0, 1536.0, 504.0, 36.0], shoonya_3s5IEV7YDQDFJL, 5681762]
[paragraph, [657.0, 1572.0, 504.0, 36.0], shoonya_3s5IEV7YDQDFJL, 5681762]
[paragraph, [657.0, 1608.0, 504.0, 36.0], shoonya_3s5IEV7YDQDFJL, 5681762]
[paragraph, [657.0, 1644.0, 504.0, 36.0], shoonya_3s5IEV7YDQDFJL, 5681762]
