[1987, 1270]
[folio, [595.0, 123.0, 107.0, 36.0], shoonya_7s74EKFR8TEGW9, 5682845]
[paragraph, [136.0, 190.0, 1011.0, 36.0], pf0f01rABG, 5682845]
[paragraph, [136.0, 226.0, 1011.0, 36.0], pf0f01rABG, 5682845]
[paragraph, [142.0, 300.0, 1003.0, 36.0], shoonya_3sADZ8VOCQDLJR, 5682845]
[paragraph, [142.0, 336.0, 1003.0, 36.0], shoonya_3sADZ8VOCQDLJR, 5682845]
[paragraph, [142.0, 372.0, 1003.0, 36.0], shoonya_3sADZ8VOCQDLJR, 5682845]
[paragraph, [142.0, 408.0, 1003.0, 36.0], shoonya_3sADZ8VOCQDLJR, 5682845]
[paragraph, [137.0, 454.0, 1006.0, 36.0], shoonya_0sM5QGBPB7C9OY, 5682845]
[paragraph, [127.0, 509.0, 1017.0, 36.0], Qch_zVTTAV, 5682845]
[paragraph, [127.0, 545.0, 1017.0, 36.0], Qch_zVTTAV, 5682845]
[paragraph, [127.0, 581.0, 1017.0, 36.0], Qch_zVTTAV, 5682845]
[paragraph, [127.0, 617.0, 1017.0, 36.0], Qch_zVTTAV, 5682845]
[paragraph, [127.0, 653.0, 1017.0, 36.0], Qch_zVTTAV, 5682845]
[paragraph, [127.0, 689.0, 1017.0, 36.0], Qch_zVTTAV, 5682845]
[paragraph, [127.0, 725.0, 1017.0, 36.0], Qch_zVTTAV, 5682845]
[paragraph, [127.0, 761.0, 1017.0, 36.0], Qch_zVTTAV, 5682845]
[paragraph, [127.0, 797.0, 1017.0, 36.0], Qch_zVTTAV, 5682845]
[paragraph, [127.0, 833.0, 1017.0, 36.0], Qch_zVTTAV, 5682845]
[paragraph, [127.0, 869.0, 1017.0, 36.0], Qch_zVTTAV, 5682845]
[paragraph, [127.0, 905.0, 1017.0, 36.0], Qch_zVTTAV, 5682845]
[paragraph, [127.0, 941.0, 1017.0, 36.0], Qch_zVTTAV, 5682845]
[paragraph, [127.0, 977.0, 1017.0, 36.0], Qch_zVTTAV, 5682845]
[paragraph, [139.0, 1033.0, 1000.0, 36.0], shoonya_1s4WBQHC8ZZZFB, 5682845]
[paragraph, [139.0, 1069.0, 1000.0, 36.0], shoonya_1s4WBQHC8ZZZFB, 5682845]
[paragraph, [139.0, 1105.0, 1000.0, 36.0], shoonya_1s4WBQHC8ZZZFB, 5682845]
[paragraph, [139.0, 1141.0, 1000.0, 36.0], shoonya_1s4WBQHC8ZZZFB, 5682845]
[paragraph, [139.0, 1177.0, 1000.0, 36.0], shoonya_1s4WBQHC8ZZZFB, 5682845]
[paragraph, [139.0, 1213.0, 1000.0, 36.0], shoonya_1s4WBQHC8ZZZFB, 5682845]
[paragraph, [139.0, 1249.0, 1000.0, 36.0], shoonya_1s4WBQHC8ZZZFB, 5682845]
[paragraph, [135.0, 1295.0, 1009.0, 36.0], shoonya_2sFZNN9KRM5XHZ, 5682845]
[paragraph, [135.0, 1331.0, 1009.0, 36.0], shoonya_2sFZNN9KRM5XHZ, 5682845]
[paragraph, [135.0, 1367.0, 1009.0, 36.0], shoonya_2sFZNN9KRM5XHZ, 5682845]
[paragraph, [135.0, 1403.0, 1009.0, 36.0], shoonya_2sFZNN9KRM5XHZ, 5682845]
[paragraph, [135.0, 1439.0, 1009.0, 36.0], shoonya_2sFZNN9KRM5XHZ, 5682845]
[paragraph, [135.0, 1475.0, 1009.0, 36.0], shoonya_2sFZNN9KRM5XHZ, 5682845]
[paragraph, [135.0, 1511.0, 1009.0, 36.0], shoonya_2sFZNN9KRM5XHZ, 5682845]
[paragraph, [135.0, 1547.0, 1009.0, 36.0], shoonya_2sFZNN9KRM5XHZ, 5682845]
[paragraph, [135.0, 1583.0, 1009.0, 36.0], shoonya_2sFZNN9KRM5XHZ, 5682845]
[paragraph, [135.0, 1619.0, 1009.0, 36.0], shoonya_2sFZNN9KRM5XHZ, 5682845]
[paragraph, [135.0, 1655.0, 1009.0, 36.0], shoonya_2sFZNN9KRM5XHZ, 5682845]
[paragraph, [137.0, 1713.0, 1004.0, 36.0], shoonya_6sGN59VS314UDL, 5682845]
[paragraph, [137.0, 1749.0, 1004.0, 36.0], shoonya_6sGN59VS314UDL, 5682845]
[paragraph, [137.0, 1785.0, 1004.0, 36.0], shoonya_6sGN59VS314UDL, 5682845]
[paragraph, [137.0, 1821.0, 1004.0, 36.0], shoonya_6sGN59VS314UDL, 5682845]
