[2339, 1653]
[section-title, [347.0, 240.0, 208.0, 52.5], shoonya_2sYZ48IR1GSX0Y, 5687287]
[paragraph, [559.0, 240.0, 845.0, 36.0], shoonya_3sZ0INM10XGP6W, 5687287]
[paragraph, [244.0, 315.0, 1158.0, 36.0], shoonya_4sCLXVPZC76N7B, 5687287]
[paragraph, [244.0, 351.0, 1158.0, 36.0], shoonya_4sCLXVPZC76N7B, 5687287]
[paragraph, [244.0, 387.0, 1158.0, 36.0], shoonya_4sCLXVPZC76N7B, 5687287]
[paragraph, [244.0, 423.0, 1158.0, 36.0], shoonya_4sCLXVPZC76N7B, 5687287]
[paragraph, [244.0, 459.0, 1158.0, 36.0], shoonya_4sCLXVPZC76N7B, 5687287]
[paragraph, [243.0, 522.0, 1159.0, 36.0], shoonya_5sB87SKVA97Y0A, 5687287]
[paragraph, [243.0, 558.0, 1159.0, 36.0], shoonya_5sB87SKVA97Y0A, 5687287]
[paragraph, [243.0, 594.0, 1159.0, 36.0], shoonya_5sB87SKVA97Y0A, 5687287]
[paragraph, [243.0, 630.0, 1159.0, 36.0], shoonya_5sB87SKVA97Y0A, 5687287]
[paragraph, [243.0, 666.0, 1159.0, 36.0], shoonya_5sB87SKVA97Y0A, 5687287]
[paragraph, [243.0, 702.0, 1159.0, 36.0], shoonya_5sB87SKVA97Y0A, 5687287]
[paragraph, [243.0, 738.0, 1159.0, 36.0], shoonya_5sB87SKVA97Y0A, 5687287]
[paragraph, [243.0, 774.0, 1159.0, 36.0], shoonya_5sB87SKVA97Y0A, 5687287]
[paragraph, [243.0, 810.0, 1159.0, 36.0], shoonya_5sB87SKVA97Y0A, 5687287]
[paragraph, [243.0, 846.0, 1159.0, 36.0], shoonya_5sB87SKVA97Y0A, 5687287]
[paragraph, [243.0, 882.0, 1159.0, 36.0], shoonya_5sB87SKVA97Y0A, 5687287]
[paragraph, [530.0, 946.0, 869.0, 36.0], 4h6OP--oX4, 5687287]
[paragraph, [237.0, 1005.0, 1162.0, 36.0], hyDEs_RM0o, 5687287]
[paragraph, [237.0, 1041.0, 1162.0, 36.0], hyDEs_RM0o, 5687287]
[paragraph, [237.0, 1077.0, 1162.0, 36.0], hyDEs_RM0o, 5687287]
[paragraph, [237.0, 1113.0, 1162.0, 36.0], hyDEs_RM0o, 5687287]
[paragraph, [237.0, 1149.0, 1162.0, 36.0], hyDEs_RM0o, 5687287]
[paragraph, [245.0, 1216.0, 181.0, 36.0], ySspYxa31t, 5687287]
[reference, [429.0, 1216.0, 228.0, 36.0], L95upFhut2, 5687287]
[paragraph, [234.0, 1285.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1321.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1357.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1393.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1429.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1465.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1501.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1537.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1573.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1609.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1645.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1681.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1717.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1753.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1789.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1825.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1861.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1897.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1933.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 1969.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 2005.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 2041.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
[paragraph, [234.0, 2077.0, 1171.0, 36.0], SRgA6sV5s0, 5687287]
