[1253, 898]
[chapter-title, [383.0, 59.0, 239.0, 30.0], shoonya_5sNO0EZ1LDW8P2, 5776311]
[paragraph, [187.0, 100.0, 629.0, 18.0], shoonya_4sZ9Z0XYNI0J0O, 5776311]
[paragraph, [187.0, 118.0, 629.0, 18.0], shoonya_4sZ9Z0XYNI0J0O, 5776311]
[paragraph, [187.0, 136.0, 629.0, 18.0], shoonya_4sZ9Z0XYNI0J0O, 5776311]
[paragraph, [187.0, 154.0, 629.0, 18.0], shoonya_4sZ9Z0XYNI0J0O, 5776311]
[paragraph, [187.0, 172.0, 629.0, 18.0], shoonya_4sZ9Z0XYNI0J0O, 5776311]
[paragraph, [190.0, 199.0, 627.0, 18.0], shoonya_3sSMMKU501PZIM, 5776311]
[paragraph, [190.0, 217.0, 627.0, 18.0], shoonya_3sSMMKU501PZIM, 5776311]
[paragraph, [190.0, 235.0, 627.0, 18.0], shoonya_3sSMMKU501PZIM, 5776311]
[paragraph, [190.0, 253.0, 627.0, 18.0], shoonya_3sSMMKU501PZIM, 5776311]
[paragraph, [188.0, 278.0, 631.0, 18.0], shoonya_1s6SE51V3HC5PR, 5776311]
[paragraph, [188.0, 296.0, 631.0, 18.0], shoonya_1s6SE51V3HC5PR, 5776311]
[paragraph, [188.0, 314.0, 631.0, 18.0], shoonya_1s6SE51V3HC5PR, 5776311]
[paragraph, [188.0, 332.0, 631.0, 18.0], shoonya_1s6SE51V3HC5PR, 5776311]
[paragraph, [188.0, 350.0, 631.0, 18.0], shoonya_1s6SE51V3HC5PR, 5776311]
[paragraph, [188.0, 368.0, 631.0, 18.0], shoonya_1s6SE51V3HC5PR, 5776311]
[paragraph, [188.0, 386.0, 631.0, 18.0], shoonya_1s6SE51V3HC5PR, 5776311]
[paragraph, [188.0, 404.0, 631.0, 18.0], shoonya_1s6SE51V3HC5PR, 5776311]
[paragraph, [188.0, 422.0, 631.0, 18.0], shoonya_1s6SE51V3HC5PR, 5776311]
[paragraph, [188.0, 440.0, 631.0, 18.0], shoonya_1s6SE51V3HC5PR, 5776311]
[paragraph, [188.0, 458.0, 631.0, 18.0], shoonya_1s6SE51V3HC5PR, 5776311]
[paragraph, [188.0, 476.0, 631.0, 18.0], shoonya_1s6SE51V3HC5PR, 5776311]
[paragraph, [193.0, 504.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 522.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 540.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 558.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 576.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 594.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
[paragraph, [193.0, 612.0, 627.0, 18.0], shoonya_0sRAOJK0LIKT22, 5776311]
