[842, 596]
[chapter-title, [40.0, 88.0, 112.0, 30.0], shoonya_8sZGN92QNQWYDU, 5657035]
[section-title, [36.0, 143.0, 198.0, 30.0], IJ-qBsavFi, 5657035]
[paragraph, [63.0, 172.0, 499.0, 18.0], shoonya_2sSWSAPLV32714, 5657035]
[paragraph, [63.0, 190.0, 499.0, 18.0], shoonya_2sSWSAPLV32714, 5657035]
[paragraph, [63.0, 208.0, 499.0, 18.0], shoonya_2sSWSAPLV32714, 5657035]
[paragraph, [63.0, 226.0, 499.0, 18.0], shoonya_2sSWSAPLV32714, 5657035]
[paragraph, [63.0, 244.0, 499.0, 18.0], shoonya_2sSWSAPLV32714, 5657035]
[paragraph, [63.0, 262.0, 499.0, 18.0], shoonya_2sSWSAPLV32714, 5657035]
[paragraph, [62.0, 305.0, 507.0, 18.0], shoonya_0s7LCCYYJNYJU5, 5657035]
[paragraph, [62.0, 323.0, 507.0, 18.0], shoonya_0s7LCCYYJNYJU5, 5657035]
[paragraph, [62.0, 341.0, 507.0, 18.0], shoonya_0s7LCCYYJNYJU5, 5657035]
[paragraph, [62.0, 359.0, 507.0, 18.0], shoonya_0s7LCCYYJNYJU5, 5657035]
[paragraph, [62.0, 377.0, 507.0, 18.0], shoonya_0s7LCCYYJNYJU5, 5657035]
[paragraph, [62.0, 395.0, 507.0, 18.0], shoonya_0s7LCCYYJNYJU5, 5657035]
[paragraph, [63.0, 694.0, 507.0, 18.0], shoonya_4sY1IN4WJOIXTR, 5657035]
[paragraph, [63.0, 712.0, 507.0, 18.0], shoonya_4sY1IN4WJOIXTR, 5657035]
[paragraph, [63.0, 730.0, 507.0, 18.0], shoonya_4sY1IN4WJOIXTR, 5657035]
[paragraph, [63.0, 748.0, 507.0, 18.0], shoonya_4sY1IN4WJOIXTR, 5657035]
[paragraph, [63.0, 766.0, 507.0, 18.0], shoonya_4sY1IN4WJOIXTR, 5657035]
[paragraph, [63.0, 784.0, 507.0, 18.0], shoonya_4sY1IN4WJOIXTR, 5657035]
