[1625, 1211]
[paragraph, [781.0, 87.0, 365.0, 36.0], X2PbrHMfj8, 5742091]
[paragraph, [781.0, 123.0, 365.0, 36.0], X2PbrHMfj8, 5742091]
[paragraph, [781.0, 159.0, 365.0, 36.0], X2PbrHMfj8, 5742091]
[paragraph, [781.0, 195.0, 365.0, 36.0], X2PbrHMfj8, 5742091]
[paragraph, [781.0, 231.0, 365.0, 36.0], X2PbrHMfj8, 5742091]
[paragraph, [781.0, 267.0, 365.0, 36.0], X2PbrHMfj8, 5742091]
[paragraph, [781.0, 303.0, 365.0, 36.0], X2PbrHMfj8, 5742091]
[paragraph, [781.0, 339.0, 365.0, 36.0], X2PbrHMfj8, 5742091]
[headline, [193.0, 167.0, 476.0, 37.5], g_l3qyttPN, 5742091]
[paragraph, [78.0, 255.0, 344.0, 36.0], Bi06p7qWwY, 5742091]
[paragraph, [78.0, 291.0, 344.0, 36.0], Bi06p7qWwY, 5742091]
[paragraph, [78.0, 327.0, 344.0, 36.0], Bi06p7qWwY, 5742091]
[paragraph, [78.0, 363.0, 344.0, 36.0], Bi06p7qWwY, 5742091]
[paragraph, [78.0, 399.0, 344.0, 36.0], Bi06p7qWwY, 5742091]
[paragraph, [78.0, 435.0, 344.0, 36.0], Bi06p7qWwY, 5742091]
[paragraph, [78.0, 471.0, 344.0, 36.0], Bi06p7qWwY, 5742091]
[paragraph, [429.0, 306.0, 346.0, 36.0], XUeh8ax2Ez, 5742091]
[paragraph, [429.0, 342.0, 346.0, 36.0], XUeh8ax2Ez, 5742091]
[paragraph, [429.0, 378.0, 346.0, 36.0], XUeh8ax2Ez, 5742091]
[paragraph, [429.0, 414.0, 346.0, 36.0], XUeh8ax2Ez, 5742091]
[paragraph, [429.0, 450.0, 346.0, 36.0], XUeh8ax2Ez, 5742091]
[paragraph, [429.0, 486.0, 346.0, 36.0], XUeh8ax2Ez, 5742091]
[paragraph, [429.0, 522.0, 346.0, 36.0], XUeh8ax2Ez, 5742091]
[paragraph, [429.0, 558.0, 346.0, 36.0], XUeh8ax2Ez, 5742091]
[paragraph, [429.0, 594.0, 346.0, 36.0], XUeh8ax2Ez, 5742091]
[paragraph, [429.0, 630.0, 346.0, 36.0], XUeh8ax2Ez, 5742091]
[paragraph, [429.0, 666.0, 346.0, 36.0], XUeh8ax2Ez, 5742091]
[paragraph, [429.0, 702.0, 346.0, 36.0], XUeh8ax2Ez, 5742091]
[paragraph, [429.0, 738.0, 346.0, 36.0], XUeh8ax2Ez, 5742091]
[paragraph, [429.0, 774.0, 346.0, 36.0], XUeh8ax2Ez, 5742091]
[paragraph, [790.0, 383.0, 349.0, 36.0], 39WNGzTAVH, 5742091]
[paragraph, [790.0, 419.0, 349.0, 36.0], 39WNGzTAVH, 5742091]
[paragraph, [790.0, 455.0, 349.0, 36.0], 39WNGzTAVH, 5742091]
[paragraph, [790.0, 491.0, 349.0, 36.0], 39WNGzTAVH, 5742091]
[paragraph, [790.0, 527.0, 349.0, 36.0], 39WNGzTAVH, 5742091]
[paragraph, [790.0, 563.0, 349.0, 36.0], 39WNGzTAVH, 5742091]
[paragraph, [790.0, 599.0, 349.0, 36.0], 39WNGzTAVH, 5742091]
[paragraph, [82.0, 525.0, 335.0, 36.0], shoonya_0s5OREMLKQAWRW, 5742091]
[paragraph, [82.0, 561.0, 335.0, 36.0], shoonya_0s5OREMLKQAWRW, 5742091]
[paragraph, [82.0, 597.0, 335.0, 36.0], shoonya_0s5OREMLKQAWRW, 5742091]
[paragraph, [82.0, 633.0, 335.0, 36.0], shoonya_0s5OREMLKQAWRW, 5742091]
[paragraph, [82.0, 669.0, 335.0, 36.0], shoonya_0s5OREMLKQAWRW, 5742091]
[paragraph, [82.0, 705.0, 335.0, 36.0], shoonya_0s5OREMLKQAWRW, 5742091]
[paragraph, [82.0, 741.0, 335.0, 36.0], shoonya_0s5OREMLKQAWRW, 5742091]
[paragraph, [82.0, 777.0, 335.0, 36.0], shoonya_0s5OREMLKQAWRW, 5742091]
[paragraph, [82.0, 813.0, 335.0, 36.0], shoonya_0s5OREMLKQAWRW, 5742091]
[paragraph, [784.0, 666.0, 352.0, 36.0], 0wavg_15ae, 5742091]
[paragraph, [784.0, 702.0, 352.0, 36.0], 0wavg_15ae, 5742091]
[paragraph, [784.0, 738.0, 352.0, 36.0], 0wavg_15ae, 5742091]
[paragraph, [784.0, 774.0, 352.0, 36.0], 0wavg_15ae, 5742091]
[paragraph, [784.0, 810.0, 352.0, 36.0], 0wavg_15ae, 5742091]
[paragraph, [784.0, 846.0, 352.0, 36.0], 0wavg_15ae, 5742091]
[paragraph, [784.0, 882.0, 352.0, 36.0], 0wavg_15ae, 5742091]
[paragraph, [784.0, 918.0, 352.0, 36.0], 0wavg_15ae, 5742091]
[paragraph, [784.0, 954.0, 352.0, 36.0], 0wavg_15ae, 5742091]
[paragraph, [784.0, 990.0, 352.0, 36.0], 0wavg_15ae, 5742091]
[paragraph, [784.0, 1026.0, 352.0, 36.0], 0wavg_15ae, 5742091]
[paragraph, [784.0, 1062.0, 352.0, 36.0], 0wavg_15ae, 5742091]
[paragraph, [784.0, 1098.0, 352.0, 36.0], 0wavg_15ae, 5742091]
[paragraph, [784.0, 1134.0, 352.0, 36.0], 0wavg_15ae, 5742091]
[author, [517.0, 825.0, 205.0, 36.0], IhPKdRmPnB, 5742091]
[paragraph, [438.0, 867.0, 338.0, 36.0], H-ajnJ3kzd, 5742091]
[paragraph, [438.0, 903.0, 338.0, 36.0], H-ajnJ3kzd, 5742091]
[paragraph, [438.0, 939.0, 338.0, 36.0], H-ajnJ3kzd, 5742091]
[paragraph, [438.0, 975.0, 338.0, 36.0], H-ajnJ3kzd, 5742091]
[paragraph, [438.0, 1011.0, 338.0, 36.0], H-ajnJ3kzd, 5742091]
[paragraph, [438.0, 1047.0, 338.0, 36.0], H-ajnJ3kzd, 5742091]
[paragraph, [438.0, 1083.0, 338.0, 36.0], H-ajnJ3kzd, 5742091]
[paragraph, [438.0, 1119.0, 338.0, 36.0], H-ajnJ3kzd, 5742091]
[paragraph, [438.0, 1155.0, 338.0, 36.0], H-ajnJ3kzd, 5742091]
[paragraph, [438.0, 1191.0, 338.0, 36.0], H-ajnJ3kzd, 5742091]
[paragraph, [438.0, 1227.0, 338.0, 36.0], H-ajnJ3kzd, 5742091]
[paragraph, [438.0, 1263.0, 338.0, 36.0], H-ajnJ3kzd, 5742091]
[paragraph, [438.0, 1299.0, 338.0, 36.0], H-ajnJ3kzd, 5742091]
[paragraph, [438.0, 1335.0, 338.0, 36.0], H-ajnJ3kzd, 5742091]
[paragraph, [438.0, 1371.0, 338.0, 36.0], H-ajnJ3kzd, 5742091]
[paragraph, [438.0, 1407.0, 338.0, 36.0], H-ajnJ3kzd, 5742091]
[paragraph, [86.0, 892.0, 336.0, 36.0], shoonya_4sFCZ389QMCR5G, 5742091]
[paragraph, [86.0, 928.0, 336.0, 36.0], shoonya_4sFCZ389QMCR5G, 5742091]
[paragraph, [86.0, 964.0, 336.0, 36.0], shoonya_4sFCZ389QMCR5G, 5742091]
[paragraph, [86.0, 1000.0, 336.0, 36.0], shoonya_4sFCZ389QMCR5G, 5742091]
[paragraph, [86.0, 1036.0, 336.0, 36.0], shoonya_4sFCZ389QMCR5G, 5742091]
[paragraph, [86.0, 1072.0, 336.0, 36.0], shoonya_4sFCZ389QMCR5G, 5742091]
[paragraph, [69.0, 1162.0, 362.0, 36.0], ulxd_IlXM-, 5742091]
[paragraph, [69.0, 1198.0, 362.0, 36.0], ulxd_IlXM-, 5742091]
[paragraph, [69.0, 1234.0, 362.0, 36.0], ulxd_IlXM-, 5742091]
[paragraph, [69.0, 1270.0, 362.0, 36.0], ulxd_IlXM-, 5742091]
[paragraph, [69.0, 1306.0, 362.0, 36.0], ulxd_IlXM-, 5742091]
[paragraph, [69.0, 1342.0, 362.0, 36.0], ulxd_IlXM-, 5742091]
[paragraph, [69.0, 1378.0, 362.0, 36.0], ulxd_IlXM-, 5742091]
[paragraph, [69.0, 1414.0, 362.0, 36.0], ulxd_IlXM-, 5742091]
[paragraph, [792.0, 1219.0, 356.0, 36.0], updZ0Gs8qI, 5742091]
[paragraph, [792.0, 1255.0, 356.0, 36.0], updZ0Gs8qI, 5742091]
[paragraph, [792.0, 1291.0, 356.0, 36.0], updZ0Gs8qI, 5742091]
[paragraph, [792.0, 1327.0, 356.0, 36.0], updZ0Gs8qI, 5742091]
[paragraph, [792.0, 1363.0, 356.0, 36.0], updZ0Gs8qI, 5742091]
[paragraph, [792.0, 1399.0, 356.0, 36.0], updZ0Gs8qI, 5742091]
[paragraph, [792.0, 1435.0, 356.0, 36.0], updZ0Gs8qI, 5742091]
