[1200, 825]
[section-title, [144.0, 107.0, 212.0, 30.0], shoonya_3sNTZNQKFSILIK, 5690915]
[paragraph, [143.0, 161.0, 538.0, 18.0], shoonya_1s7WL3LPI1EQVJ, 5690915]
[paragraph, [143.0, 179.0, 538.0, 18.0], shoonya_1s7WL3LPI1EQVJ, 5690915]
[paragraph, [143.0, 197.0, 538.0, 18.0], shoonya_1s7WL3LPI1EQVJ, 5690915]
[paragraph, [143.0, 215.0, 538.0, 18.0], shoonya_1s7WL3LPI1EQVJ, 5690915]
[paragraph, [143.0, 233.0, 538.0, 18.0], shoonya_1s7WL3LPI1EQVJ, 5690915]
[paragraph, [143.0, 251.0, 538.0, 18.0], shoonya_1s7WL3LPI1EQVJ, 5690915]
[paragraph, [143.0, 269.0, 538.0, 18.0], shoonya_1s7WL3LPI1EQVJ, 5690915]
[paragraph, [143.0, 287.0, 538.0, 18.0], shoonya_1s7WL3LPI1EQVJ, 5690915]
[paragraph, [143.0, 305.0, 538.0, 18.0], shoonya_1s7WL3LPI1EQVJ, 5690915]
[paragraph, [143.0, 323.0, 538.0, 18.0], shoonya_1s7WL3LPI1EQVJ, 5690915]
[paragraph, [143.0, 341.0, 538.0, 18.0], shoonya_1s7WL3LPI1EQVJ, 5690915]
[paragraph, [143.0, 359.0, 538.0, 18.0], shoonya_1s7WL3LPI1EQVJ, 5690915]
[paragraph, [143.0, 377.0, 538.0, 18.0], shoonya_1s7WL3LPI1EQVJ, 5690915]
[paragraph, [146.0, 407.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 425.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 443.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 461.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 479.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 497.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 515.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 533.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 551.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 569.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 587.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 605.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 623.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 641.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 659.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 677.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 695.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 713.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 731.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 749.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 767.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 785.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 803.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 821.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 839.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 857.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [146.0, 875.0, 535.0, 18.0], shoonya_0sCQ8W5OE51D1V, 5690915]
[paragraph, [140.0, 898.0, 540.0, 18.0], whWK1zj0I0, 5690915]
[paragraph, [140.0, 916.0, 540.0, 18.0], whWK1zj0I0, 5690915]
[paragraph, [140.0, 934.0, 540.0, 18.0], whWK1zj0I0, 5690915]
[paragraph, [140.0, 952.0, 540.0, 18.0], whWK1zj0I0, 5690915]
[paragraph, [140.0, 970.0, 540.0, 18.0], whWK1zj0I0, 5690915]
[paragraph, [140.0, 988.0, 540.0, 18.0], whWK1zj0I0, 5690915]
[paragraph, [140.0, 1006.0, 540.0, 18.0], whWK1zj0I0, 5690915]
[paragraph, [140.0, 1024.0, 540.0, 18.0], whWK1zj0I0, 5690915]
