[1483, 1081]
[section-title, [310.0, 251.0, 455.0, 30.0], 5nZrobs8vo, 5762770]
[section-title, [310.0, 281.0, 455.0, 30.0], 5nZrobs8vo, 5762770]
[second-level-question, [514.0, 330.0, 398.0, 18.0], EcTmaSi_0R, 5762770]
[second-level-question, [514.0, 348.0, 398.0, 18.0], EcTmaSi_0R, 5762770]
[answer, [181.0, 366.0, 712.0, 18.0], UQPKv5TKV-, 5762770]
[paragraph, [159.0, 398.0, 758.0, 18.0], 2fKpamo0Bg, 5762770]
[paragraph, [159.0, 416.0, 758.0, 18.0], 2fKpamo0Bg, 5762770]
[paragraph, [159.0, 434.0, 758.0, 18.0], 2fKpamo0Bg, 5762770]
[paragraph, [159.0, 452.0, 758.0, 18.0], 2fKpamo0Bg, 5762770]
[folio, [259.0, 484.0, 563.0, 18.0], atA-DXpGLj, 5762770]
[section-title, [554.0, 530.0, 318.0, 30.0], WfFElxLA2z, 5762770]
[section-title, [554.0, 560.0, 318.0, 30.0], WfFElxLA2z, 5762770]
[section-title, [554.0, 590.0, 318.0, 30.0], WfFElxLA2z, 5762770]
[unordered-list, [118.0, 617.0, 416.0, 18.0], R1LHnuG8Bo, 5762770]
[unordered-list, [118.0, 635.0, 416.0, 18.0], R1LHnuG8Bo, 5762770]
[unordered-list, [118.0, 653.0, 416.0, 18.0], R1LHnuG8Bo, 5762770]
[unordered-list, [118.0, 671.0, 416.0, 18.0], R1LHnuG8Bo, 5762770]
[unordered-list, [118.0, 689.0, 416.0, 18.0], R1LHnuG8Bo, 5762770]
[unordered-list, [118.0, 707.0, 416.0, 18.0], R1LHnuG8Bo, 5762770]
[unordered-list, [118.0, 725.0, 416.0, 18.0], R1LHnuG8Bo, 5762770]
[unordered-list, [118.0, 743.0, 416.0, 18.0], R1LHnuG8Bo, 5762770]
[unordered-list, [118.0, 761.0, 416.0, 18.0], R1LHnuG8Bo, 5762770]
[unordered-list, [544.0, 622.0, 410.0, 18.0], shoonya_2s0BE3ZMBLF1SZ, 5762770]
[unordered-list, [544.0, 640.0, 410.0, 18.0], shoonya_2s0BE3ZMBLF1SZ, 5762770]
[unordered-list, [544.0, 658.0, 410.0, 18.0], shoonya_2s0BE3ZMBLF1SZ, 5762770]
[unordered-list, [544.0, 676.0, 410.0, 18.0], shoonya_2s0BE3ZMBLF1SZ, 5762770]
[unordered-list, [544.0, 694.0, 410.0, 18.0], shoonya_2s0BE3ZMBLF1SZ, 5762770]
[unordered-list, [544.0, 712.0, 410.0, 18.0], shoonya_2s0BE3ZMBLF1SZ, 5762770]
[unordered-list, [544.0, 730.0, 410.0, 18.0], shoonya_2s0BE3ZMBLF1SZ, 5762770]
[unordered-list, [544.0, 748.0, 410.0, 18.0], shoonya_2s0BE3ZMBLF1SZ, 5762770]
[section-title, [336.0, 829.0, 453.0, 30.0], shoonya_6sCO0ABLB6NTBJ, 5762770]
[paragraph, [325.0, 1010.0, 440.0, 18.0], UDBj7a9HOp, 5762770]
[contact-info, [277.0, 1052.0, 535.0, 18.0], OlN2RGTluH, 5762770]
[contact-info, [277.0, 1070.0, 535.0, 18.0], OlN2RGTluH, 5762770]
[contact-info, [277.0, 1088.0, 535.0, 18.0], OlN2RGTluH, 5762770]
[website-link, [504.0, 1112.0, 320.0, 18.0], wkV_rENh19, 5762770]
[website-link, [504.0, 1130.0, 320.0, 18.0], wkV_rENh19, 5762770]
[contact-info, [231.0, 1185.0, 628.0, 18.0], D2vBY_2_Vi, 5762770]
[contact-info, [231.0, 1203.0, 628.0, 18.0], D2vBY_2_Vi, 5762770]
[contact-info, [231.0, 1221.0, 628.0, 18.0], D2vBY_2_Vi, 5762770]
[contact-info, [327.0, 1239.0, 437.0, 18.0], fO12dtWj50, 5762770]
[contact-info, [327.0, 1257.0, 437.0, 18.0], fO12dtWj50, 5762770]
[contact-info, [327.0, 1275.0, 437.0, 18.0], fO12dtWj50, 5762770]
[contact-info, [327.0, 1293.0, 437.0, 18.0], fO12dtWj50, 5762770]
