[1468, 909]
[headline, [71.0, 74.0, 201.0, 25.5], shoonya_0sSBFDK69V1FQ0, 5770082]
[sub-headline, [215.0, 101.0, 479.0, 25.5], wIH2ubpUcI, 5770082]
[sub-headline, [215.0, 126.5, 479.0, 25.5], wIH2ubpUcI, 5770082]
[sub-headline, [215.0, 152.0, 479.0, 25.5], wIH2ubpUcI, 5770082]
[sub-headline, [215.0, 177.5, 479.0, 25.5], wIH2ubpUcI, 5770082]
[sub-headline, [215.0, 203.0, 479.0, 25.5], wIH2ubpUcI, 5770082]
[sub-headline, [215.0, 228.5, 479.0, 25.5], wIH2ubpUcI, 5770082]
[author, [281.0, 252.0, 342.0, 18.0], FtLnLuNOyR, 5770082]
[author, [281.0, 270.0, 342.0, 18.0], FtLnLuNOyR, 5770082]
[paragraph, [74.0, 298.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 316.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 334.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 352.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 370.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 388.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 406.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 424.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 442.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 460.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 478.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 496.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 514.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 532.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 550.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 568.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 586.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 604.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 622.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 640.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 658.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 676.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 694.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 712.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 730.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 748.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 766.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 784.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 802.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 820.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 838.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 856.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 874.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 892.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 910.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 928.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 946.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 964.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 982.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1000.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1018.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1036.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1054.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1072.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1090.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1108.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1126.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1144.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1162.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1180.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1198.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1216.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1234.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1252.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1270.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1288.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1306.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1324.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1342.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1360.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [74.0, 1378.0, 377.0, 18.0], oQzCKPQVE-, 5770082]
[paragraph, [457.0, 299.0, 374.0, 18.0], StQlrim3mG, 5770082]
[paragraph, [457.0, 317.0, 374.0, 18.0], StQlrim3mG, 5770082]
[paragraph, [457.0, 335.0, 374.0, 18.0], StQlrim3mG, 5770082]
[paragraph, [457.0, 353.0, 374.0, 18.0], StQlrim3mG, 5770082]
