[1806, 1262]
[folio, [869.0, 100.0, 220.0, 36.0], shoonya_0sQ4CHPMGF163H, 5681816]
[paragraph, [659.0, 178.0, 505.0, 36.0], shoonya_7s92XVF08ZHX9G, 5681816]
[paragraph, [659.0, 214.0, 505.0, 36.0], shoonya_7s92XVF08ZHX9G, 5681816]
[paragraph, [659.0, 250.0, 505.0, 36.0], shoonya_7s92XVF08ZHX9G, 5681816]
[paragraph, [659.0, 286.0, 505.0, 36.0], shoonya_7s92XVF08ZHX9G, 5681816]
[paragraph, [659.0, 322.0, 505.0, 36.0], shoonya_7s92XVF08ZHX9G, 5681816]
[paragraph, [659.0, 358.0, 505.0, 36.0], shoonya_7s92XVF08ZHX9G, 5681816]
[paragraph, [659.0, 394.0, 505.0, 36.0], shoonya_7s92XVF08ZHX9G, 5681816]
[paragraph, [92.0, 188.0, 506.0, 36.0], shoonya_3s3QTJPG4TSNN6, 5681816]
[paragraph, [92.0, 224.0, 506.0, 36.0], shoonya_3s3QTJPG4TSNN6, 5681816]
[paragraph, [92.0, 260.0, 506.0, 36.0], shoonya_3s3QTJPG4TSNN6, 5681816]
[paragraph, [92.0, 296.0, 506.0, 36.0], shoonya_3s3QTJPG4TSNN6, 5681816]
[paragraph, [92.0, 332.0, 506.0, 36.0], shoonya_3s3QTJPG4TSNN6, 5681816]
[paragraph, [92.0, 368.0, 506.0, 36.0], shoonya_3s3QTJPG4TSNN6, 5681816]
[paragraph, [92.0, 404.0, 506.0, 36.0], shoonya_3s3QTJPG4TSNN6, 5681816]
[paragraph, [92.0, 440.0, 506.0, 36.0], shoonya_3s3QTJPG4TSNN6, 5681816]
[paragraph, [92.0, 476.0, 506.0, 36.0], shoonya_3s3QTJPG4TSNN6, 5681816]
[paragraph, [661.0, 439.0, 499.0, 36.0], shoonya_8s1AQI3HGY812Y, 5681816]
[paragraph, [661.0, 475.0, 499.0, 36.0], shoonya_8s1AQI3HGY812Y, 5681816]
[paragraph, [661.0, 511.0, 499.0, 36.0], shoonya_8s1AQI3HGY812Y, 5681816]
[paragraph, [661.0, 547.0, 499.0, 36.0], shoonya_8s1AQI3HGY812Y, 5681816]
[paragraph, [661.0, 583.0, 499.0, 36.0], shoonya_8s1AQI3HGY812Y, 5681816]
[paragraph, [661.0, 619.0, 499.0, 36.0], shoonya_8s1AQI3HGY812Y, 5681816]
[paragraph, [661.0, 655.0, 499.0, 36.0], shoonya_8s1AQI3HGY812Y, 5681816]
[paragraph, [661.0, 691.0, 499.0, 36.0], shoonya_8s1AQI3HGY812Y, 5681816]
[paragraph, [661.0, 727.0, 499.0, 36.0], shoonya_8s1AQI3HGY812Y, 5681816]
[paragraph, [661.0, 763.0, 499.0, 36.0], shoonya_8s1AQI3HGY812Y, 5681816]
[paragraph, [97.0, 549.0, 498.0, 36.0], shoonya_4sHKXV7K9EL1Q6, 5681816]
[paragraph, [97.0, 585.0, 498.0, 36.0], shoonya_4sHKXV7K9EL1Q6, 5681816]
[paragraph, [97.0, 621.0, 498.0, 36.0], shoonya_4sHKXV7K9EL1Q6, 5681816]
[paragraph, [97.0, 657.0, 498.0, 36.0], shoonya_4sHKXV7K9EL1Q6, 5681816]
[paragraph, [97.0, 693.0, 498.0, 36.0], shoonya_4sHKXV7K9EL1Q6, 5681816]
[paragraph, [97.0, 729.0, 498.0, 36.0], shoonya_4sHKXV7K9EL1Q6, 5681816]
[paragraph, [97.0, 765.0, 498.0, 36.0], shoonya_4sHKXV7K9EL1Q6, 5681816]
[paragraph, [97.0, 801.0, 498.0, 36.0], shoonya_4sHKXV7K9EL1Q6, 5681816]
[paragraph, [97.0, 837.0, 498.0, 36.0], shoonya_4sHKXV7K9EL1Q6, 5681816]
[paragraph, [97.0, 873.0, 498.0, 36.0], shoonya_4sHKXV7K9EL1Q6, 5681816]
[paragraph, [659.0, 832.0, 500.0, 36.0], F7LZJu8dtW, 5681816]
[paragraph, [659.0, 868.0, 500.0, 36.0], F7LZJu8dtW, 5681816]
[paragraph, [659.0, 904.0, 500.0, 36.0], F7LZJu8dtW, 5681816]
[paragraph, [659.0, 940.0, 500.0, 36.0], F7LZJu8dtW, 5681816]
[paragraph, [659.0, 976.0, 500.0, 36.0], F7LZJu8dtW, 5681816]
[paragraph, [659.0, 1012.0, 500.0, 36.0], F7LZJu8dtW, 5681816]
[paragraph, [659.0, 1048.0, 500.0, 36.0], F7LZJu8dtW, 5681816]
[paragraph, [659.0, 1084.0, 500.0, 36.0], F7LZJu8dtW, 5681816]
[paragraph, [659.0, 1120.0, 500.0, 36.0], F7LZJu8dtW, 5681816]
[paragraph, [659.0, 1156.0, 500.0, 36.0], F7LZJu8dtW, 5681816]
[paragraph, [659.0, 1192.0, 500.0, 36.0], F7LZJu8dtW, 5681816]
[paragraph, [659.0, 1228.0, 500.0, 36.0], F7LZJu8dtW, 5681816]
[paragraph, [659.0, 1264.0, 500.0, 36.0], F7LZJu8dtW, 5681816]
[paragraph, [659.0, 1300.0, 500.0, 36.0], F7LZJu8dtW, 5681816]
[paragraph, [659.0, 1336.0, 500.0, 36.0], F7LZJu8dtW, 5681816]
[paragraph, [659.0, 1372.0, 500.0, 36.0], F7LZJu8dtW, 5681816]
[paragraph, [101.0, 953.0, 498.0, 36.0], shoonya_5s3KO9013S5IA6, 5681816]
[paragraph, [101.0, 989.0, 498.0, 36.0], shoonya_5s3KO9013S5IA6, 5681816]
[paragraph, [101.0, 1025.0, 498.0, 36.0], shoonya_5s3KO9013S5IA6, 5681816]
[paragraph, [101.0, 1061.0, 498.0, 36.0], shoonya_5s3KO9013S5IA6, 5681816]
[paragraph, [101.0, 1097.0, 498.0, 36.0], shoonya_5s3KO9013S5IA6, 5681816]
[paragraph, [101.0, 1133.0, 498.0, 36.0], shoonya_5s3KO9013S5IA6, 5681816]
[paragraph, [101.0, 1169.0, 498.0, 36.0], shoonya_5s3KO9013S5IA6, 5681816]
[paragraph, [101.0, 1205.0, 498.0, 36.0], shoonya_5s3KO9013S5IA6, 5681816]
[paragraph, [101.0, 1241.0, 498.0, 36.0], shoonya_5s3KO9013S5IA6, 5681816]
[paragraph, [101.0, 1277.0, 498.0, 36.0], shoonya_5s3KO9013S5IA6, 5681816]
[paragraph, [101.0, 1313.0, 498.0, 36.0], shoonya_5s3KO9013S5IA6, 5681816]
[paragraph, [101.0, 1349.0, 498.0, 36.0], shoonya_5s3KO9013S5IA6, 5681816]
[paragraph, [96.0, 1420.0, 506.0, 36.0], shoonya_6s88NH9S9HZALY, 5681816]
[paragraph, [96.0, 1456.0, 506.0, 36.0], shoonya_6s88NH9S9HZALY, 5681816]
[paragraph, [96.0, 1492.0, 506.0, 36.0], shoonya_6s88NH9S9HZALY, 5681816]
[paragraph, [96.0, 1528.0, 506.0, 36.0], shoonya_6s88NH9S9HZALY, 5681816]
[paragraph, [96.0, 1564.0, 506.0, 36.0], shoonya_6s88NH9S9HZALY, 5681816]
[paragraph, [96.0, 1600.0, 506.0, 36.0], shoonya_6s88NH9S9HZALY, 5681816]
[paragraph, [96.0, 1636.0, 506.0, 36.0], shoonya_6s88NH9S9HZALY, 5681816]
[paragraph, [96.0, 1672.0, 506.0, 36.0], shoonya_6s88NH9S9HZALY, 5681816]
