[1220, 768]
[headline, [279.0, 68.0, 249.0, 25.5], FEKtFo3Xzb, 5770491]
[headline, [279.0, 93.5, 249.0, 25.5], FEKtFo3Xzb, 5770491]
[paragraph, [75.0, 124.0, 303.0, 18.0], OE_Bd95LJa, 5770491]
[paragraph, [75.0, 142.0, 303.0, 18.0], OE_Bd95LJa, 5770491]
[paragraph, [75.0, 160.0, 303.0, 18.0], OE_Bd95LJa, 5770491]
[paragraph, [75.0, 178.0, 303.0, 18.0], OE_Bd95LJa, 5770491]
[paragraph, [75.0, 196.0, 303.0, 18.0], OE_Bd95LJa, 5770491]
[paragraph, [75.0, 214.0, 303.0, 18.0], OE_Bd95LJa, 5770491]
[paragraph, [75.0, 232.0, 303.0, 18.0], OE_Bd95LJa, 5770491]
[paragraph, [75.0, 250.0, 303.0, 18.0], OE_Bd95LJa, 5770491]
[paragraph, [75.0, 268.0, 303.0, 18.0], OE_Bd95LJa, 5770491]
[paragraph, [75.0, 286.0, 303.0, 18.0], OE_Bd95LJa, 5770491]
[paragraph, [75.0, 304.0, 303.0, 18.0], OE_Bd95LJa, 5770491]
[paragraph, [75.0, 322.0, 303.0, 18.0], OE_Bd95LJa, 5770491]
[paragraph, [75.0, 340.0, 303.0, 18.0], OE_Bd95LJa, 5770491]
[paragraph, [388.0, 130.0, 303.0, 18.0], Uk5Lhb-Oz2, 5770491]
[paragraph, [388.0, 148.0, 303.0, 18.0], Uk5Lhb-Oz2, 5770491]
[paragraph, [388.0, 166.0, 303.0, 18.0], Uk5Lhb-Oz2, 5770491]
[paragraph, [388.0, 184.0, 303.0, 18.0], Uk5Lhb-Oz2, 5770491]
[paragraph, [388.0, 202.0, 303.0, 18.0], Uk5Lhb-Oz2, 5770491]
[paragraph, [388.0, 220.0, 303.0, 18.0], Uk5Lhb-Oz2, 5770491]
[paragraph, [388.0, 238.0, 303.0, 18.0], Uk5Lhb-Oz2, 5770491]
[paragraph, [388.0, 256.0, 303.0, 18.0], Uk5Lhb-Oz2, 5770491]
[paragraph, [388.0, 274.0, 303.0, 18.0], Uk5Lhb-Oz2, 5770491]
[paragraph, [388.0, 292.0, 303.0, 18.0], Uk5Lhb-Oz2, 5770491]
[paragraph, [388.0, 310.0, 303.0, 18.0], Uk5Lhb-Oz2, 5770491]
[paragraph, [409.0, 319.0, 278.0, 18.0], UqhXcFPbdS, 5770491]
[paragraph, [409.0, 337.0, 278.0, 18.0], UqhXcFPbdS, 5770491]
[paragraph, [409.0, 355.0, 278.0, 18.0], UqhXcFPbdS, 5770491]
[paragraph, [99.0, 365.0, 276.0, 18.0], lXtNSe2_fz, 5770491]
[paragraph, [99.0, 383.0, 276.0, 18.0], lXtNSe2_fz, 5770491]
[paragraph, [416.0, 367.0, 268.0, 18.0], Lo5OS3qmE_, 5770491]
[paragraph, [416.0, 385.0, 268.0, 18.0], Lo5OS3qmE_, 5770491]
[paragraph, [81.0, 413.0, 249.0, 18.0], Eoy-y2G5vN, 5770491]
[paragraph, [411.0, 414.0, 255.0, 18.0], q8neXvDazo, 5770491]
[paragraph, [411.0, 432.0, 255.0, 18.0], q8neXvDazo, 5770491]
[paragraph, [75.0, 440.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 458.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 476.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 494.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 512.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 530.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 548.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 566.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 584.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 602.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 620.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 638.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 656.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 674.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 692.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 710.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 728.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 746.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 764.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 782.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 800.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 818.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 836.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 854.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 872.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 890.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 908.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 926.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 944.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 962.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 980.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 998.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 1016.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 1034.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 1052.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 1070.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 1088.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 1106.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [75.0, 1124.0, 310.0, 18.0], V4wwGA3naZ, 5770491]
[paragraph, [406.0, 461.0, 270.0, 18.0], 2rbQACEe31, 5770491]
[paragraph, [406.0, 479.0, 270.0, 18.0], 2rbQACEe31, 5770491]
[paragraph, [411.0, 506.0, 226.0, 18.0], M7AfcK7SeU, 5770491]
[paragraph, [411.0, 524.0, 226.0, 18.0], M7AfcK7SeU, 5770491]
[paragraph, [411.0, 542.0, 226.0, 18.0], M7AfcK7SeU, 5770491]
[paragraph, [406.0, 557.0, 263.0, 18.0], hw3zG-LNao, 5770491]
[paragraph, [406.0, 575.0, 263.0, 18.0], hw3zG-LNao, 5770491]
[paragraph, [400.0, 604.0, 267.0, 18.0], OPoHnxokfg, 5770491]
[paragraph, [400.0, 622.0, 267.0, 18.0], OPoHnxokfg, 5770491]
[paragraph, [397.0, 647.0, 294.0, 18.0], iXtqkng4SX, 5770491]
[paragraph, [397.0, 665.0, 294.0, 18.0], iXtqkng4SX, 5770491]
[paragraph, [414.0, 699.0, 256.0, 18.0], AhWIBdTN5L, 5770491]
[paragraph, [414.0, 717.0, 256.0, 18.0], AhWIBdTN5L, 5770491]
[paragraph, [412.0, 744.0, 243.0, 18.0], HfFWB-5J03, 5770491]
[paragraph, [412.0, 762.0, 243.0, 18.0], HfFWB-5J03, 5770491]
[paragraph, [403.0, 791.0, 240.0, 18.0], mQsN85Il2I, 5770491]
[paragraph, [403.0, 809.0, 240.0, 18.0], mQsN85Il2I, 5770491]
