[1518, 1075]
[paragraph, [112.0, 173.0, 427.0, 36.0], shoonya_12sDIXLVB6ICDL, 5722811]
[paragraph, [112.0, 209.0, 427.0, 36.0], shoonya_12sDIXLVB6ICDL, 5722811]
[paragraph, [112.0, 245.0, 427.0, 36.0], shoonya_12sDIXLVB6ICDL, 5722811]
[paragraph, [112.0, 281.0, 427.0, 36.0], shoonya_12sDIXLVB6ICDL, 5722811]
[paragraph, [112.0, 317.0, 427.0, 36.0], shoonya_12sDIXLVB6ICDL, 5722811]
[paragraph, [557.0, 254.0, 427.0, 36.0], shoonya_0sSP1RKQNMQ7NX, 5722811]
[paragraph, [557.0, 290.0, 427.0, 36.0], shoonya_0sSP1RKQNMQ7NX, 5722811]
[paragraph, [557.0, 326.0, 427.0, 36.0], shoonya_0sSP1RKQNMQ7NX, 5722811]
[paragraph, [557.0, 362.0, 427.0, 36.0], shoonya_0sSP1RKQNMQ7NX, 5722811]
[paragraph, [557.0, 398.0, 427.0, 36.0], shoonya_0sSP1RKQNMQ7NX, 5722811]
[paragraph, [557.0, 434.0, 427.0, 36.0], shoonya_0sSP1RKQNMQ7NX, 5722811]
[paragraph, [557.0, 470.0, 427.0, 36.0], shoonya_0sSP1RKQNMQ7NX, 5722811]
[paragraph, [557.0, 506.0, 427.0, 36.0], shoonya_0sSP1RKQNMQ7NX, 5722811]
[paragraph, [557.0, 542.0, 427.0, 36.0], shoonya_0sSP1RKQNMQ7NX, 5722811]
[paragraph, [557.0, 578.0, 427.0, 36.0], shoonya_0sSP1RKQNMQ7NX, 5722811]
[paragraph, [557.0, 614.0, 427.0, 36.0], shoonya_0sSP1RKQNMQ7NX, 5722811]
[paragraph, [557.0, 650.0, 427.0, 36.0], shoonya_0sSP1RKQNMQ7NX, 5722811]
[paragraph, [557.0, 686.0, 427.0, 36.0], shoonya_0sSP1RKQNMQ7NX, 5722811]
[paragraph, [557.0, 722.0, 427.0, 36.0], shoonya_0sSP1RKQNMQ7NX, 5722811]
[paragraph, [557.0, 758.0, 427.0, 36.0], shoonya_0sSP1RKQNMQ7NX, 5722811]
[paragraph, [557.0, 794.0, 427.0, 36.0], shoonya_0sSP1RKQNMQ7NX, 5722811]
[paragraph, [112.0, 412.0, 431.0, 36.0], shoonya_1sETXUMMYBMOHN, 5722811]
[paragraph, [112.0, 448.0, 431.0, 36.0], shoonya_1sETXUMMYBMOHN, 5722811]
[paragraph, [112.0, 484.0, 431.0, 36.0], shoonya_1sETXUMMYBMOHN, 5722811]
[paragraph, [112.0, 520.0, 431.0, 36.0], shoonya_1sETXUMMYBMOHN, 5722811]
[paragraph, [112.0, 556.0, 431.0, 36.0], shoonya_1sETXUMMYBMOHN, 5722811]
[paragraph, [112.0, 592.0, 431.0, 36.0], shoonya_1sETXUMMYBMOHN, 5722811]
[paragraph, [112.0, 628.0, 431.0, 36.0], shoonya_1sETXUMMYBMOHN, 5722811]
[paragraph, [112.0, 664.0, 431.0, 36.0], shoonya_1sETXUMMYBMOHN, 5722811]
[paragraph, [112.0, 700.0, 431.0, 36.0], shoonya_1sETXUMMYBMOHN, 5722811]
[paragraph, [112.0, 736.0, 431.0, 36.0], shoonya_1sETXUMMYBMOHN, 5722811]
[paragraph, [112.0, 772.0, 431.0, 36.0], shoonya_1sETXUMMYBMOHN, 5722811]
[paragraph, [112.0, 808.0, 431.0, 36.0], shoonya_1sETXUMMYBMOHN, 5722811]
[paragraph, [112.0, 844.0, 431.0, 36.0], shoonya_1sETXUMMYBMOHN, 5722811]
[paragraph, [112.0, 880.0, 431.0, 36.0], shoonya_1sETXUMMYBMOHN, 5722811]
[paragraph, [557.0, 886.0, 428.0, 36.0], shoonya_2s0BE54WDXBF95, 5722811]
[paragraph, [557.0, 922.0, 428.0, 36.0], shoonya_2s0BE54WDXBF95, 5722811]
[paragraph, [557.0, 958.0, 428.0, 36.0], shoonya_2s0BE54WDXBF95, 5722811]
[paragraph, [557.0, 994.0, 428.0, 36.0], shoonya_2s0BE54WDXBF95, 5722811]
[paragraph, [557.0, 1030.0, 428.0, 36.0], shoonya_2s0BE54WDXBF95, 5722811]
[paragraph, [557.0, 1066.0, 428.0, 36.0], shoonya_2s0BE54WDXBF95, 5722811]
[paragraph, [557.0, 1102.0, 428.0, 36.0], shoonya_2s0BE54WDXBF95, 5722811]
[paragraph, [557.0, 1138.0, 428.0, 36.0], shoonya_2s0BE54WDXBF95, 5722811]
[paragraph, [557.0, 1174.0, 428.0, 36.0], shoonya_2s0BE54WDXBF95, 5722811]
[paragraph, [557.0, 1210.0, 428.0, 36.0], shoonya_2s0BE54WDXBF95, 5722811]
[paragraph, [557.0, 1246.0, 428.0, 36.0], shoonya_2s0BE54WDXBF95, 5722811]
[paragraph, [557.0, 1282.0, 428.0, 36.0], shoonya_2s0BE54WDXBF95, 5722811]
[paragraph, [112.0, 989.0, 428.0, 36.0], shoonya_3sKYI0QTOJLSJ8, 5722811]
[paragraph, [112.0, 1025.0, 428.0, 36.0], shoonya_3sKYI0QTOJLSJ8, 5722811]
[paragraph, [112.0, 1061.0, 428.0, 36.0], shoonya_3sKYI0QTOJLSJ8, 5722811]
[paragraph, [112.0, 1097.0, 428.0, 36.0], shoonya_3sKYI0QTOJLSJ8, 5722811]
[paragraph, [112.0, 1133.0, 428.0, 36.0], shoonya_3sKYI0QTOJLSJ8, 5722811]
[paragraph, [112.0, 1169.0, 428.0, 36.0], shoonya_3sKYI0QTOJLSJ8, 5722811]
[paragraph, [112.0, 1205.0, 428.0, 36.0], shoonya_3sKYI0QTOJLSJ8, 5722811]
[paragraph, [112.0, 1241.0, 428.0, 36.0], shoonya_3sKYI0QTOJLSJ8, 5722811]
[paragraph, [112.0, 1277.0, 428.0, 36.0], shoonya_3sKYI0QTOJLSJ8, 5722811]
[folio, [192.0, 1383.0, 417.0, 36.0], shoonya_8s1JNRTM7JB5S8, 5722811]
