[1545, 2000]
[section-title, [1423.0, 107.0, 344.0, 49.5], UFp8TXrdJ1, 6532475]
[section-title, [1423.0, 156.5, 344.0, 49.5], UFp8TXrdJ1, 6532475]
[sub-section-title, [1425.0, 249.0, 364.0, 36.0], KfKoH0xUK1, 6532475]
[sub-section-title, [1425.0, 285.0, 364.0, 36.0], KfKoH0xUK1, 6532475]
[sub-section-title, [1425.0, 321.0, 364.0, 36.0], KfKoH0xUK1, 6532475]
[sub-section-title, [1425.0, 357.0, 364.0, 36.0], KfKoH0xUK1, 6532475]
[sub-section-title, [1425.0, 393.0, 364.0, 36.0], KfKoH0xUK1, 6532475]
[sub-section-title, [1425.0, 429.0, 364.0, 36.0], KfKoH0xUK1, 6532475]
[sub-section-title, [1425.0, 465.0, 364.0, 36.0], KfKoH0xUK1, 6532475]
[sub-section-title, [1425.0, 501.0, 364.0, 36.0], KfKoH0xUK1, 6532475]
[sub-section-title, [1425.0, 537.0, 364.0, 36.0], KfKoH0xUK1, 6532475]
[sub-section-title, [1425.0, 573.0, 364.0, 36.0], KfKoH0xUK1, 6532475]
[sub-section-title, [1425.0, 609.0, 364.0, 36.0], KfKoH0xUK1, 6532475]
[sub-section-title, [1425.0, 645.0, 364.0, 36.0], KfKoH0xUK1, 6532475]
[sub-section-title, [1425.0, 681.0, 364.0, 36.0], KfKoH0xUK1, 6532475]
[section-title, [62.0, 431.0, 421.0, 49.5], FT5UxRtR_-, 6532475]
[paragraph, [62.0, 544.0, 521.0, 36.0], x06GCRvsva, 6532475]
[paragraph, [62.0, 580.0, 521.0, 36.0], x06GCRvsva, 6532475]
[paragraph, [62.0, 616.0, 521.0, 36.0], x06GCRvsva, 6532475]
[paragraph, [62.0, 652.0, 521.0, 36.0], x06GCRvsva, 6532475]
[paragraph, [1423.0, 737.0, 488.0, 36.0], shoonya_0sBES47LRXX9LU, 6532475]
[paragraph, [1423.0, 773.0, 488.0, 36.0], shoonya_0sBES47LRXX9LU, 6532475]
[paragraph, [1423.0, 809.0, 488.0, 36.0], shoonya_0sBES47LRXX9LU, 6532475]
[paragraph, [1423.0, 845.0, 488.0, 36.0], shoonya_0sBES47LRXX9LU, 6532475]
[paragraph, [1423.0, 881.0, 488.0, 36.0], shoonya_0sBES47LRXX9LU, 6532475]
[paragraph, [1423.0, 917.0, 488.0, 36.0], shoonya_0sBES47LRXX9LU, 6532475]
[paragraph, [1423.0, 953.0, 488.0, 36.0], shoonya_0sBES47LRXX9LU, 6532475]
[paragraph, [1423.0, 989.0, 488.0, 36.0], shoonya_0sBES47LRXX9LU, 6532475]
[paragraph, [1423.0, 1025.0, 488.0, 36.0], shoonya_0sBES47LRXX9LU, 6532475]
[ordered-list, [132.0, 766.0, 414.0, 36.0], x4uCixhQv-, 6532475]
[ordered-list, [132.0, 802.0, 414.0, 36.0], x4uCixhQv-, 6532475]
[ordered-list, [132.0, 838.0, 414.0, 36.0], x4uCixhQv-, 6532475]
[ordered-list, [132.0, 874.0, 414.0, 36.0], x4uCixhQv-, 6532475]
[ordered-list, [132.0, 910.0, 414.0, 36.0], x4uCixhQv-, 6532475]
[ordered-list, [132.0, 946.0, 414.0, 36.0], x4uCixhQv-, 6532475]
[ordered-list, [132.0, 982.0, 414.0, 36.0], x4uCixhQv-, 6532475]
[ordered-list, [132.0, 1018.0, 414.0, 36.0], x4uCixhQv-, 6532475]
[ordered-list, [132.0, 1054.0, 414.0, 36.0], x4uCixhQv-, 6532475]
[ordered-list, [132.0, 1090.0, 414.0, 36.0], x4uCixhQv-, 6532475]
[ordered-list, [132.0, 1126.0, 414.0, 36.0], x4uCixhQv-, 6532475]
[ordered-list, [132.0, 1162.0, 414.0, 36.0], x4uCixhQv-, 6532475]
[ordered-list, [132.0, 1198.0, 414.0, 36.0], x4uCixhQv-, 6532475]
[ordered-list, [132.0, 1234.0, 414.0, 36.0], x4uCixhQv-, 6532475]
[section-title, [731.0, 891.0, 411.0, 49.5], X1k2XstVEM, 6532475]
[section-title, [731.0, 940.5, 411.0, 49.5], X1k2XstVEM, 6532475]
[section-title, [731.0, 990.0, 411.0, 49.5], X1k2XstVEM, 6532475]
[paragraph, [746.0, 1033.0, 429.0, 36.0], 7TJuEXt9y2, 6532475]
[paragraph, [746.0, 1069.0, 429.0, 36.0], 7TJuEXt9y2, 6532475]
[paragraph, [746.0, 1105.0, 429.0, 36.0], 7TJuEXt9y2, 6532475]
[paragraph, [746.0, 1141.0, 429.0, 36.0], 7TJuEXt9y2, 6532475]
[paragraph, [746.0, 1177.0, 429.0, 36.0], 7TJuEXt9y2, 6532475]
[paragraph, [746.0, 1213.0, 429.0, 36.0], 7TJuEXt9y2, 6532475]
[paragraph, [746.0, 1249.0, 429.0, 36.0], 7TJuEXt9y2, 6532475]
[paragraph, [746.0, 1285.0, 429.0, 36.0], 7TJuEXt9y2, 6532475]
[paragraph, [746.0, 1321.0, 429.0, 36.0], 7TJuEXt9y2, 6532475]
[paragraph, [746.0, 1357.0, 429.0, 36.0], 7TJuEXt9y2, 6532475]
[paragraph, [1435.0, 1093.0, 474.0, 36.0], fxKli3hPsB, 6532475]
[paragraph, [1435.0, 1129.0, 474.0, 36.0], fxKli3hPsB, 6532475]
[paragraph, [1435.0, 1165.0, 474.0, 36.0], fxKli3hPsB, 6532475]
[paragraph, [1435.0, 1201.0, 474.0, 36.0], fxKli3hPsB, 6532475]
[paragraph, [1435.0, 1237.0, 474.0, 36.0], fxKli3hPsB, 6532475]
[footnote, [1463.0, 1367.0, 416.0, 36.0], k3QqAvg1NT, 6532475]
[website-link, [132.0, 1370.0, 264.0, 18.0], c0a1Sa9sdw, 6532475]
[website-link, [132.0, 1388.0, 264.0, 18.0], c0a1Sa9sdw, 6532475]
