[1275, 1650]
[folio, [208.0, 117.0, 563.0, 18.0], yFl0YJBL2G, 5764711]
[folio, [208.0, 135.0, 563.0, 18.0], yFl0YJBL2G, 5764711]
[folio, [208.0, 153.0, 563.0, 18.0], yFl0YJBL2G, 5764711]
[folio, [208.0, 171.0, 563.0, 18.0], yFl0YJBL2G, 5764711]
[folio, [208.0, 189.0, 563.0, 18.0], yFl0YJBL2G, 5764711]
[folio, [208.0, 207.0, 563.0, 18.0], yFl0YJBL2G, 5764711]
[folio, [208.0, 225.0, 563.0, 18.0], yFl0YJBL2G, 5764711]
[folio, [208.0, 243.0, 563.0, 18.0], yFl0YJBL2G, 5764711]
[folio, [208.0, 261.0, 563.0, 18.0], yFl0YJBL2G, 5764711]
[folio, [208.0, 279.0, 563.0, 18.0], yFl0YJBL2G, 5764711]
[folio, [208.0, 297.0, 563.0, 18.0], yFl0YJBL2G, 5764711]
[sidebar, [78.0, 321.0, 125.0, 18.0], -bX8M20ZBx, 5764711]
[sidebar, [556.0, 321.0, 222.0, 18.0], JxiiFoNSkq, 5764711]
[sidebar, [631.0, 356.0, 142.0, 18.0], vmm5PTvswW, 5764711]
[sidebar, [631.0, 374.0, 142.0, 18.0], vmm5PTvswW, 5764711]
[second-level-question, [68.0, 394.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 412.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 430.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 448.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 466.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 484.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 502.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 520.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 538.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 556.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 574.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 592.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 610.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 628.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 646.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 664.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 682.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 700.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 718.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 736.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 754.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 772.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 790.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 808.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 826.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 844.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 862.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 880.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 898.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 916.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 934.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 952.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 970.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 988.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 1006.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 1024.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 1042.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[second-level-question, [68.0, 1060.0, 752.0, 18.0], IeHJjw6afc, 5764711]
[folio, [451.0, 1118.0, 251.0, 18.0], JeRbckZddT, 5764711]
