[1518, 1075]
[figure-caption, [552.0, 108.0, 75.0, 36.0], 92gliSqHd8, 5722082]
[paragraph, [114.0, 172.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 208.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 244.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 280.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 316.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 352.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 388.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 424.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 460.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 496.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 532.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 568.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 604.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 640.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 676.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 712.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 748.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 784.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 820.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 856.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 892.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 928.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 964.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 1000.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 1036.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 1072.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [114.0, 1108.0, 427.0, 36.0], shoonya_0sS5BLZ8H16F9I, 5722082]
[paragraph, [555.0, 173.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 209.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 245.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 281.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 317.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 353.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 389.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 425.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 461.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 497.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 533.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 569.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 605.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 641.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 677.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 713.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 749.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 785.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 821.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 857.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 893.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 929.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 965.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 1001.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 1037.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 1073.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 1109.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 1145.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 1181.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 1217.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 1253.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [555.0, 1289.0, 430.0, 36.0], shoonya_1sIZSSBLZDVYPV, 5722082]
[paragraph, [115.0, 1199.0, 425.0, 36.0], shoonya_3sKJ71UII4WUXE, 5722082]
[paragraph, [115.0, 1235.0, 425.0, 36.0], shoonya_3sKJ71UII4WUXE, 5722082]
[paragraph, [115.0, 1271.0, 425.0, 36.0], shoonya_3sKJ71UII4WUXE, 5722082]
