[2339, 1656]
[paragraph, [815.0, 75.0, 712.0, 36.0], shoonya_8s2MA1DAGS1ARW, 5749358]
[paragraph, [815.0, 111.0, 712.0, 36.0], shoonya_8s2MA1DAGS1ARW, 5749358]
[paragraph, [815.0, 147.0, 712.0, 36.0], shoonya_8s2MA1DAGS1ARW, 5749358]
[paragraph, [815.0, 183.0, 712.0, 36.0], shoonya_8s2MA1DAGS1ARW, 5749358]
[paragraph, [156.0, 78.0, 570.0, 36.0], shoonya_6s6R9XW7SVUF0Z, 5749358]
[paragraph, [80.0, 137.0, 707.0, 36.0], bkm276GQQK, 5749358]
[paragraph, [80.0, 173.0, 707.0, 36.0], bkm276GQQK, 5749358]
[paragraph, [80.0, 209.0, 707.0, 36.0], bkm276GQQK, 5749358]
[paragraph, [80.0, 245.0, 707.0, 36.0], bkm276GQQK, 5749358]
[paragraph, [80.0, 281.0, 707.0, 36.0], bkm276GQQK, 5749358]
[paragraph, [80.0, 317.0, 707.0, 36.0], bkm276GQQK, 5749358]
[paragraph, [80.0, 353.0, 707.0, 36.0], bkm276GQQK, 5749358]
[paragraph, [80.0, 389.0, 707.0, 36.0], bkm276GQQK, 5749358]
[paragraph, [80.0, 425.0, 707.0, 36.0], bkm276GQQK, 5749358]
[paragraph, [80.0, 461.0, 707.0, 36.0], bkm276GQQK, 5749358]
[paragraph, [80.0, 497.0, 707.0, 36.0], bkm276GQQK, 5749358]
[paragraph, [80.0, 533.0, 707.0, 36.0], bkm276GQQK, 5749358]
[paragraph, [80.0, 569.0, 707.0, 36.0], bkm276GQQK, 5749358]
[paragraph, [817.0, 238.0, 716.0, 36.0], dLUGY5yqRm, 5749358]
[paragraph, [817.0, 274.0, 716.0, 36.0], dLUGY5yqRm, 5749358]
[paragraph, [817.0, 310.0, 716.0, 36.0], dLUGY5yqRm, 5749358]
[paragraph, [817.0, 346.0, 716.0, 36.0], dLUGY5yqRm, 5749358]
[paragraph, [811.0, 400.0, 722.0, 36.0], ng_kxsEBmj, 5749358]
[paragraph, [811.0, 436.0, 722.0, 36.0], ng_kxsEBmj, 5749358]
[paragraph, [811.0, 472.0, 722.0, 36.0], ng_kxsEBmj, 5749358]
[paragraph, [811.0, 508.0, 722.0, 36.0], ng_kxsEBmj, 5749358]
[paragraph, [881.0, 563.0, 422.0, 36.0], 6NGWGN7SLL, 5749358]
[paragraph, [76.0, 613.0, 707.0, 36.0], PS3m5j9z5U, 5749358]
[paragraph, [76.0, 649.0, 707.0, 36.0], PS3m5j9z5U, 5749358]
[paragraph, [894.0, 614.0, 271.0, 36.0], DtEa2RsxAb, 5749358]
[paragraph, [820.0, 664.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 700.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 736.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 772.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 808.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 844.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 880.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 916.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 952.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 988.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 1024.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 1060.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 1096.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 1132.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 1168.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 1204.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 1240.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 1276.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 1312.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 1348.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 1384.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 1420.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 1456.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 1492.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [820.0, 1528.0, 705.0, 36.0], shoonya_0s5JOQE07M4GQJ, 5749358]
[paragraph, [81.0, 722.0, 708.0, 36.0], shoonya_7s9RHXSW4S6TYB, 5749358]
[paragraph, [81.0, 758.0, 708.0, 36.0], shoonya_7s9RHXSW4S6TYB, 5749358]
[paragraph, [81.0, 794.0, 708.0, 36.0], shoonya_7s9RHXSW4S6TYB, 5749358]
[paragraph, [81.0, 830.0, 708.0, 36.0], shoonya_7s9RHXSW4S6TYB, 5749358]
[paragraph, [81.0, 866.0, 708.0, 36.0], shoonya_7s9RHXSW4S6TYB, 5749358]
[paragraph, [87.0, 936.0, 697.0, 36.0], shoonya_11sXJ49FDM5DTL, 5749358]
[paragraph, [87.0, 972.0, 697.0, 36.0], shoonya_11sXJ49FDM5DTL, 5749358]
[paragraph, [84.0, 1053.0, 707.0, 36.0], shoonya_3sKNNHLWFUJXW2, 5749358]
[paragraph, [84.0, 1089.0, 707.0, 36.0], shoonya_3sKNNHLWFUJXW2, 5749358]
[paragraph, [84.0, 1125.0, 707.0, 36.0], shoonya_3sKNNHLWFUJXW2, 5749358]
[paragraph, [84.0, 1161.0, 707.0, 36.0], shoonya_3sKNNHLWFUJXW2, 5749358]
[paragraph, [84.0, 1197.0, 707.0, 36.0], shoonya_3sKNNHLWFUJXW2, 5749358]
[paragraph, [84.0, 1233.0, 707.0, 36.0], shoonya_3sKNNHLWFUJXW2, 5749358]
[paragraph, [84.0, 1269.0, 707.0, 36.0], shoonya_3sKNNHLWFUJXW2, 5749358]
[paragraph, [84.0, 1305.0, 707.0, 36.0], shoonya_3sKNNHLWFUJXW2, 5749358]
[paragraph, [84.0, 1341.0, 707.0, 36.0], shoonya_3sKNNHLWFUJXW2, 5749358]
[paragraph, [84.0, 1377.0, 707.0, 36.0], shoonya_3sKNNHLWFUJXW2, 5749358]
[paragraph, [84.0, 1413.0, 707.0, 36.0], shoonya_3sKNNHLWFUJXW2, 5749358]
[paragraph, [84.0, 1449.0, 707.0, 36.0], shoonya_3sKNNHLWFUJXW2, 5749358]
[paragraph, [84.0, 1485.0, 707.0, 36.0], shoonya_3sKNNHLWFUJXW2, 5749358]
[paragraph, [84.0, 1521.0, 707.0, 36.0], shoonya_3sKNNHLWFUJXW2, 5749358]
[paragraph, [824.0, 1574.0, 707.0, 36.0], shoonya_2sE49MOP5QN3HR, 5749358]
[paragraph, [824.0, 1610.0, 707.0, 36.0], shoonya_2sE49MOP5QN3HR, 5749358]
[paragraph, [824.0, 1646.0, 707.0, 36.0], shoonya_2sE49MOP5QN3HR, 5749358]
[paragraph, [824.0, 1682.0, 707.0, 36.0], shoonya_2sE49MOP5QN3HR, 5749358]
[paragraph, [824.0, 1718.0, 707.0, 36.0], shoonya_2sE49MOP5QN3HR, 5749358]
[paragraph, [824.0, 1754.0, 707.0, 36.0], shoonya_2sE49MOP5QN3HR, 5749358]
[paragraph, [824.0, 1790.0, 707.0, 36.0], shoonya_2sE49MOP5QN3HR, 5749358]
[paragraph, [824.0, 1826.0, 707.0, 36.0], shoonya_2sE49MOP5QN3HR, 5749358]
[paragraph, [824.0, 1862.0, 707.0, 36.0], shoonya_2sE49MOP5QN3HR, 5749358]
[paragraph, [824.0, 1898.0, 707.0, 36.0], shoonya_2sE49MOP5QN3HR, 5749358]
[paragraph, [824.0, 1934.0, 707.0, 36.0], shoonya_2sE49MOP5QN3HR, 5749358]
[paragraph, [87.0, 1580.0, 704.0, 36.0], shoonya_1sE74ZI6HGVUJC, 5749358]
[paragraph, [87.0, 1616.0, 704.0, 36.0], shoonya_1sE74ZI6HGVUJC, 5749358]
[paragraph, [87.0, 1652.0, 704.0, 36.0], shoonya_1sE74ZI6HGVUJC, 5749358]
[paragraph, [87.0, 1688.0, 704.0, 36.0], shoonya_1sE74ZI6HGVUJC, 5749358]
[paragraph, [87.0, 1724.0, 704.0, 36.0], shoonya_1sE74ZI6HGVUJC, 5749358]
[paragraph, [87.0, 1760.0, 704.0, 36.0], shoonya_1sE74ZI6HGVUJC, 5749358]
[paragraph, [87.0, 1796.0, 704.0, 36.0], shoonya_1sE74ZI6HGVUJC, 5749358]
[paragraph, [87.0, 1832.0, 704.0, 36.0], shoonya_1sE74ZI6HGVUJC, 5749358]
[paragraph, [87.0, 1868.0, 704.0, 36.0], shoonya_1sE74ZI6HGVUJC, 5749358]
[paragraph, [87.0, 1904.0, 704.0, 36.0], shoonya_1sE74ZI6HGVUJC, 5749358]
[paragraph, [85.0, 1951.0, 706.0, 36.0], shoonya_5sJ47K81MFQ3JU, 5749358]
[paragraph, [85.0, 1987.0, 706.0, 36.0], shoonya_5sJ47K81MFQ3JU, 5749358]
[paragraph, [85.0, 2023.0, 706.0, 36.0], shoonya_5sJ47K81MFQ3JU, 5749358]
[paragraph, [85.0, 2059.0, 706.0, 36.0], shoonya_5sJ47K81MFQ3JU, 5749358]
[footnote, [831.0, 2041.0, 361.0, 36.0], shoonya_12sCAKXZM5QTAW, 5749358]
