[3509, 2480]
[section-title, [1097.0, 382.0, 317.0, 93.0], shoonya_1s2BMY4SMYL4QE, 5724573]
[paragraph, [334.0, 620.0, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 672.5, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 725.0, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 777.5, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 830.0, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 882.5, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 935.0, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 987.5, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1040.0, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1092.5, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1145.0, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1197.5, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1250.0, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1302.5, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1355.0, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1407.5, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1460.0, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1512.5, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1565.0, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1617.5, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1670.0, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1722.5, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1775.0, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1827.5, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1880.0, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [334.0, 1932.5, 1787.0, 52.5], shoonya_0s3MZ3NXG359QL, 5724573]
[paragraph, [347.0, 2073.0, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 2125.5, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 2178.0, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 2230.5, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 2283.0, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 2335.5, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 2388.0, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 2440.5, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 2493.0, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 2545.5, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 2598.0, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 2650.5, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 2703.0, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 2755.5, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 2808.0, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 2860.5, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 2913.0, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 2965.5, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 3018.0, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 3070.5, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[paragraph, [347.0, 3123.0, 1773.0, 52.5], 5xNgeIoy-I, 5724573]
[folio, [24.0, 3360.0, 2455.0, 52.5], CeD5XYwwMY, 5724573]
[folio, [24.0, 3412.5, 2455.0, 52.5], CeD5XYwwMY, 5724573]
