[2338, 1654]
[paragraph, [180.0, 195.0, 1276.0, 36.0], shoonya_3sIAL4FWBFVUZP, 5754175]
[paragraph, [180.0, 231.0, 1276.0, 36.0], shoonya_3sIAL4FWBFVUZP, 5754175]
[paragraph, [180.0, 267.0, 1276.0, 36.0], shoonya_3sIAL4FWBFVUZP, 5754175]
[paragraph, [180.0, 303.0, 1276.0, 36.0], shoonya_3sIAL4FWBFVUZP, 5754175]
[paragraph, [180.0, 339.0, 1276.0, 36.0], shoonya_3sIAL4FWBFVUZP, 5754175]
[paragraph, [189.0, 385.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 421.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 457.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 493.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 529.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 565.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 601.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 637.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 673.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 709.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 745.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 781.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 817.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 853.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 889.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 925.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 961.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 997.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 1033.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 1069.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 1105.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 1141.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 1177.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 1213.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 1249.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 1285.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 1321.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [189.0, 1357.0, 1266.0, 36.0], shoonya_1sA89E4ZULS5IR, 5754175]
[paragraph, [288.0, 1441.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
[paragraph, [288.0, 1477.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
[paragraph, [288.0, 1513.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
[paragraph, [288.0, 1549.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
[paragraph, [288.0, 1585.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
[paragraph, [288.0, 1621.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
[paragraph, [288.0, 1657.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
[paragraph, [288.0, 1693.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
[paragraph, [288.0, 1729.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
[paragraph, [288.0, 1765.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
[paragraph, [288.0, 1801.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
[paragraph, [288.0, 1837.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
[paragraph, [288.0, 1873.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
[paragraph, [288.0, 1909.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
[paragraph, [288.0, 1945.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
[paragraph, [288.0, 1981.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
[paragraph, [288.0, 2017.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
[paragraph, [288.0, 2053.0, 1154.0, 36.0], shoonya_0sPGNT4DL8TF2P, 5754175]
