[3509, 2480]
[paragraph, [330.0, 386.0, 1840.0, 52.5], shoonya_0sRLUXK9J6D4PK, 5724227]
[paragraph, [330.0, 438.5, 1840.0, 52.5], shoonya_0sRLUXK9J6D4PK, 5724227]
[paragraph, [330.0, 491.0, 1840.0, 52.5], shoonya_0sRLUXK9J6D4PK, 5724227]
[paragraph, [330.0, 543.5, 1840.0, 52.5], shoonya_0sRLUXK9J6D4PK, 5724227]
[paragraph, [330.0, 596.0, 1840.0, 52.5], shoonya_0sRLUXK9J6D4PK, 5724227]
[paragraph, [330.0, 648.5, 1840.0, 52.5], shoonya_0sRLUXK9J6D4PK, 5724227]
[paragraph, [330.0, 701.0, 1840.0, 52.5], shoonya_0sRLUXK9J6D4PK, 5724227]
[paragraph, [330.0, 753.5, 1840.0, 52.5], shoonya_0sRLUXK9J6D4PK, 5724227]
[paragraph, [328.0, 876.0, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 928.5, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 981.0, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1033.5, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1086.0, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1138.5, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1191.0, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1243.5, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1296.0, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1348.5, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1401.0, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1453.5, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1506.0, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1558.5, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1611.0, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1663.5, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1716.0, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1768.5, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1821.0, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1873.5, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1926.0, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 1978.5, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 2031.0, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 2083.5, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 2136.0, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 2188.5, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 2241.0, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 2293.5, 1839.0, 52.5], 628WhBIcll, 5724227]
[paragraph, [328.0, 2443.0, 1836.0, 52.5], UQc5Nn3KbA, 5724227]
[paragraph, [328.0, 2495.5, 1836.0, 52.5], UQc5Nn3KbA, 5724227]
[paragraph, [328.0, 2548.0, 1836.0, 52.5], UQc5Nn3KbA, 5724227]
[paragraph, [328.0, 2600.5, 1836.0, 52.5], UQc5Nn3KbA, 5724227]
[paragraph, [328.0, 2653.0, 1836.0, 52.5], UQc5Nn3KbA, 5724227]
[paragraph, [328.0, 2705.5, 1836.0, 52.5], UQc5Nn3KbA, 5724227]
[paragraph, [328.0, 2758.0, 1836.0, 52.5], UQc5Nn3KbA, 5724227]
[paragraph, [328.0, 2810.5, 1836.0, 52.5], UQc5Nn3KbA, 5724227]
[paragraph, [328.0, 2863.0, 1836.0, 52.5], UQc5Nn3KbA, 5724227]
[paragraph, [328.0, 2915.5, 1836.0, 52.5], UQc5Nn3KbA, 5724227]
[paragraph, [328.0, 2968.0, 1836.0, 52.5], UQc5Nn3KbA, 5724227]
[paragraph, [328.0, 3020.5, 1836.0, 52.5], UQc5Nn3KbA, 5724227]
