[576, 756]
[section-title, [75.0, 68.0, 399.0, 30.0], shoonya_3sGBI398CGBWEL, 5762594]
[section-title, [75.0, 98.0, 399.0, 30.0], shoonya_3sGBI398CGBWEL, 5762594]
[unordered-list, [71.0, 166.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[unordered-list, [71.0, 184.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[unordered-list, [71.0, 202.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[unordered-list, [71.0, 220.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[unordered-list, [71.0, 238.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[unordered-list, [71.0, 256.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[unordered-list, [71.0, 274.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[unordered-list, [71.0, 292.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[unordered-list, [71.0, 310.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[unordered-list, [71.0, 328.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[unordered-list, [71.0, 346.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[unordered-list, [71.0, 364.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[unordered-list, [71.0, 382.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[unordered-list, [71.0, 400.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[unordered-list, [71.0, 418.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[unordered-list, [71.0, 436.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[unordered-list, [71.0, 454.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[unordered-list, [71.0, 472.0, 374.0, 18.0], shoonya_2sNX5Z5OQVGD03, 5762594]
[paragraph, [74.0, 502.0, 311.0, 18.0], tZx0nwG0KB, 5762594]
[paragraph, [74.0, 520.0, 311.0, 18.0], tZx0nwG0KB, 5762594]
