[1372, 860]
[ordered-list, [90.0, 88.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 106.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 124.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 142.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 160.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 178.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 196.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 214.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 232.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 250.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 268.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 286.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 304.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 322.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 340.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 358.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 376.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 394.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 412.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 430.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 448.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 466.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 484.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 502.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 520.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 538.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 556.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 574.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 592.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 610.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 628.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 646.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 664.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 682.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 700.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 718.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 736.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 754.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 772.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 790.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 808.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 826.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 844.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 862.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 880.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 898.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 916.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 934.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 952.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 970.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 988.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 1006.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 1024.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 1042.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 1060.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 1078.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 1096.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 1114.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 1132.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 1150.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 1168.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[ordered-list, [90.0, 1186.0, 708.0, 18.0], 45vvAc44CT, 5781707]
[sub-ordered-list, [117.0, 163.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 181.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 199.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 217.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 235.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 253.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 271.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 289.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 307.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 325.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 343.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 361.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 379.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 397.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 415.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 433.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 451.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 469.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 487.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 505.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 523.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 541.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 559.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 577.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 595.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 613.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 631.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 649.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 667.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 685.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 703.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 721.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 739.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 757.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 775.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 793.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 811.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 829.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 847.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 865.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 883.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 901.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 919.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 937.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 955.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 973.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 991.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 1009.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[sub-ordered-list, [117.0, 1027.0, 674.0, 18.0], 5vyUDSKtlv, 5781707]
[subsub-ordered-list, [135.0, 237.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 255.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 273.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 291.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 309.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 327.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 345.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 363.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 381.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 399.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 417.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 435.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 453.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 471.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 489.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 507.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 525.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 543.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 561.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 579.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 597.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 615.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 633.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 651.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 669.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 687.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 705.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 723.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 741.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 759.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 777.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 795.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 813.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 831.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 849.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 867.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 885.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 903.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 921.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 939.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 957.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 975.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 993.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 1011.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [135.0, 1029.0, 653.0, 18.0], ION12sPLYJ, 5781707]
[subsub-ordered-list, [167.0, 488.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 506.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 524.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 542.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 560.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 578.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 596.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 614.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 632.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 650.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 668.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 686.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 704.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 722.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 740.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 758.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 776.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 794.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 812.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 830.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 848.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 866.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 884.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 902.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 920.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 938.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 956.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 974.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 992.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[subsub-ordered-list, [167.0, 1010.0, 616.0, 18.0], shoonya_4sOAJCUIHQS2M3, 5781707]
[sub-ordered-list, [124.0, 1138.0, 615.0, 18.0], shoonya_3s0ZVTRM3V3PXX, 5781707]
[sub-ordered-list, [124.0, 1156.0, 615.0, 18.0], shoonya_3s0ZVTRM3V3PXX, 5781707]
[sub-ordered-list, [124.0, 1174.0, 615.0, 18.0], shoonya_3s0ZVTRM3V3PXX, 5781707]
