[1220, 768]
[headline, [332.0, 102.0, 118.0, 25.5], 7zBr9HqjNa, 5769862]
[paragraph, [105.0, 155.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 173.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 191.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 209.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 227.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 245.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 263.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 281.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 299.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 317.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 335.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 353.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 371.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 389.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 407.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 425.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 443.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 461.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 479.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 497.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 515.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
[paragraph, [105.0, 533.0, 278.0, 18.0], shoonya_0sXML7ZKS8A2T7, 5769862]
