[1162, 749]
[folio, [304.0, 72.0, 153.0, 18.0], shoonya_2sJZ6IQ8IWACNY, 5699862]
[paragraph, [76.0, 115.0, 597.0, 18.0], shoonya_3sGIBRT4XHBJU8, 5699862]
[paragraph, [76.0, 133.0, 597.0, 18.0], shoonya_3sGIBRT4XHBJU8, 5699862]
[paragraph, [76.0, 151.0, 597.0, 18.0], shoonya_3sGIBRT4XHBJU8, 5699862]
[paragraph, [75.0, 184.0, 596.0, 18.0], shoonya_1s9A0S1GYR9GME, 5699862]
[paragraph, [75.0, 202.0, 596.0, 18.0], shoonya_1s9A0S1GYR9GME, 5699862]
[paragraph, [75.0, 220.0, 596.0, 18.0], shoonya_1s9A0S1GYR9GME, 5699862]
[paragraph, [75.0, 238.0, 596.0, 18.0], shoonya_1s9A0S1GYR9GME, 5699862]
[paragraph, [75.0, 256.0, 596.0, 18.0], shoonya_1s9A0S1GYR9GME, 5699862]
[paragraph, [75.0, 274.0, 596.0, 18.0], shoonya_1s9A0S1GYR9GME, 5699862]
[paragraph, [75.0, 292.0, 596.0, 18.0], shoonya_1s9A0S1GYR9GME, 5699862]
[paragraph, [75.0, 310.0, 596.0, 18.0], shoonya_1s9A0S1GYR9GME, 5699862]
[paragraph, [75.0, 328.0, 596.0, 18.0], shoonya_1s9A0S1GYR9GME, 5699862]
[paragraph, [76.0, 363.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 381.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 399.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 417.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 435.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 453.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 471.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 489.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 507.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 525.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 543.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 561.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 579.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 597.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 615.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 633.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 651.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 669.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 687.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 705.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 723.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 741.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 759.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 777.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 795.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 813.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 831.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 849.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 867.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 885.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 903.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 921.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 939.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 957.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 975.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 993.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 1011.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 1029.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 1047.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
[paragraph, [76.0, 1065.0, 594.0, 18.0], shoonya_0s22PPSQ10S9FX, 5699862]
