[1755, 1241]
[author, [879.0, 145.0, 85.0, 36.0], iSo7KbWZLd, 5781026]
[paragraph, [299.0, 189.0, 54.0, 36.0], _UmgxADDqx, 5781026]
[website-link, [636.0, 239.0, 495.0, 18.0], shoonya_3sBLIMBW54ZYFN, 5781026]
[website-link, [636.0, 257.0, 495.0, 18.0], shoonya_3sBLIMBW54ZYFN, 5781026]
[paragraph, [102.0, 278.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 314.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 350.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 386.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 422.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 458.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 494.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 530.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 566.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 602.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 638.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 674.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 710.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 746.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 782.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 818.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 854.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 890.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 926.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 962.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 998.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 1034.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 1070.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [102.0, 1106.0, 1036.0, 36.0], shoonya_1s6347C2GPTZZH, 5781026]
[paragraph, [104.0, 1152.0, 1031.0, 36.0], shoonya_0sNXHEOBX4NE2Y, 5781026]
[paragraph, [104.0, 1188.0, 1031.0, 36.0], shoonya_0sNXHEOBX4NE2Y, 5781026]
[paragraph, [104.0, 1224.0, 1031.0, 36.0], shoonya_0sNXHEOBX4NE2Y, 5781026]
[paragraph, [104.0, 1260.0, 1031.0, 36.0], shoonya_0sNXHEOBX4NE2Y, 5781026]
[paragraph, [104.0, 1296.0, 1031.0, 36.0], shoonya_0sNXHEOBX4NE2Y, 5781026]
[paragraph, [104.0, 1332.0, 1031.0, 36.0], shoonya_0sNXHEOBX4NE2Y, 5781026]
[paragraph, [104.0, 1368.0, 1031.0, 36.0], shoonya_0sNXHEOBX4NE2Y, 5781026]
[paragraph, [104.0, 1404.0, 1031.0, 36.0], shoonya_0sNXHEOBX4NE2Y, 5781026]
[paragraph, [104.0, 1440.0, 1031.0, 36.0], shoonya_0sNXHEOBX4NE2Y, 5781026]
[paragraph, [104.0, 1476.0, 1031.0, 36.0], shoonya_0sNXHEOBX4NE2Y, 5781026]
[paragraph, [104.0, 1512.0, 1031.0, 36.0], shoonya_0sNXHEOBX4NE2Y, 5781026]
