[2339, 1653]
[paragraph, [327.0, 165.0, 1135.0, 36.0], shoonya_2sBQAJGN96CKMW, 5733555]
[paragraph, [327.0, 201.0, 1135.0, 36.0], shoonya_2sBQAJGN96CKMW, 5733555]
[paragraph, [327.0, 237.0, 1135.0, 36.0], shoonya_2sBQAJGN96CKMW, 5733555]
[paragraph, [327.0, 273.0, 1135.0, 36.0], shoonya_2sBQAJGN96CKMW, 5733555]
[paragraph, [327.0, 309.0, 1135.0, 36.0], shoonya_2sBQAJGN96CKMW, 5733555]
[paragraph, [327.0, 345.0, 1135.0, 36.0], shoonya_2sBQAJGN96CKMW, 5733555]
[paragraph, [326.0, 388.0, 1135.0, 36.0], shoonya_0sZAYOJXH0GOH1, 5733555]
[paragraph, [326.0, 424.0, 1135.0, 36.0], shoonya_0sZAYOJXH0GOH1, 5733555]
[paragraph, [326.0, 460.0, 1135.0, 36.0], shoonya_0sZAYOJXH0GOH1, 5733555]
[paragraph, [326.0, 496.0, 1135.0, 36.0], shoonya_0sZAYOJXH0GOH1, 5733555]
[paragraph, [326.0, 532.0, 1135.0, 36.0], shoonya_0sZAYOJXH0GOH1, 5733555]
[paragraph, [326.0, 568.0, 1135.0, 36.0], shoonya_0sZAYOJXH0GOH1, 5733555]
[paragraph, [326.0, 604.0, 1135.0, 36.0], shoonya_0sZAYOJXH0GOH1, 5733555]
[paragraph, [326.0, 640.0, 1135.0, 36.0], shoonya_0sZAYOJXH0GOH1, 5733555]
[paragraph, [326.0, 676.0, 1135.0, 36.0], shoonya_0sZAYOJXH0GOH1, 5733555]
[paragraph, [326.0, 712.0, 1135.0, 36.0], shoonya_0sZAYOJXH0GOH1, 5733555]
[paragraph, [326.0, 748.0, 1135.0, 36.0], shoonya_0sZAYOJXH0GOH1, 5733555]
[paragraph, [326.0, 784.0, 1135.0, 36.0], shoonya_0sZAYOJXH0GOH1, 5733555]
[paragraph, [324.0, 828.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 864.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 900.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 936.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 972.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1008.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1044.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1080.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1116.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1152.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1188.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1224.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1260.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1296.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1332.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1368.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1404.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1440.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1476.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1512.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1548.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1584.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1620.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1656.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1692.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1728.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1764.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1800.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1836.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1872.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1908.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1944.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 1980.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 2016.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[paragraph, [324.0, 2052.0, 1141.0, 36.0], shoonya_1sBKYRQ3TJIL8W, 5733555]
[folio, [825.0, 2155.0, 557.0, 36.0], BLayxTxsfX, 5733555]
