[2241, 1733]
[paragraph, [816.0, 173.0, 595.0, 36.0], shoonya_7s2SN7R141INAL, 5653905]
[paragraph, [15.0, 175.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 211.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 247.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 283.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 319.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 355.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 391.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 427.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 463.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 499.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 535.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 571.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 607.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 643.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 679.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 715.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 751.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 787.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 823.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [15.0, 859.0, 781.0, 36.0], shoonya_0sYRTBSDDVTKMH, 5653905]
[paragraph, [809.0, 225.0, 764.0, 36.0], shoonya_3sDRZ3SFHYM4RF, 5653905]
[paragraph, [809.0, 261.0, 764.0, 36.0], shoonya_3sDRZ3SFHYM4RF, 5653905]
[paragraph, [809.0, 297.0, 764.0, 36.0], shoonya_3sDRZ3SFHYM4RF, 5653905]
[paragraph, [809.0, 333.0, 764.0, 36.0], shoonya_3sDRZ3SFHYM4RF, 5653905]
[paragraph, [809.0, 369.0, 764.0, 36.0], shoonya_3sDRZ3SFHYM4RF, 5653905]
[paragraph, [809.0, 405.0, 764.0, 36.0], shoonya_3sDRZ3SFHYM4RF, 5653905]
[paragraph, [809.0, 441.0, 764.0, 36.0], shoonya_3sDRZ3SFHYM4RF, 5653905]
[paragraph, [809.0, 477.0, 764.0, 36.0], shoonya_3sDRZ3SFHYM4RF, 5653905]
[paragraph, [809.0, 513.0, 764.0, 36.0], shoonya_3sDRZ3SFHYM4RF, 5653905]
[paragraph, [809.0, 549.0, 764.0, 36.0], shoonya_3sDRZ3SFHYM4RF, 5653905]
[paragraph, [809.0, 585.0, 764.0, 36.0], shoonya_3sDRZ3SFHYM4RF, 5653905]
[paragraph, [809.0, 621.0, 764.0, 36.0], shoonya_3sDRZ3SFHYM4RF, 5653905]
[paragraph, [809.0, 657.0, 764.0, 36.0], shoonya_3sDRZ3SFHYM4RF, 5653905]
[paragraph, [809.0, 693.0, 764.0, 36.0], shoonya_3sDRZ3SFHYM4RF, 5653905]
[paragraph, [809.0, 729.0, 764.0, 36.0], shoonya_3sDRZ3SFHYM4RF, 5653905]
[paragraph, [809.0, 765.0, 764.0, 36.0], shoonya_3sDRZ3SFHYM4RF, 5653905]
[paragraph, [809.0, 801.0, 764.0, 36.0], shoonya_3sDRZ3SFHYM4RF, 5653905]
[paragraph, [816.0, 849.0, 755.0, 36.0], shoonya_5sB8AL82IRESLJ, 5653905]
[paragraph, [816.0, 885.0, 755.0, 36.0], shoonya_5sB8AL82IRESLJ, 5653905]
[paragraph, [816.0, 921.0, 755.0, 36.0], shoonya_5sB8AL82IRESLJ, 5653905]
[paragraph, [816.0, 957.0, 755.0, 36.0], shoonya_5sB8AL82IRESLJ, 5653905]
[paragraph, [816.0, 993.0, 755.0, 36.0], shoonya_5sB8AL82IRESLJ, 5653905]
[paragraph, [816.0, 1029.0, 755.0, 36.0], shoonya_5sB8AL82IRESLJ, 5653905]
[paragraph, [816.0, 1065.0, 755.0, 36.0], shoonya_5sB8AL82IRESLJ, 5653905]
[paragraph, [816.0, 1101.0, 755.0, 36.0], shoonya_5sB8AL82IRESLJ, 5653905]
[paragraph, [816.0, 1137.0, 755.0, 36.0], shoonya_5sB8AL82IRESLJ, 5653905]
[paragraph, [33.0, 899.0, 767.0, 36.0], shoonya_1s2K71DDMKZHV0, 5653905]
[paragraph, [33.0, 935.0, 767.0, 36.0], shoonya_1s2K71DDMKZHV0, 5653905]
[paragraph, [33.0, 971.0, 767.0, 36.0], shoonya_1s2K71DDMKZHV0, 5653905]
[paragraph, [33.0, 1007.0, 767.0, 36.0], shoonya_1s2K71DDMKZHV0, 5653905]
[paragraph, [33.0, 1043.0, 767.0, 36.0], shoonya_1s2K71DDMKZHV0, 5653905]
[paragraph, [33.0, 1079.0, 767.0, 36.0], shoonya_1s2K71DDMKZHV0, 5653905]
[paragraph, [33.0, 1115.0, 767.0, 36.0], shoonya_1s2K71DDMKZHV0, 5653905]
[paragraph, [33.0, 1151.0, 767.0, 36.0], shoonya_1s2K71DDMKZHV0, 5653905]
[paragraph, [33.0, 1187.0, 767.0, 36.0], shoonya_1s2K71DDMKZHV0, 5653905]
[paragraph, [33.0, 1223.0, 767.0, 36.0], shoonya_1s2K71DDMKZHV0, 5653905]
[paragraph, [33.0, 1259.0, 767.0, 36.0], shoonya_1s2K71DDMKZHV0, 5653905]
[paragraph, [33.0, 1295.0, 767.0, 36.0], shoonya_1s2K71DDMKZHV0, 5653905]
[contact-info, [1328.0, 1178.0, 237.0, 36.0], HJ93og6bHv, 5653905]
[contact-info, [1328.0, 1214.0, 237.0, 36.0], HJ93og6bHv, 5653905]
[contact-info, [1328.0, 1250.0, 237.0, 36.0], HJ93og6bHv, 5653905]
[section-title, [491.0, 1353.0, 626.0, 52.5], shoonya_10sCOS3YU8T7EI, 5653905]
[section-title, [491.0, 1405.5, 626.0, 52.5], shoonya_10sCOS3YU8T7EI, 5653905]
[paragraph, [833.0, 1449.0, 738.0, 36.0], shoonya_4sL8SKPKDHSEDN, 5653905]
[paragraph, [833.0, 1485.0, 738.0, 36.0], shoonya_4sL8SKPKDHSEDN, 5653905]
[paragraph, [833.0, 1521.0, 738.0, 36.0], shoonya_4sL8SKPKDHSEDN, 5653905]
[paragraph, [833.0, 1557.0, 738.0, 36.0], shoonya_4sL8SKPKDHSEDN, 5653905]
[paragraph, [833.0, 1593.0, 738.0, 36.0], shoonya_4sL8SKPKDHSEDN, 5653905]
[paragraph, [833.0, 1629.0, 738.0, 36.0], shoonya_4sL8SKPKDHSEDN, 5653905]
[paragraph, [833.0, 1665.0, 738.0, 36.0], shoonya_4sL8SKPKDHSEDN, 5653905]
[paragraph, [833.0, 1701.0, 738.0, 36.0], shoonya_4sL8SKPKDHSEDN, 5653905]
[paragraph, [833.0, 1737.0, 738.0, 36.0], shoonya_4sL8SKPKDHSEDN, 5653905]
[paragraph, [833.0, 1773.0, 738.0, 36.0], shoonya_4sL8SKPKDHSEDN, 5653905]
[paragraph, [833.0, 1809.0, 738.0, 36.0], shoonya_4sL8SKPKDHSEDN, 5653905]
[paragraph, [833.0, 1845.0, 738.0, 36.0], shoonya_4sL8SKPKDHSEDN, 5653905]
[paragraph, [833.0, 1881.0, 738.0, 36.0], shoonya_4sL8SKPKDHSEDN, 5653905]
[paragraph, [833.0, 1917.0, 738.0, 36.0], shoonya_4sL8SKPKDHSEDN, 5653905]
[paragraph, [833.0, 1953.0, 738.0, 36.0], shoonya_4sL8SKPKDHSEDN, 5653905]
[paragraph, [45.0, 1477.0, 770.0, 36.0], shoonya_2sNLBR11VCA2HD, 5653905]
[paragraph, [45.0, 1513.0, 770.0, 36.0], shoonya_2sNLBR11VCA2HD, 5653905]
[paragraph, [45.0, 1549.0, 770.0, 36.0], shoonya_2sNLBR11VCA2HD, 5653905]
[paragraph, [45.0, 1585.0, 770.0, 36.0], shoonya_2sNLBR11VCA2HD, 5653905]
