[1240, 865]
[chapter-title, [381.0, 35.0, 179.0, 30.0], shoonya_10sI3RMF7UJRP5, 5776718]
[paragraph, [155.0, 72.0, 629.0, 18.0], shoonya_8sORAT4HEHW67J, 5776718]
[paragraph, [155.0, 90.0, 629.0, 18.0], shoonya_8sORAT4HEHW67J, 5776718]
[paragraph, [155.0, 126.0, 629.0, 18.0], shoonya_6sG89XAPIRV0JD, 5776718]
[paragraph, [155.0, 144.0, 629.0, 18.0], shoonya_6sG89XAPIRV0JD, 5776718]
[paragraph, [165.0, 176.0, 290.0, 18.0], shoonya_9s0OPYUBT451T1, 5776718]
[paragraph, [155.0, 197.0, 528.0, 18.0], vrZI_9ljK8, 5776718]
[paragraph, [158.0, 221.0, 627.0, 18.0], shoonya_5s4LFM40HRTOGW, 5776718]
[paragraph, [158.0, 239.0, 627.0, 18.0], shoonya_5s4LFM40HRTOGW, 5776718]
[paragraph, [158.0, 257.0, 627.0, 18.0], shoonya_5s4LFM40HRTOGW, 5776718]
[paragraph, [154.0, 277.0, 632.0, 18.0], shoonya_2s5D13KMYL48ST, 5776718]
[paragraph, [154.0, 295.0, 632.0, 18.0], shoonya_2s5D13KMYL48ST, 5776718]
[paragraph, [154.0, 313.0, 632.0, 18.0], shoonya_2s5D13KMYL48ST, 5776718]
[paragraph, [154.0, 331.0, 632.0, 18.0], shoonya_2s5D13KMYL48ST, 5776718]
[paragraph, [154.0, 349.0, 632.0, 18.0], shoonya_2s5D13KMYL48ST, 5776718]
[paragraph, [171.0, 378.0, 572.0, 18.0], shoonya_7s2K9UJ24DXUSX, 5776718]
[paragraph, [160.0, 403.0, 631.0, 18.0], shoonya_3s23TADNOX8NCP, 5776718]
[paragraph, [157.0, 426.0, 628.0, 18.0], shoonya_4sLLQ88Q8D0QD1, 5776718]
[paragraph, [157.0, 444.0, 628.0, 18.0], shoonya_4sLLQ88Q8D0QD1, 5776718]
[paragraph, [159.0, 478.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 496.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 514.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 532.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 550.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 568.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 586.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 604.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 622.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 640.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 658.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 676.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 694.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 712.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 730.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 748.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 766.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 784.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 802.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 820.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 838.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 856.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 874.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 892.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 910.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [159.0, 928.0, 628.0, 18.0], shoonya_0sG09YUN3EYS0K, 5776718]
[paragraph, [162.0, 955.0, 629.0, 18.0], shoonya_1s0GKRXZ6VAD9Z, 5776718]
[paragraph, [162.0, 973.0, 629.0, 18.0], shoonya_1s0GKRXZ6VAD9Z, 5776718]
[paragraph, [162.0, 991.0, 629.0, 18.0], shoonya_1s0GKRXZ6VAD9Z, 5776718]
[paragraph, [162.0, 1009.0, 629.0, 18.0], shoonya_1s0GKRXZ6VAD9Z, 5776718]
[paragraph, [162.0, 1027.0, 629.0, 18.0], shoonya_1s0GKRXZ6VAD9Z, 5776718]
[paragraph, [162.0, 1045.0, 629.0, 18.0], shoonya_1s0GKRXZ6VAD9Z, 5776718]
[paragraph, [162.0, 1063.0, 629.0, 18.0], shoonya_1s0GKRXZ6VAD9Z, 5776718]
