[1754, 1241]
[ordered-list, [181.0, 100.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 136.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 172.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 208.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 244.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 280.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 316.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 352.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 388.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 424.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 460.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 496.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 532.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 568.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 604.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 640.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 676.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 712.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 748.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 784.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 820.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [181.0, 856.0, 928.0, 36.0], I-DK_Sw59Z, 5706598]
[ordered-list, [142.0, 958.0, 749.0, 36.0], shoonya_0sU8PZB3RVLN5Q, 5706598]
[ordered-list, [142.0, 994.0, 749.0, 36.0], shoonya_0sU8PZB3RVLN5Q, 5706598]
[ordered-list, [142.0, 1030.0, 749.0, 36.0], shoonya_0sU8PZB3RVLN5Q, 5706598]
[ordered-list, [142.0, 1066.0, 749.0, 36.0], shoonya_0sU8PZB3RVLN5Q, 5706598]
[ordered-list, [142.0, 1102.0, 749.0, 36.0], shoonya_0sU8PZB3RVLN5Q, 5706598]
[ordered-list, [142.0, 1138.0, 749.0, 36.0], shoonya_0sU8PZB3RVLN5Q, 5706598]
[ordered-list, [142.0, 1174.0, 749.0, 36.0], shoonya_0sU8PZB3RVLN5Q, 5706598]
[ordered-list, [142.0, 1210.0, 749.0, 36.0], shoonya_0sU8PZB3RVLN5Q, 5706598]
