[1031, 622]
[section-title, [257.0, 68.0, 99.0, 30.0], shoonya_0sQ5HAV63FFX45, 5709636]
[paragraph, [48.0, 109.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 127.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 145.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 163.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 181.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 199.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 217.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 235.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 253.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 271.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 289.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 307.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 325.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 343.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 361.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 379.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 397.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 415.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 433.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 451.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 469.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 487.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 505.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 523.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 541.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 559.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 577.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 595.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 613.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 631.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 649.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 667.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 685.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 703.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 721.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 739.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 757.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 775.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 793.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 811.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 829.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 847.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 865.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 883.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 901.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
[paragraph, [48.0, 919.0, 529.0, 18.0], 0HdthNvcFx, 5709636]
