[2200, 1700]
[paragraph, [143.0, 209.0, 654.0, 36.0], shoonya_10sU8KDRG2RZQW, 5752931]
[paragraph, [143.0, 245.0, 654.0, 36.0], shoonya_10sU8KDRG2RZQW, 5752931]
[paragraph, [143.0, 281.0, 654.0, 36.0], shoonya_10sU8KDRG2RZQW, 5752931]
[paragraph, [902.0, 210.0, 649.0, 36.0], shoonya_13sY4LJ8P2IKWE, 5752931]
[paragraph, [902.0, 246.0, 649.0, 36.0], shoonya_13sY4LJ8P2IKWE, 5752931]
[paragraph, [905.0, 352.0, 230.0, 36.0], shoonya_11sVN72MU6YD53, 5752931]
[paragraph, [141.0, 356.0, 654.0, 36.0], shoonya_9sS9EOWWLBEJW7, 5752931]
[paragraph, [141.0, 392.0, 654.0, 36.0], shoonya_9sS9EOWWLBEJW7, 5752931]
[paragraph, [902.0, 417.0, 665.0, 36.0], QVxO5GBYf_, 5752931]
[paragraph, [902.0, 453.0, 665.0, 36.0], QVxO5GBYf_, 5752931]
[paragraph, [902.0, 489.0, 665.0, 36.0], QVxO5GBYf_, 5752931]
[paragraph, [902.0, 525.0, 665.0, 36.0], QVxO5GBYf_, 5752931]
[paragraph, [902.0, 561.0, 665.0, 36.0], QVxO5GBYf_, 5752931]
[paragraph, [143.0, 451.0, 653.0, 36.0], shoonya_0sH04LTZDY3BFE, 5752931]
[paragraph, [143.0, 487.0, 653.0, 36.0], shoonya_0sH04LTZDY3BFE, 5752931]
[paragraph, [143.0, 523.0, 653.0, 36.0], shoonya_0sH04LTZDY3BFE, 5752931]
[paragraph, [143.0, 559.0, 653.0, 36.0], shoonya_0sH04LTZDY3BFE, 5752931]
[paragraph, [143.0, 595.0, 653.0, 36.0], shoonya_0sH04LTZDY3BFE, 5752931]
[paragraph, [143.0, 631.0, 653.0, 36.0], shoonya_0sH04LTZDY3BFE, 5752931]
[paragraph, [143.0, 667.0, 653.0, 36.0], shoonya_0sH04LTZDY3BFE, 5752931]
[paragraph, [143.0, 703.0, 653.0, 36.0], shoonya_0sH04LTZDY3BFE, 5752931]
[paragraph, [143.0, 739.0, 653.0, 36.0], shoonya_0sH04LTZDY3BFE, 5752931]
[paragraph, [143.0, 775.0, 653.0, 36.0], shoonya_0sH04LTZDY3BFE, 5752931]
[paragraph, [893.0, 608.0, 670.0, 36.0], zZXMQ84zSh, 5752931]
[paragraph, [893.0, 644.0, 670.0, 36.0], zZXMQ84zSh, 5752931]
[paragraph, [893.0, 680.0, 670.0, 36.0], zZXMQ84zSh, 5752931]
[paragraph, [905.0, 772.0, 158.0, 36.0], shoonya_6sEEEJK76XL08E, 5752931]
[paragraph, [125.0, 851.0, 676.0, 36.0], 8gZQQYWTtA, 5752931]
[paragraph, [125.0, 887.0, 676.0, 36.0], 8gZQQYWTtA, 5752931]
[paragraph, [125.0, 923.0, 676.0, 36.0], 8gZQQYWTtA, 5752931]
[paragraph, [125.0, 959.0, 676.0, 36.0], 8gZQQYWTtA, 5752931]
[paragraph, [125.0, 995.0, 676.0, 36.0], 8gZQQYWTtA, 5752931]
[paragraph, [907.0, 866.0, 136.0, 36.0], shoonya_7sEZHZNY2LUDK9, 5752931]
[paragraph, [901.0, 956.0, 422.0, 36.0], shoonya_17sBOJCZJPUHGY, 5752931]
[paragraph, [895.0, 1034.0, 161.0, 36.0], adWUU13dOI, 5752931]
[paragraph, [112.0, 1095.0, 685.0, 36.0], DOHA4OsVra, 5752931]
[paragraph, [112.0, 1131.0, 685.0, 36.0], DOHA4OsVra, 5752931]
[paragraph, [112.0, 1167.0, 685.0, 36.0], DOHA4OsVra, 5752931]
[paragraph, [899.0, 1143.0, 657.0, 36.0], shoonya_15sZGQ1S861ANL, 5752931]
[paragraph, [899.0, 1179.0, 657.0, 36.0], shoonya_15sZGQ1S861ANL, 5752931]
[paragraph, [140.0, 1284.0, 658.0, 36.0], shoonya_18sKOMBPLSDDL3, 5752931]
[paragraph, [140.0, 1320.0, 658.0, 36.0], shoonya_18sKOMBPLSDDL3, 5752931]
[paragraph, [140.0, 1356.0, 658.0, 36.0], shoonya_18sKOMBPLSDDL3, 5752931]
[paragraph, [907.0, 1284.0, 275.0, 36.0], shoonya_3sIEDR2YOMAVY6, 5752931]
[paragraph, [905.0, 1377.0, 505.0, 36.0], shoonya_12sYMPW2S5GE4Y, 5752931]
[paragraph, [142.0, 1471.0, 659.0, 36.0], shoonya_19s9POAOP1YYJC, 5752931]
[paragraph, [142.0, 1507.0, 659.0, 36.0], shoonya_19s9POAOP1YYJC, 5752931]
[paragraph, [901.0, 1472.0, 656.0, 36.0], shoonya_4sNYQN69P6HQV8, 5752931]
[paragraph, [901.0, 1508.0, 656.0, 36.0], shoonya_4sNYQN69P6HQV8, 5752931]
[paragraph, [901.0, 1544.0, 656.0, 36.0], shoonya_4sNYQN69P6HQV8, 5752931]
[paragraph, [901.0, 1580.0, 656.0, 36.0], shoonya_4sNYQN69P6HQV8, 5752931]
[paragraph, [901.0, 1616.0, 656.0, 36.0], shoonya_4sNYQN69P6HQV8, 5752931]
[paragraph, [136.0, 1595.0, 363.0, 36.0], 99HMDbPuu0, 5752931]
[paragraph, [136.0, 1631.0, 363.0, 36.0], 99HMDbPuu0, 5752931]
[paragraph, [143.0, 1702.0, 283.0, 36.0], shoonya_20s57ZAGB2ZPSG, 5752931]
[paragraph, [901.0, 1707.0, 656.0, 36.0], shoonya_8sWHV9C5WMHOJX, 5752931]
[paragraph, [901.0, 1743.0, 656.0, 36.0], shoonya_8sWHV9C5WMHOJX, 5752931]
[paragraph, [901.0, 1779.0, 656.0, 36.0], shoonya_8sWHV9C5WMHOJX, 5752931]
[paragraph, [901.0, 1815.0, 656.0, 36.0], shoonya_8sWHV9C5WMHOJX, 5752931]
[paragraph, [901.0, 1851.0, 656.0, 36.0], shoonya_8sWHV9C5WMHOJX, 5752931]
[paragraph, [142.0, 1799.0, 657.0, 36.0], shoonya_14sNE8VW7JJYMV, 5752931]
[paragraph, [142.0, 1835.0, 657.0, 36.0], shoonya_14sNE8VW7JJYMV, 5752931]
[paragraph, [143.0, 1935.0, 614.0, 36.0], shoonya_5sE46ZZMRX2W28, 5752931]
