[3968, 2806]
[paragraph, [1411.0, 233.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 285.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 338.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 390.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 443.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 495.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 548.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 600.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 653.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 705.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 758.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 810.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 863.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 915.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 968.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1020.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1073.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1125.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1178.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1230.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1283.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1335.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1388.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1440.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1493.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1545.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1598.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1650.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1703.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1755.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1808.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1860.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1913.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 1965.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2018.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2070.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2123.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2175.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2228.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2280.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2333.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2385.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2438.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2490.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2543.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2595.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2648.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2700.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2753.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2805.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2858.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2910.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 2963.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 3015.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 3068.0, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [1411.0, 3120.5, 1169.0, 52.5], shoonya_2sSYTSVX2LFKD8, 5683584]
[paragraph, [174.0, 241.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 293.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 346.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 398.5, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
[paragraph, [174.0, 451.0, 1178.0, 52.5], shoonya_3sRVQTFQHPKNX2, 5683584]
