[1818, 1374]
[folio, [621.0, 137.0, 124.0, 36.0], shoonya_7s953ODB4G6GK0, 5682693]
[paragraph, [108.0, 197.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 233.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 269.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 305.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 341.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 377.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 413.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 449.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 485.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 521.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 557.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 593.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 629.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 665.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 701.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 737.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 773.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 809.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 845.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 881.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 917.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 953.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 989.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 1025.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [108.0, 1061.0, 565.0, 36.0], shoonya_0sMAMIXLF3YBQ9, 5682693]
[paragraph, [695.0, 201.0, 562.0, 36.0], shoonya_2sT9AOSAKYRKFM, 5682693]
[paragraph, [695.0, 237.0, 562.0, 36.0], shoonya_2sT9AOSAKYRKFM, 5682693]
[paragraph, [695.0, 273.0, 562.0, 36.0], shoonya_2sT9AOSAKYRKFM, 5682693]
[paragraph, [693.0, 322.0, 565.0, 36.0], UPo9eRvLhY, 5682693]
[paragraph, [693.0, 358.0, 565.0, 36.0], UPo9eRvLhY, 5682693]
[paragraph, [693.0, 394.0, 565.0, 36.0], UPo9eRvLhY, 5682693]
[paragraph, [693.0, 430.0, 565.0, 36.0], UPo9eRvLhY, 5682693]
[paragraph, [696.0, 484.0, 560.0, 36.0], OxIyCuac52, 5682693]
[paragraph, [696.0, 520.0, 560.0, 36.0], OxIyCuac52, 5682693]
[paragraph, [696.0, 556.0, 560.0, 36.0], OxIyCuac52, 5682693]
[paragraph, [696.0, 592.0, 560.0, 36.0], OxIyCuac52, 5682693]
[paragraph, [696.0, 628.0, 560.0, 36.0], OxIyCuac52, 5682693]
[paragraph, [696.0, 684.0, 562.0, 36.0], shoonya_3sXWHC0VYTKLVK, 5682693]
[paragraph, [696.0, 720.0, 562.0, 36.0], shoonya_3sXWHC0VYTKLVK, 5682693]
[paragraph, [696.0, 756.0, 562.0, 36.0], shoonya_3sXWHC0VYTKLVK, 5682693]
[paragraph, [696.0, 792.0, 562.0, 36.0], shoonya_3sXWHC0VYTKLVK, 5682693]
[paragraph, [696.0, 828.0, 562.0, 36.0], shoonya_3sXWHC0VYTKLVK, 5682693]
[paragraph, [696.0, 864.0, 562.0, 36.0], shoonya_3sXWHC0VYTKLVK, 5682693]
[paragraph, [696.0, 900.0, 562.0, 36.0], shoonya_3sXWHC0VYTKLVK, 5682693]
[paragraph, [699.0, 1002.0, 559.0, 36.0], shoonya_6s6E8KF0OIO2TB, 5682693]
[paragraph, [699.0, 1038.0, 559.0, 36.0], shoonya_6s6E8KF0OIO2TB, 5682693]
[paragraph, [699.0, 1074.0, 559.0, 36.0], shoonya_6s6E8KF0OIO2TB, 5682693]
[paragraph, [699.0, 1121.0, 560.0, 36.0], a0apT5cPLe, 5682693]
[paragraph, [699.0, 1157.0, 560.0, 36.0], a0apT5cPLe, 5682693]
[paragraph, [699.0, 1193.0, 560.0, 36.0], a0apT5cPLe, 5682693]
[paragraph, [699.0, 1229.0, 560.0, 36.0], a0apT5cPLe, 5682693]
[paragraph, [699.0, 1265.0, 560.0, 36.0], a0apT5cPLe, 5682693]
[paragraph, [111.0, 1125.0, 562.0, 36.0], shoonya_1s62ZMV8TOEX4X, 5682693]
[paragraph, [111.0, 1161.0, 562.0, 36.0], shoonya_1s62ZMV8TOEX4X, 5682693]
[paragraph, [111.0, 1197.0, 562.0, 36.0], shoonya_1s62ZMV8TOEX4X, 5682693]
[paragraph, [112.0, 1243.0, 560.0, 36.0], Xgd908xLo_, 5682693]
[paragraph, [112.0, 1279.0, 560.0, 36.0], Xgd908xLo_, 5682693]
[paragraph, [699.0, 1320.0, 562.0, 36.0], shoonya_5sOG1EVHEBSKTO, 5682693]
[paragraph, [699.0, 1356.0, 562.0, 36.0], shoonya_5sOG1EVHEBSKTO, 5682693]
[paragraph, [699.0, 1392.0, 562.0, 36.0], shoonya_5sOG1EVHEBSKTO, 5682693]
[paragraph, [699.0, 1428.0, 562.0, 36.0], shoonya_5sOG1EVHEBSKTO, 5682693]
[paragraph, [699.0, 1464.0, 562.0, 36.0], shoonya_5sOG1EVHEBSKTO, 5682693]
[paragraph, [699.0, 1500.0, 562.0, 36.0], shoonya_5sOG1EVHEBSKTO, 5682693]
[paragraph, [699.0, 1536.0, 562.0, 36.0], shoonya_5sOG1EVHEBSKTO, 5682693]
[paragraph, [699.0, 1572.0, 562.0, 36.0], shoonya_5sOG1EVHEBSKTO, 5682693]
[paragraph, [107.0, 1323.0, 566.0, 36.0], x4N5tV8ywa, 5682693]
[paragraph, [107.0, 1359.0, 566.0, 36.0], x4N5tV8ywa, 5682693]
[paragraph, [107.0, 1395.0, 566.0, 36.0], x4N5tV8ywa, 5682693]
[paragraph, [107.0, 1431.0, 566.0, 36.0], x4N5tV8ywa, 5682693]
[paragraph, [107.0, 1467.0, 566.0, 36.0], x4N5tV8ywa, 5682693]
[paragraph, [107.0, 1503.0, 566.0, 36.0], x4N5tV8ywa, 5682693]
[paragraph, [110.0, 1564.0, 564.0, 36.0], G5Qyv6JFMx, 5682693]
[paragraph, [110.0, 1600.0, 564.0, 36.0], G5Qyv6JFMx, 5682693]
