[1755, 1240]
[paragraph, [179.0, 186.0, 882.0, 36.0], shoonya_4s6DTAJG8ID34D, 5704491]
[paragraph, [179.0, 222.0, 882.0, 36.0], shoonya_4s6DTAJG8ID34D, 5704491]
[paragraph, [180.0, 326.0, 878.0, 36.0], shoonya_3sEXMU564IPAWP, 5704491]
[paragraph, [180.0, 362.0, 878.0, 36.0], shoonya_3sEXMU564IPAWP, 5704491]
[paragraph, [180.0, 398.0, 878.0, 36.0], shoonya_3sEXMU564IPAWP, 5704491]
[paragraph, [180.0, 434.0, 878.0, 36.0], shoonya_3sEXMU564IPAWP, 5704491]
[paragraph, [180.0, 470.0, 878.0, 36.0], shoonya_3sEXMU564IPAWP, 5704491]
[paragraph, [180.0, 506.0, 878.0, 36.0], shoonya_3sEXMU564IPAWP, 5704491]
[paragraph, [180.0, 542.0, 878.0, 36.0], shoonya_3sEXMU564IPAWP, 5704491]
[paragraph, [179.0, 632.0, 881.0, 36.0], shoonya_0sMWGCOZ808D12, 5704491]
[paragraph, [179.0, 668.0, 881.0, 36.0], shoonya_0sMWGCOZ808D12, 5704491]
[paragraph, [179.0, 704.0, 881.0, 36.0], shoonya_0sMWGCOZ808D12, 5704491]
[paragraph, [179.0, 740.0, 881.0, 36.0], shoonya_0sMWGCOZ808D12, 5704491]
[paragraph, [179.0, 776.0, 881.0, 36.0], shoonya_0sMWGCOZ808D12, 5704491]
[paragraph, [179.0, 812.0, 881.0, 36.0], shoonya_0sMWGCOZ808D12, 5704491]
[paragraph, [179.0, 848.0, 881.0, 36.0], shoonya_0sMWGCOZ808D12, 5704491]
[paragraph, [179.0, 884.0, 881.0, 36.0], shoonya_0sMWGCOZ808D12, 5704491]
[paragraph, [179.0, 920.0, 881.0, 36.0], shoonya_0sMWGCOZ808D12, 5704491]
[paragraph, [179.0, 956.0, 881.0, 36.0], shoonya_0sMWGCOZ808D12, 5704491]
[paragraph, [179.0, 1057.0, 880.0, 36.0], shoonya_2sESHSW234IWPZ, 5704491]
[paragraph, [179.0, 1093.0, 880.0, 36.0], shoonya_2sESHSW234IWPZ, 5704491]
[paragraph, [179.0, 1129.0, 880.0, 36.0], shoonya_2sESHSW234IWPZ, 5704491]
[paragraph, [179.0, 1165.0, 880.0, 36.0], shoonya_2sESHSW234IWPZ, 5704491]
[paragraph, [180.0, 1255.0, 883.0, 36.0], shoonya_1sM7UTJ8TJKVA0, 5704491]
[paragraph, [180.0, 1291.0, 883.0, 36.0], shoonya_1sM7UTJ8TJKVA0, 5704491]
[paragraph, [180.0, 1327.0, 883.0, 36.0], shoonya_1sM7UTJ8TJKVA0, 5704491]
[paragraph, [180.0, 1363.0, 883.0, 36.0], shoonya_1sM7UTJ8TJKVA0, 5704491]
[paragraph, [180.0, 1399.0, 883.0, 36.0], shoonya_1sM7UTJ8TJKVA0, 5704491]
[paragraph, [180.0, 1435.0, 883.0, 36.0], shoonya_1sM7UTJ8TJKVA0, 5704491]
[paragraph, [180.0, 1471.0, 883.0, 36.0], shoonya_1sM7UTJ8TJKVA0, 5704491]
[paragraph, [180.0, 1507.0, 883.0, 36.0], shoonya_1sM7UTJ8TJKVA0, 5704491]
[paragraph, [180.0, 1543.0, 883.0, 36.0], shoonya_1sM7UTJ8TJKVA0, 5704491]
