[1200, 825]
[paragraph, [142.0, 110.0, 540.0, 18.0], shoonya_0sK9XFO0ZH4TIA, 5691206]
[paragraph, [142.0, 128.0, 540.0, 18.0], shoonya_0sK9XFO0ZH4TIA, 5691206]
[paragraph, [142.0, 146.0, 540.0, 18.0], shoonya_0sK9XFO0ZH4TIA, 5691206]
[paragraph, [142.0, 164.0, 540.0, 18.0], shoonya_0sK9XFO0ZH4TIA, 5691206]
[paragraph, [142.0, 182.0, 540.0, 18.0], shoonya_0sK9XFO0ZH4TIA, 5691206]
[paragraph, [142.0, 200.0, 540.0, 18.0], shoonya_0sK9XFO0ZH4TIA, 5691206]
[paragraph, [142.0, 218.0, 540.0, 18.0], shoonya_0sK9XFO0ZH4TIA, 5691206]
[paragraph, [142.0, 236.0, 540.0, 18.0], shoonya_0sK9XFO0ZH4TIA, 5691206]
[paragraph, [142.0, 254.0, 540.0, 18.0], shoonya_0sK9XFO0ZH4TIA, 5691206]
[paragraph, [142.0, 272.0, 540.0, 18.0], shoonya_0sK9XFO0ZH4TIA, 5691206]
[paragraph, [142.0, 290.0, 540.0, 18.0], shoonya_0sK9XFO0ZH4TIA, 5691206]
[paragraph, [142.0, 308.0, 540.0, 18.0], shoonya_0sK9XFO0ZH4TIA, 5691206]
[paragraph, [142.0, 326.0, 540.0, 18.0], shoonya_0sK9XFO0ZH4TIA, 5691206]
[paragraph, [143.0, 356.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 374.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 392.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 410.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 428.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 446.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 464.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 482.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 500.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 518.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 536.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 554.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 572.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 590.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 608.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 626.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 644.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 662.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 680.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 698.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 716.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 734.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 752.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 770.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 788.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 806.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 824.0, 539.0, 18.0], shoonya_1s40KKGXH9V91C, 5691206]
[paragraph, [143.0, 847.0, 536.0, 18.0], CaZxh4tpD0, 5691206]
[paragraph, [143.0, 865.0, 536.0, 18.0], CaZxh4tpD0, 5691206]
[paragraph, [143.0, 883.0, 536.0, 18.0], CaZxh4tpD0, 5691206]
[paragraph, [143.0, 901.0, 536.0, 18.0], CaZxh4tpD0, 5691206]
[paragraph, [143.0, 919.0, 536.0, 18.0], CaZxh4tpD0, 5691206]
[paragraph, [143.0, 937.0, 536.0, 18.0], CaZxh4tpD0, 5691206]
[paragraph, [143.0, 955.0, 536.0, 18.0], CaZxh4tpD0, 5691206]
[paragraph, [143.0, 973.0, 536.0, 18.0], CaZxh4tpD0, 5691206]
[paragraph, [143.0, 991.0, 536.0, 18.0], CaZxh4tpD0, 5691206]
[paragraph, [143.0, 1009.0, 536.0, 18.0], CaZxh4tpD0, 5691206]
