[515, 727]
[chapter-title, [499.0, 47.0, 125.0, 30.0], mhdZ09HCs4, 6533476]
[paragraph, [428.0, 82.0, 268.0, 18.0], shoonya_0sJP02S6HJXYGJ, 6533476]
[paragraph, [428.0, 100.0, 268.0, 18.0], shoonya_0sJP02S6HJXYGJ, 6533476]
[paragraph, [428.0, 118.0, 268.0, 18.0], shoonya_0sJP02S6HJXYGJ, 6533476]
[paragraph, [428.0, 136.0, 268.0, 18.0], shoonya_0sJP02S6HJXYGJ, 6533476]
[paragraph, [428.0, 154.0, 268.0, 18.0], shoonya_0sJP02S6HJXYGJ, 6533476]
[paragraph, [428.0, 172.0, 268.0, 18.0], shoonya_0sJP02S6HJXYGJ, 6533476]
[paragraph, [428.0, 190.0, 268.0, 18.0], shoonya_0sJP02S6HJXYGJ, 6533476]
[paragraph, [428.0, 208.0, 268.0, 18.0], shoonya_0sJP02S6HJXYGJ, 6533476]
[paragraph, [428.0, 226.0, 268.0, 18.0], shoonya_0sJP02S6HJXYGJ, 6533476]
[paragraph, [428.0, 244.0, 268.0, 18.0], shoonya_0sJP02S6HJXYGJ, 6533476]
[paragraph, [428.0, 262.0, 268.0, 18.0], shoonya_0sJP02S6HJXYGJ, 6533476]
[paragraph, [428.0, 280.0, 268.0, 18.0], shoonya_0sJP02S6HJXYGJ, 6533476]
[paragraph, [427.0, 310.0, 260.0, 18.0], WaSouJhipU, 6533476]
[paragraph, [427.0, 328.0, 260.0, 18.0], WaSouJhipU, 6533476]
[paragraph, [427.0, 346.0, 260.0, 18.0], WaSouJhipU, 6533476]
[paragraph, [427.0, 364.0, 260.0, 18.0], WaSouJhipU, 6533476]
[paragraph, [427.0, 382.0, 260.0, 18.0], WaSouJhipU, 6533476]
[author, [621.0, 425.0, 64.0, 18.0], uNF0-xZion, 6533476]
