[2200, 1700]
[section-title, [174.0, 184.0, 629.0, 52.5], sVTEWbxL68, 5658963]
[paragraph, [174.0, 310.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 346.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 382.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 418.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 454.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 490.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 526.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 562.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 598.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 634.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 670.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 706.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 742.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 778.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 814.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 850.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 886.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 922.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 958.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 994.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1030.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1066.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1102.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1138.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1174.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1210.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1246.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1282.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1318.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1354.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1390.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1426.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1462.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1498.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1534.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1570.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1606.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1642.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1678.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1714.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1750.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1786.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1822.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1858.0, 393.0, 36.0], kIv01062gg, 5658963]
[paragraph, [174.0, 1894.0, 393.0, 36.0], kIv01062gg, 5658963]
