[842, 596]
[sidebar, [313.0, 122.0, 214.0, 18.0], hObUiq0eM8, 5689979]
[sidebar, [313.0, 140.0, 214.0, 18.0], hObUiq0eM8, 5689979]
[sidebar, [313.0, 158.0, 214.0, 18.0], hObUiq0eM8, 5689979]
[sidebar, [313.0, 176.0, 214.0, 18.0], hObUiq0eM8, 5689979]
[sidebar, [313.0, 194.0, 214.0, 18.0], hObUiq0eM8, 5689979]
[sidebar, [313.0, 212.0, 214.0, 18.0], hObUiq0eM8, 5689979]
[sidebar, [313.0, 230.0, 214.0, 18.0], hObUiq0eM8, 5689979]
[sidebar, [313.0, 248.0, 214.0, 18.0], hObUiq0eM8, 5689979]
[sidebar, [313.0, 266.0, 214.0, 18.0], hObUiq0eM8, 5689979]
[sidebar, [313.0, 284.0, 214.0, 18.0], hObUiq0eM8, 5689979]
[sidebar, [313.0, 302.0, 214.0, 18.0], hObUiq0eM8, 5689979]
[unordered-list, [79.0, 125.0, 217.0, 18.0], shoonya_0sM89JGVWBWVSS, 5689979]
[unordered-list, [79.0, 143.0, 217.0, 18.0], shoonya_0sM89JGVWBWVSS, 5689979]
[unordered-list, [79.0, 161.0, 217.0, 18.0], shoonya_0sM89JGVWBWVSS, 5689979]
[unordered-list, [79.0, 179.0, 217.0, 18.0], shoonya_0sM89JGVWBWVSS, 5689979]
[unordered-list, [79.0, 197.0, 217.0, 18.0], shoonya_0sM89JGVWBWVSS, 5689979]
[unordered-list, [79.0, 215.0, 217.0, 18.0], shoonya_0sM89JGVWBWVSS, 5689979]
[unordered-list, [79.0, 233.0, 217.0, 18.0], shoonya_0sM89JGVWBWVSS, 5689979]
[unordered-list, [79.0, 251.0, 217.0, 18.0], shoonya_0sM89JGVWBWVSS, 5689979]
[unordered-list, [79.0, 269.0, 217.0, 18.0], shoonya_0sM89JGVWBWVSS, 5689979]
[unordered-list, [79.0, 287.0, 217.0, 18.0], shoonya_0sM89JGVWBWVSS, 5689979]
[paragraph, [328.0, 133.0, 187.0, 18.0], 9kd22bCiXH, 5689979]
[paragraph, [328.0, 151.0, 187.0, 18.0], 9kd22bCiXH, 5689979]
[unordered-list, [333.0, 171.0, 186.0, 18.0], nFtJYqBY-_, 5689979]
[unordered-list, [333.0, 189.0, 186.0, 18.0], nFtJYqBY-_, 5689979]
[unordered-list, [333.0, 207.0, 186.0, 18.0], nFtJYqBY-_, 5689979]
[unordered-list, [333.0, 225.0, 186.0, 18.0], nFtJYqBY-_, 5689979]
[unordered-list, [333.0, 243.0, 186.0, 18.0], nFtJYqBY-_, 5689979]
[unordered-list, [333.0, 261.0, 186.0, 18.0], nFtJYqBY-_, 5689979]
[unordered-list, [333.0, 279.0, 186.0, 18.0], nFtJYqBY-_, 5689979]
[unordered-list, [333.0, 297.0, 186.0, 18.0], nFtJYqBY-_, 5689979]
[paragraph, [62.0, 345.0, 478.0, 18.0], sE8Yvepfln, 5689979]
[paragraph, [62.0, 363.0, 478.0, 18.0], sE8Yvepfln, 5689979]
[paragraph, [62.0, 381.0, 478.0, 18.0], sE8Yvepfln, 5689979]
[paragraph, [57.0, 435.0, 490.0, 18.0], EmqyQY7zG2, 5689979]
[paragraph, [57.0, 453.0, 490.0, 18.0], EmqyQY7zG2, 5689979]
[paragraph, [57.0, 471.0, 490.0, 18.0], EmqyQY7zG2, 5689979]
[paragraph, [57.0, 489.0, 490.0, 18.0], EmqyQY7zG2, 5689979]
[unordered-list, [76.0, 515.0, 470.0, 18.0], 2plzvoAlqf, 5689979]
[unordered-list, [76.0, 533.0, 470.0, 18.0], 2plzvoAlqf, 5689979]
[unordered-list, [76.0, 551.0, 470.0, 18.0], 2plzvoAlqf, 5689979]
[unordered-list, [76.0, 569.0, 470.0, 18.0], 2plzvoAlqf, 5689979]
[unordered-list, [76.0, 587.0, 470.0, 18.0], 2plzvoAlqf, 5689979]
[unordered-list, [76.0, 605.0, 470.0, 18.0], 2plzvoAlqf, 5689979]
[unordered-list, [76.0, 623.0, 470.0, 18.0], 2plzvoAlqf, 5689979]
[unordered-list, [76.0, 641.0, 470.0, 18.0], 2plzvoAlqf, 5689979]
[unordered-list, [76.0, 659.0, 470.0, 18.0], 2plzvoAlqf, 5689979]
