[1806, 1262]
[folio, [277.0, 108.0, 804.0, 36.0], shoonya_0sVP2BFZE7DV6F, 5681409]
[paragraph, [643.0, 184.0, 511.0, 36.0], 3X_JTwtxIL, 5681409]
[paragraph, [93.0, 192.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 228.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 264.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 300.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 336.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 372.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 408.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 444.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 480.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 516.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 552.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 588.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 624.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 660.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 696.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 732.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 768.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 804.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 840.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 876.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [93.0, 912.0, 507.0, 36.0], cNFRHiz0Dx, 5681409]
[paragraph, [645.0, 260.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 296.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 332.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 368.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 404.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 440.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 476.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 512.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 548.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 584.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 620.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 656.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 692.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 728.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 764.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 800.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 836.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 872.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 908.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 944.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [645.0, 980.0, 512.0, 36.0], hBZCdk04Zw, 5681409]
[paragraph, [105.0, 976.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1012.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1048.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1084.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1120.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1156.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1192.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1228.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1264.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1300.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1336.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1372.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1408.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1444.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1480.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1516.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1552.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1588.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1624.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [105.0, 1660.0, 517.0, 36.0], BinVxFEh6y, 5681409]
[paragraph, [649.0, 1052.0, 506.0, 36.0], 6YcIuXu3si, 5681409]
[paragraph, [649.0, 1088.0, 506.0, 36.0], 6YcIuXu3si, 5681409]
[paragraph, [649.0, 1124.0, 506.0, 36.0], 6YcIuXu3si, 5681409]
[paragraph, [649.0, 1160.0, 506.0, 36.0], 6YcIuXu3si, 5681409]
[paragraph, [649.0, 1196.0, 506.0, 36.0], 6YcIuXu3si, 5681409]
[paragraph, [649.0, 1232.0, 506.0, 36.0], 6YcIuXu3si, 5681409]
[paragraph, [649.0, 1268.0, 506.0, 36.0], 6YcIuXu3si, 5681409]
[paragraph, [649.0, 1304.0, 506.0, 36.0], 6YcIuXu3si, 5681409]
[paragraph, [649.0, 1340.0, 506.0, 36.0], 6YcIuXu3si, 5681409]
[paragraph, [649.0, 1376.0, 506.0, 36.0], 6YcIuXu3si, 5681409]
[paragraph, [649.0, 1412.0, 506.0, 36.0], 6YcIuXu3si, 5681409]
[paragraph, [649.0, 1448.0, 506.0, 36.0], 6YcIuXu3si, 5681409]
[paragraph, [649.0, 1484.0, 506.0, 36.0], 6YcIuXu3si, 5681409]
[paragraph, [649.0, 1520.0, 506.0, 36.0], 6YcIuXu3si, 5681409]
[paragraph, [649.0, 1556.0, 506.0, 36.0], 6YcIuXu3si, 5681409]
[paragraph, [649.0, 1592.0, 506.0, 36.0], 6YcIuXu3si, 5681409]
[paragraph, [649.0, 1628.0, 506.0, 36.0], 6YcIuXu3si, 5681409]
