[2200, 1700]
[unordered-list, [431.0, 110.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 146.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 182.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 218.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 254.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 290.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 326.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 362.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 398.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 434.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 470.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 506.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 542.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 578.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 614.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 650.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 686.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 722.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 758.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[unordered-list, [431.0, 794.0, 1080.0, 36.0], shoonya_1s97JEWAVUY7MA, 5733672]
[paragraph, [373.0, 971.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1007.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1043.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1079.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1115.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1151.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1187.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1223.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1259.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1295.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1331.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1367.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1403.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1439.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1475.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1511.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1547.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1583.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [373.0, 1619.0, 1131.0, 36.0], shoonya_0sUCQM3ROGE057, 5733672]
[paragraph, [375.0, 1717.0, 1133.0, 36.0], shoonya_2s8S403QAWG5QI, 5733672]
[paragraph, [375.0, 1753.0, 1133.0, 36.0], shoonya_2s8S403QAWG5QI, 5733672]
[paragraph, [375.0, 1789.0, 1133.0, 36.0], shoonya_2s8S403QAWG5QI, 5733672]
[paragraph, [375.0, 1825.0, 1133.0, 36.0], shoonya_2s8S403QAWG5QI, 5733672]
[paragraph, [375.0, 1861.0, 1133.0, 36.0], shoonya_2s8S403QAWG5QI, 5733672]
[paragraph, [375.0, 1897.0, 1133.0, 36.0], shoonya_2s8S403QAWG5QI, 5733672]
[paragraph, [375.0, 1933.0, 1133.0, 36.0], shoonya_2s8S403QAWG5QI, 5733672]
[paragraph, [375.0, 1969.0, 1133.0, 36.0], shoonya_2s8S403QAWG5QI, 5733672]
[paragraph, [375.0, 2005.0, 1133.0, 36.0], shoonya_2s8S403QAWG5QI, 5733672]
